	Gene ID	Adj P-value (Real)	Rank (Real)	abs(log2FoldChange) (Real)	log2FoldChange (Real)	Median adj p-value (simulated)	Rank (simulated)	Percentile (simulated)	Percent DE (simulated)	Mean abs(log2FoldChange) (simulated)	Std deviation (simulated)	Number of experiments (simulated)	Z score	Gene Name
PA14_37560	PA14_37560	5.1865302541864003e-05	5857.0	2.37965121269466	2.37965121269466	0.700255455740875	5313.0	90.24804621134896	0.04	0.3586894445472052	0.2741216235856829	25	7.372500358461351
PA14_22320	PA14_22320	2.8778264670295398e-11	5856.0	2.32458988272071	-2.32458988272071	0.7786857234585189	5484.0	93.15324498810737	0.0	0.4656990429476126	0.5463677822607851	25	3.402270229187555
PA14_05890	PA14_05890	3.31388562057446e-08	5855.0	2.31988397377581	2.31988397377581	0.583259798140723	5103.0	86.68025823989127	0.04	0.40322895056805036	0.327763431895749	25	5.847678040597848
PA14_04180	PA14_04180	3.3120403865472e-10	5854.0	2.2785274447902	2.2785274447902	0.065610198900914	5887.0	100.0	0.32	1.1386993884235113	0.6469908957632332	25	1.761737396663167
PA14_01710	PA14_01710	4.19752554685141e-19	5853.0	2.2638816387277	-2.2638816387277	0.575941367063947	2558.0	43.44206591913014	0.0	0.17545454527994678	0.19623826650762943	25	10.642303005497444
PA14_33520	PA14_33520	8.47440026210817e-11	5852.0	2.24946174949929	2.24946174949929	0.010178195231601	5865.0	99.62623173632349	0.28	0.7429017003821707	0.3880668740775151	25	3.8822176015368646
PA14_42460	PA14_42460	4.5237111435279196e-08	5851.0	2.2397437043851802	-2.2397437043851802	0.495043242979979	4861.0	82.56880733944955	0.04	0.31688286838953394	0.32500340403640854	25	5.916432911515713
PA14_33550	PA14_33550	6.98131835372423e-07	5850.0	2.23678380298659	2.23678380298659	0.8773729848555111	4405.0	74.82161060142712	0.0	0.23965863839408785	0.19013124027853845	25	10.503929610235298
PA14_33590	PA14_33590	1.0657347214570802e-09	5849.0	2.17948451695878	2.17948451695878	0.38636103711092895	5524.0	93.83282364933741	0.0	0.3627490054045273	0.22039690904931344	25	8.243017197431573
PA14_09540	PA14_09540	4.49080028249632e-16	5848.0	2.1765739548759697	-2.1765739548759697	0.0438833113267328	5581.0	94.80122324159022	0.04	0.4141710334530791	0.320528622254345	25	5.498426034553612
PA14_33570	PA14_33570	7.6264536212507e-08	5847.0	2.12157223429497	2.12157223429497	0.41559597884465904	5620.0	95.4638124362895	0.0	0.393493630880357	0.19522816523334074	25	8.851584510611866
PA14_23770	PA14_23770	0.0666650047669512	5846.0	2.1089528679837297	2.1089528679837297	0.635128783888298	4462.0	75.79001019367992	0.04	0.26115000341167466	0.2313997590644522	25	7.985327521699722
PA14_33600	PA14_33600	4.4818227295629706e-17	5845.0	2.0656480505213	2.0656480505213	0.42364215717839004	5180.0	87.9884471627591	0.0	0.29226651533229786	0.17871650362514604	25	9.92287505192375
PA14_37440	PA14_37440	0.000166997569439012	5844.0	2.05899355853508	2.05899355853508	0.92818411028799	3587.0	60.92422697927285	0.04	0.23166867271511526	0.2694020456243032	25	6.782891650229989
PA14_56680	PA14_56680	1.6618333903248e-18	5843.0	2.04742878718874	2.04742878718874	0.36119910464906796	4399.0	74.71967380224261	0.04	0.2794732411020931	0.31385113004566695	25	5.63310237509548
PA14_67350	PA14_67350	5.46832567303584e-07	5842.0	2.04250668257618	-2.04250668257618	0.29021258616623496	4841.0	82.22901800883453	0.0	0.32128414964469193	0.2598718083752985	25	6.6233522739248185
PA14_37510	PA14_37510	0.0882532620787498	5841.0	2.0356269669053	2.0356269669053	0.925229465571212	4944.0	83.97893306150188	0.04	0.3076519179014541	0.31992255207661097	25	5.40122925935541
PA14_09450	PA14_09450	0.00038208242776514905	5840.0	2.03452575973809	-2.03452575973809	0.141581055964707	5354.0	90.94461433910976	0.12	0.41149559853345763	0.37381848319541955	25	4.34176006314853
PA14_11320	PA14_11320	5.49981434885835e-09	5839.0	1.99877944028699	1.99877944028699	0.301850159792259	5340.0	90.70676180767924	0.04	0.4145116844050007	0.3060174876765263	25	5.177049742845509
PA14_33560	PA14_33560	8.68642456501446e-11	5838.0	1.97695438932559	1.97695438932559	0.6686116528988231	4974.0	84.4886170574244	0.0	0.282489668923003	0.1827273779132558	25	9.273184674094006
PA14_09530	PA14_09530	6.70082809806888e-16	5837.0	1.97268796695669	-1.97268796695669	0.00625742771141708	5637.0	95.75263336731227	0.04	0.42334335238752435	0.2787371083261404	25	5.558444025889558
PA14_28980	PA14_28980	8.920444951246509e-05	5836.0	1.9684658020667698	-1.9684658020667698	0.720708956614854	5627.0	95.58273870200476	0.0	0.42303647237748165	0.3097322408064148	25	4.989565586280682
PA14_56690	PA14_56690	1.02238530917986e-08	5835.0	1.91752564299797	1.91752564299797	0.8520353493462671	4447.0	75.53516819571865	0.0	0.26225850273710444	0.29330594064758775	25	5.643483171892853
PA14_37520	PA14_37520	0.00738467031354755	5834.0	1.8898911572498998	1.8898911572498998	0.866213449100082	5157.0	87.59768943255182	0.04	0.3773497076569107	0.30027345201814803	25	5.037213378096354
PA14_33540	PA14_33540	1.27641156098637e-05	5833.0	1.88902828240143	1.88902828240143	0.7031290858751601	4777.0	81.14169215086648	0.0	0.26050313075615184	0.20123700622007212	25	8.092572942892662
PA14_33580	PA14_33580	2.59961783961354e-06	5832.0	1.86265680059474	1.86265680059474	0.44446864021248	5419.0	92.04892966360858	0.0	0.36182001402673897	0.21594927958198337	25	6.949950421104418
PA14_05775	PA14_05775	0.652371873638635	5831.0	1.86185623675408	1.86185623675408	0.965000494061559	3834.0	65.12062521236834	0.0	0.2698156792262214	0.2990973366964432	24	5.322817565385533
PA14_49460	PA14_49460	7.80981270170532e-08	5830.0	1.8582553699328301	-1.8582553699328301	0.0343149160781382	5376.0	91.31838260278627	0.0	0.28839225306966637	0.21371134614067347	25	7.34571722658944
PA14_09150	PA14_09150	5.7835104719683e-08	5829.0	1.83114495656991	-1.83114495656991	0.7435334914396441	2123.0	36.051647978253484	0.0	0.14679960482749588	0.15924649931644322	25	10.576969408887313
PA14_10480	PA14_10480	0.000211551410122656	5828.0	1.8152294864094698	-1.8152294864094698	0.7993767882876429	4485.0	76.1807679238872	0.0	0.21947411744284864	0.1685101786403156	25	9.469786228004395
PA14_42440	PA14_42440	5.35903762177549e-15	5827.0	1.81302024442945	-1.81302024442945	0.286708171812563	4097.0	69.58885490995583	0.0	0.2848199770409279	0.2356076866122054	25	6.486207174996961
PA14_25180	PA14_25180	6.04581735670984e-11	5826.0	1.81092956216054	-1.81092956216054	0.28556257461098805	4364.0	74.12504247366633	0.0	0.2794293986483226	0.22865375933703794	25	6.697900650978455
PA14_23680	PA14_23680	1.5980643823207198e-11	5825.0	1.80982221764153	-1.80982221764153	0.564723495718025	3682.0	62.53822629969419	0.04	0.25794877134493144	0.29502442656251293	25	5.260152402898649
PA14_73020	PA14_73020	0.000271428473819518	5824.0	1.8062486074099902	1.8062486074099902	0.594896578009119	5656.0	96.07543323139654	0.12	0.5161345712343901	0.4027161256865905	25	3.2035321008715143
PA14_09520	PA14_09520	7.283660188704349e-20	5823.0	1.8015996443222202	-1.8015996443222202	0.032298315696629	5588.0	94.92014950730548	0.08	0.4130094902812385	0.2627397600788601	25	5.285040047323645
PA14_37210	PA14_37210	0.20997410788915	5822.0	1.79948565113828	-1.79948565113828	0.28531481285269705	5460.0	92.74549779136936	0.04	0.45857199369053314	0.5700005296861104	25	2.3524779146892465
PA14_20890	PA14_20890	1.3126702374563598e-10	5821.0	1.7804377218250502	1.7804377218250502	0.000497997630534458	5849.0	99.35440027183147	0.16	0.718321448346053	0.46830826742174453	25	2.267985315156708
PA14_10560	PA14_10560	4.75540068173408e-12	5820.0	1.7746477139192	-1.7746477139192	0.631798413887326	3257.0	55.31770302412504	0.0	0.19341196024783006	0.14564998944354532	25	10.856408295753877
PA14_36330	PA14_36330	2.16926237969479e-05	5819.0	1.7602815424229499	-1.7602815424229499	0.68769569802331	3762.0	63.897383622154265	0.0	0.2476402034671149	0.24026756839267394	25	6.295653421204546
PA14_68440	PA14_68440	0.00017556901289496102	5818.0	1.7576734833638603	-1.7576734833638603	0.424130012523475	4073.0	69.18110771321781	0.08	0.31249914219572145	0.33745854739737186	25	4.282524038326948
PA14_21520	PA14_21520	4.574261858511759e-12	5817.0	1.7418607239780102	-1.7418607239780102	0.888140846247077	2223.0	37.750594631328575	0.0	0.16677757998596493	0.12859816616599737	25	12.248099572111261
PA14_24860	PA14_24860	2.6530984804177698e-05	5816.0	1.7345892453503	-1.7345892453503	0.0111200392667519	5705.0	96.90791709140333	0.08	0.43214406621013607	0.2838517949915199	25	4.588469060690895
PA14_12610	PA14_12610	0.00592563251634341	5815.0	1.72997229901486	1.72997229901486	0.9411166254662159	291.0	4.926945293917771	0.0	0.09526105514068516	0.09538621103656297	25	17.13781505848435
PA14_30050	PA14_30050	0.000367883519854954	5814.0	1.71941259685868	-1.71941259685868	0.254430617489827	3568.0	60.601427115188585	0.0	0.20834519710034263	0.15994787266361435	25	9.447249123070591
PA14_37530	PA14_37530	0.00848809042410266	5813.0	1.7111672671992701	1.7111672671992701	0.8190824444528371	5353.0	90.927624872579	0.04	0.37342323677758416	0.28417363817955765	25	4.707488136448534
PA14_52800	PA14_52800	0.00392384672835236	5812.0	1.6999328342830602	-1.6999328342830602	0.510109257192697	3470.0	58.93645939517499	0.0	0.14491010572923882	0.11216001123416275	25	13.864323937230296
PA14_37745	PA14_37745	2.0214556598081698e-05	5811.0	1.69478955964817	-1.69478955964817	0.0119162276175149	5827.0	98.98063200815496	0.2	0.5802334842879342	0.4413334746715909	25	2.525428365001339
PA14_53940	PA14_53940	0.000177217784113199	5810.0	1.6892914810543103	-1.6892914810543103	0.4763452991822779	4458.0	75.72205232755692	0.0	0.24159166936022003	0.19585900194743971	25	7.391540839581077
PA14_62300	PA14_62300	5.86134038373155e-06	5809.0	1.6793869678668298	-1.6793869678668298	0.101599005699078	5626.0	95.56574923547402	0.04	0.38986427539338586	0.26433658962545314	25	4.878335966657546
PA14_42450	PA14_42450	2.3386121188937803e-15	5808.0	1.67401305575692	-1.67401305575692	0.331541111383492	3869.0	65.71525654094462	0.04	0.2842172964351181	0.2767870410172501	25	5.021173513810519
PA14_09440	PA14_09440	0.00115744262978774	5807.0	1.65292824331869	-1.65292824331869	0.136167791358438	5454.0	92.64356099218485	0.12	0.4160565477454008	0.33898509921657133	25	3.648749453683434
PA14_02510	PA14_02510	6.92052737459571e-09	5806.0	1.64933316708161	1.64933316708161	0.8865341770894879	2286.0	38.82093102276588	0.0	0.18345205363925526	0.19642779079830178	25	7.462697144252707
PA14_13130	PA14_13130	1.47479180066533e-10	5805.0	1.6364767896478798	-1.6364767896478798	0.00310551105132672	5667.0	96.2623173632348	0.04	0.4587155397533474	0.29950670386552003	25	3.9323368548817292
PA14_60570	PA14_60570	4.52892235684665e-09	5804.0	1.62551912362985	-1.62551912362985	0.371476643629308	4042.0	68.65443425076454	0.0	0.21050302274473517	0.17980299549345347	25	7.86981383153116
PA14_36650	PA14_36650	0.0011960106037024198	5803.0	1.59749130563675	-1.59749130563675	0.379529700280998	5393.0	91.60720353380904	0.04	0.3843579066387438	0.35929610833775266	25	3.3764167516604786
PA14_65170	PA14_65170	0.000121078349837504	5802.0	1.59331386346706	-1.59331386346706	0.343876950895412	2752.0	46.73802242609582	0.0	0.2179219859957277	0.22088398438197993	25	6.226761443658289
PA14_09220	PA14_09220	0.000721501566562708	5801.0	1.59251295246475	-1.59251295246475	0.0160729848814827	5812.0	98.72579001019369	0.08	0.5218491867151038	0.3186453493187402	25	3.3600483046079663
PA14_35160	PA14_35160	1.8666311182439802e-07	5800.0	1.59031113497574	-1.59031113497574	0.7670778528748001	4057.0	68.9092762487258	0.04	0.2871481478699506	0.29626035885431046	25	4.398708595862585
PA14_04270	PA14_04270	7.22857345779702e-08	5799.0	1.58721590356992	1.58721590356992	0.0748553069327744	5836.0	99.1335372069317	0.04	0.5625139512932618	0.28858803642640984	25	3.550743007109922
PA14_41960	PA14_41960	9.71609471852722e-09	5798.0	1.57275891553705	1.57275891553705	0.508143207748366	5748.0	97.63846415222562	0.0	0.4242372642645257	0.21758651612803545	25	5.278459675307704
PA14_63940	PA14_63940	4.63471563287302e-05	5797.0	1.5713826635711297	1.5713826635711297	0.30663192641656106	5692.0	96.68705402650357	0.04	0.4904553913816318	0.4054948381984195	25	2.665699215782794
PA14_72260	PA14_72260	7.85344639531035e-09	5796.0	1.5689870379268602	1.5689870379268602	0.00434800139314425	5678.0	96.44920149507305	0.12	0.5758243723644582	0.4975560584593043	25	1.9960819462991908
PA14_17720	PA14_17720	1.27505751244548e-13	5795.0	1.5676815438157299	1.5676815438157299	0.44635869958297103	4931.0	83.75806999660212	0.0	0.28867002716577306	0.1747957144887782	25	7.317178915917121
PA14_08890	PA14_08890	8.920444951246509e-05	5794.0	1.55749866844051	-1.55749866844051	0.376052038003651	2639.0	44.81821270812097	0.0	0.18749229673334494	0.1848951558685436	25	7.409639075029146
PA14_56590	PA14_56590	3.9377882229097794e-08	5793.0	1.5569660841389499	1.5569660841389499	0.00333749744157387	5625.0	95.54875976894326	0.08	0.48486596262223614	0.4623455676895073	25	2.318828591510784
PA14_09040	PA14_09040	4.8650891506949796e-05	5792.0	1.5568937333346	-1.5568937333346	0.12617932462585	4355.0	73.97213727488958	0.04	0.2180480747336484	0.20577367798128876	25	6.506399028950119
PA14_20900	PA14_20900	4.52892235684665e-09	5791.0	1.5554580350861698	1.5554580350861698	0.46878637438256204	4961.0	84.26775399252465	0.0	0.26473500441889436	0.1536353141539114	25	8.401213209185961
PA14_36320	PA14_36320	1.68361161313258e-06	5790.0	1.5436896017827202	-1.5436896017827202	0.258019079526181	4190.0	71.16887529731567	0.0	0.22651984739206113	0.1983867169695914	25	6.639404968794126
PA14_02520	PA14_02520	2.89866541790567e-10	5789.0	1.5219479011749801	1.5219479011749801	0.0799895867248801	5586.0	94.88617057424398	0.12	0.5069834863256962	0.421825138714757	25	2.4061259552755443
PA14_53950	PA14_53950	0.000548261499215489	5788.0	1.51821708706139	-1.51821708706139	0.07676691208820301	4960.0	84.25076452599389	0.0	0.24029446963377296	0.15722524529614423	25	8.127973437221005
PA14_12590	PA14_12590	0.265222048832792	5787.0	1.51769891179739	1.51769891179739	0.9619311426768191	171.0	2.888209310227659	0.0	0.08918176144525557	0.06813751166995312	25	20.965208669075505
PA14_46650	PA14_46650	0.0032020568241803104	5786.0	1.50756783108334	-1.50756783108334	0.89003720432981	4036.0	68.55249745158002	0.0	0.20154856988171507	0.19888775178146995	25	6.566614834264041
PA14_43850	PA14_43850	1.9871643144397598e-06	5785.0	1.50195682336195	-1.50195682336195	0.162591224772939	4958.0	84.21678559293238	0.04	0.2701832704792837	0.23176850462660362	25	5.314671874278801
PA14_24980	PA14_24980	1.03521525346265e-07	5784.0	1.49803924801018	-1.49803924801018	0.121261751916288	5127.0	87.0880054366293	0.0	0.30014037558431533	0.12781213477185588	25	9.372340698041771
PA14_29720	PA14_29720	6.4596363865477e-11	5783.0	1.4943367448397198	1.4943367448397198	0.166497473267529	5498.0	93.3910975195379	0.0	0.36917140083622585	0.20849024115167542	25	5.396729064095344
PA14_08920	PA14_08920	0.000182747309729421	5782.0	1.49341514970575	-1.49341514970575	0.270631579867277	4106.0	69.74176010873259	0.0	0.19803899147616275	0.15253768055057398	25	8.49217159690654
PA14_42400	PA14_42400	2.1008989072382602e-07	5781.0	1.4894379484795799	-1.4894379484795799	0.6842411390027061	4144.0	70.38735983690113	0.0	0.17618267136085197	0.12500948102202136	25	10.505245413245
PA14_22380	PA14_22380	0.303095341176355	5780.0	1.48884440630685	-1.48884440630685	0.88978274222901	2620.0	44.49541284403669	0.0	0.1427586098772147	0.117337296584031	25	11.471934633040034
PA14_48810	PA14_48810	3.6700764976351096e-09	5779.0	1.48505937111219	1.48505937111219	0.579640832187568	3675.0	62.419300033978935	0.0	0.23505610981861186	0.2137318976763683	25	5.848463775801618
PA14_08760	PA14_08760	0.000144448050842549	5778.0	1.48435537221834	-1.48435537221834	0.295396992618487	2980.0	50.61162079510703	0.0	0.1879628949841894	0.16977603491878404	25	7.635897951405847
PA14_16290	PA14_16290	1.2048016784957001e-09	5777.0	1.4774570379890901	-1.4774570379890901	0.778811516256053	2535.0	43.05130818892287	0.0	0.18330395085993662	0.2244980677931675	25	5.76465133909959
PA14_24140	PA14_24140	6.7689379091657405e-06	5776.0	1.46723378179004	1.46723378179004	0.6037575050421661	3962.0	67.29527692830446	0.0	0.204824404124793	0.1818050413586151	25	6.943753419769654
PA14_68200	PA14_68200	7.62763455028779e-06	5775.0	1.4631878570024601	-1.4631878570024601	0.27616032051233197	4625.0	78.55929323819232	0.0	0.2442362256003127	0.15796314522167315	25	7.716683721962903
PA14_18120	PA14_18120	0.166408294910464	5774.0	1.46212120117995	-1.46212120117995	0.009125327971628691	5810.0	98.69181107713219	0.04	0.5457481580216057	0.31435158350503045	25	2.915121447586664
PA14_42430	PA14_42430	1.80975287722172e-11	5773.0	1.4555367880965502	-1.4555367880965502	0.375089711922086	4402.0	74.77064220183487	0.0	0.21878407060871788	0.1714850872228603	25	7.212013228185614
PA14_65180	PA14_65180	0.000562681402040117	5772.0	1.45447377038262	-1.45447377038262	0.346840345853927	3799.0	64.52599388379205	0.04	0.23228316680047395	0.23425535724723295	25	5.217343235793097
PA14_72060	PA14_72060	0.0193127502192771	5771.0	1.45357895938795	1.45357895938795	0.489785947409589	5308.0	90.16309887869521	0.08	0.4193608596859966	0.33706882830932217	25	3.068269780060675
PA14_62330	PA14_62330	0.000241643358896027	5770.0	1.4529122588105	-1.4529122588105	0.0447913215578363	5844.0	99.26945293917771	0.04	0.5496843385541548	0.30623293273909025	25	2.949480032005223
PA14_30810	PA14_30810	9.00665302865314e-05	5769.0	1.45119319974078	1.45119319974078	0.7394042080493342	3931.0	66.76860346585117	0.0	0.22793389461883876	0.20717965568140065	25	5.9043408538291065
PA14_09030	PA14_09030	0.000147178404003428	5768.0	1.44921797686836	-1.44921797686836	0.21461900512033202	3606.0	61.24702684335712	0.04	0.26766968500773375	0.2884805492582431	25	4.095764150819483
PA14_19940	PA14_19940	0.00035189760112682003	5767.0	1.44620957080259	1.44620957080259	0.7027452126968001	4724.0	80.24125042473666	0.0	0.2757874527303894	0.2504868099996195	25	4.672589818497743
PA14_60710	PA14_60710	5.110194675088201e-06	5766.0	1.4261543232373703	-1.4261543232373703	0.572120845985016	4130.0	70.14950730547062	0.0	0.16641432347655158	0.1130053443459941	25	11.147614363297809
PA14_44350	PA14_44350	7.1464381917526e-05	5765.0	1.42529858632599	1.42529858632599	0.0472565951842193	5527.0	93.88379204892966	0.04	0.4326917890087944	0.34878907231582934	25	2.8458655276286513
PA14_05840	PA14_05840	4.7175777987734004e-05	5764.0	1.42443774899686	-1.42443774899686	0.132728078238881	4887.0	83.01053346924907	0.0	0.2642681050036979	0.16795686172084878	25	6.907545378654501
PA14_10570	PA14_10570	0.00045054158828979296	5763.0	1.4228668085106497	-1.4228668085106497	0.885688248211783	2693.0	45.73564390078151	0.0	0.1839868485526711	0.19363060117574973	25	6.398162028291713
PA14_28970	PA14_28970	0.0012417108200027	5762.0	1.42149550575277	-1.42149550575277	0.758071824982712	5681.0	96.50016989466532	0.04	0.4442063377024204	0.3081570890275898	25	3.1713992728002807
PA14_59790	PA14_59790	5.246590164414309e-06	5761.0	1.4204767621368302	1.4204767621368302	0.0241963890325753	5503.0	93.47604485219165	0.12	0.46590784816024616	0.36668544350421706	25	2.6032364548051827
PA14_70190	PA14_70190	0.00510479434555069	5760.0	1.4200807429769498	-1.4200807429769498	0.230274864444388	4557.0	77.40400951410126	0.04	0.27767016625816643	0.32331984603788655	25	3.5333759765087724
PA14_31370	PA14_31370	6.98131835372423e-07	5759.0	1.4184210167746498	-1.4184210167746498	0.0425909781723639	5516.0	93.69690791709141	0.04	0.34052501731595003	0.24597764123524463	25	4.382089339688549
PA14_18140	PA14_18140	0.31477355137803903	5758.0	1.4177981003944098	-1.4177981003944098	0.0108575432806227	5866.0	99.64322120285424	0.08	0.6616030737179537	0.398070171224716	25	1.8996525772074837
PA14_30630	PA14_30630	1.6510550468056198e-05	5757.0	1.4162675569635401	-1.4162675569635401	0.135799536153422	5144.0	87.37682636765206	0.0	0.24811285073635905	0.1661540695162364	25	7.0305512806776616
PA14_62990	PA14_62990	1.39531626939978e-07	5756.0	1.41480120364333	-1.41480120364333	0.342492147475802	3573.0	60.68637444784234	0.04	0.3117234305330463	0.3210016835409807	25	3.436361332882104
PA14_06290	PA14_06290	0.00221497292999345	5755.0	1.4118489280361899	-1.4118489280361899	0.34673845485939503	2768.0	47.009853890587834	0.0	0.15439831126537082	0.13554273507745865	25	9.277152449758546
PA14_42410	PA14_42410	1.2521594333453e-07	5754.0	1.41149431936825	-1.41149431936825	0.8658478455324571	936.0	15.885151206252123	0.0	0.1498876738125844	0.13521989406660892	25	9.330037227615355
PA14_12210	PA14_12210	1.72478381347728e-05	5753.0	1.40906249305585	-1.40906249305585	0.8339463296434	790.0	13.404689092762487	0.0	0.1297109634538901	0.13929273010851534	25	9.184625275168969
PA14_07980	PA14_07980	0.000522103013871514	5752.0	1.4078049973706601	1.4078049973706601	0.10208405401086999	5193.0	88.20931022765886	0.08	0.35636500250210895	0.2730797803403975	25	3.8503033566158487
PA14_19380	PA14_19380	8.266630266662901e-09	5751.0	1.4074200600694298	1.4074200600694298	0.0184367802653256	5798.0	98.48793747876317	0.08	0.5318495534572115	0.3187231226632004	25	2.7471195039007164
