	corr to exoS	gene name	label
PA0072	-0.0889916616468351	tagS1	core
PA0073	-0.07028321874889587	tagT1	core
PA0074	-0.02226351872601498	ppkA	core
PA0075	-0.0076443445000134	pppA	core
PA0076	-0.041734865629208265	tagF1	core
PA0077	-0.004814544312748033	icmF1	core
PA0078	-0.02680567519330009	tssL1	core
PA0079	0.0230823204322538	tssK1	core
PA0080	0.03386410719296421	tssJ1	core
PA0081	-0.04195965876606514	fha1	core
PA0082	-0.06963394367105001	tssA1	core
PA0083	0.04717280060815605	tssB1	core
PA0084	0.06524237180876225	tssC1	core
PA0085	0.04100347105956783	hcp1	core
PA0086	-0.052551741358923765	tagJ1	core
PA0087	-0.05516378158892656	tssE1	core
PA0088	-0.06603824163163613	tssF1	core
PA0089	-0.07493256019109558	tssG1	core
PA0090	0.011661041507631885	clpV1	core
PA0091	-0.032920330864626125	vgrG1	core
PA0092	0.004112195044907528	tsi6	core
PA0093	-0.07843450946014903	tse6	core
PA0094	0.03228190446173965	eagT6	core
PA0095	0.015745113637588473		acc
PA0096	0.06184834400639463		core
PA0097	-0.0041076451963122105		core
PA0098	0.0045990173179857215		core
PA0099	0.01422740479116467		core
PA0100	0.15921340195069902		acc
PA0101	0.0008745887356269567		core
PA0102	-0.0296435166363348		core
PA0103	-0.05924919383036833		core
PA0104	-0.04253601579962425		core
PA0105	-0.024383042635516626	coxB	core
PA0106	-0.009256148951243751	coxA	core
PA0107	-0.007146617225779584		core
PA0108	-0.012007661872418852	coIII	core
PA0109	0.01303656038755809		core
PA0110	-0.02368751277764632		core
PA0111	-0.00388170636944494		core
PA0112	-0.041230914987116944		core
PA0113	-0.024287733815598973		core
PA0114	0.0310862658052578	senC	core
PA0115	-0.038077099105440895		core
PA0116	0.09915560355140783		core
PA0117	-0.014335687521261688		core
PA0118	0.051872475235943176		core
PA0119	0.04438725584217134		core
PA0120	0.043612876276053016		core
PA0121	0.057635666170932874		core
PA0122	0.0345639666690808	rahU	core
PA0123	0.03129914656929026		core
PA0124	-0.06576292618671341		core
PA0125	-0.0401728634092252		core
PA0126	-0.05864767293645624		core
PA0127	0.07939580861433589		core
PA0128	-0.018520800979518588		core
PA0129	0.09588790473096226	bauD	core
PA0130	0.171907321796052	bauC	core
PA0131	0.16788487767678462	bauB	core
PA0132	0.15879596805103738	bauA	core
PA0133	-0.04797903496073255	bauR	core
PA0134	-0.0018090900901364274		core
PA0135	-0.08113552571415894		acc
PA0136	-0.05262004771821895		core
PA0137	-0.0849639008824915		core
PA0138	-0.09625202282967213		core
PA0139	-0.016860335726102866	ahpC	core
PA0140	-0.03132194974457679	ahpF	core
PA0141	0.15909912220409467		core
PA0142	-0.117978103607331		core
PA0143	0.009104558141161168	nuh	core
PA0144	-0.03164854813218258		core
PA0145	0.02361258764051231		core
PA0146	-0.06183435943861484		core
PA0147	-0.040001599316409016		core
PA0148	-0.025949498676185043		core
PA0149	-0.051017750983136434		core
PA0150	-0.08598207096487466		core
PA0151	-0.1095713431582478		core
PA0152	-0.13107399695801886	pcaQ	core
PA0153	-0.052935354889267185	pcaH	core
PA0154	-0.0603544780431729	pcaG	core
PA0155	0.0015888269981698155	pcaR	core
PA0156	0.0032198731216345226	triA	core
PA0157	0.06690343632542148	triB	core
PA0158	0.1903894863488004	triC	core
PA0159	-0.0045553966225816275		core
PA0160	0.08077797805239223		core
PA0161	-0.028174607948530224		core
PA0162	-0.03746669085125878	opdC	core
PA0163	-0.12259366188552595		core
PA0164	-0.048893546594026005		core
PA0165	-0.07292860544522292		core
PA0166	-0.0897332314302089		core
PA0167	-0.010975677223194941		core
PA0168	0.0512564144030792		core
PA0169	-0.03183810583339753	siaD	core
PA0170	-0.04259880716490498		core
PA0171	-0.003070635610186425		core
PA0172	-0.05417806883221032	siaA	core
PA0173	-0.021028371919778983		core
PA0174	-0.005515530986821556		core
PA0175	0.017325786107654482		core
PA0176	0.04249361832755177	aer2	core
PA0177	0.08182226151535266		core
PA0178	0.033916513948772244		core
PA0179	-0.005339714549396533		core
PA0180	0.05153191392136526	cttP	core
PA0181	0.037461986201132544		core
PA0182	-0.02878803077242208		core
PA0183	-0.03775465819987495	atsA	core
PA0184	-0.07507508105361026		core
PA0185	-0.09824200837301834		core
PA0186	-0.09003103960065274		core
PA0187	-0.02531507179124511		acc
PA0188	-0.03072315262647493		acc
PA0189	-0.11212123406863077		core
PA0190	-0.09715878747721944		core
PA0191	-0.0011487622694035988		core
PA0192	-0.10231466844800756		core
PA0193	-0.017404926284322282		core
PA0194	-0.03398403578352013		core
PA0196	-0.019257524015585663	pntB	core
PA0197	-0.06208889318772445	tonB2	core
PA0198	0.02085091248409337	exbB1	core
PA0199	-0.0017758405569142774	exbD1	core
PA0200	0.03573258814717705		core
PA0201	0.024191450050917083		core
PA0202	-0.03893224199147504		acc
PA0203	-0.07254422467958466		acc
PA0204	-0.0929997555133482		acc
PA0205	-0.09274600969266106		acc
PA0206	-0.11773186634816815		acc
PA0207	0.0009939796263993665		acc
PA0208	0.023486670709164145	mdcA	core
PA0209	-0.02689196700809163		core
PA0210	-0.013350409035891582	mdcC	core
PA0211	-0.006356695630719347	mdcD	core
PA0212	-0.02171256827488048	mdcE	core
PA0213	-0.03134638145475038		core
PA0214	-0.03308117322940122		core
PA0215	-0.02017765943040087		core
PA0216	-0.002628747316106874		core
PA0217	-0.060873382027971136		core
PA0218	0.00930541411133812		core
PA0219	-0.08587439271145372		core
PA0220	-0.09447378035585116		core
PA0221	-0.058114154267708135		core
PA0222	-0.04808833821737783		core
PA0223	-0.00459588252545993		core
PA0224	-0.01781984670889241		core
PA0225	-0.004876287842507914		core
PA0226	0.006080025425418882		core
PA0227	-0.0052117213714323995		core
PA0228	-0.006811477246081355	pcaF	core
PA0229	0.03701365540667531	pcaT	core
PA0230	-0.008313714306050138	pcaB	core
PA0231	0.055452757399444684	pcaD	core
PA0232	0.06987198128598747	pcaC	core
PA0233	-0.029628264022935513		core
PA0234	-0.05505838535333099		core
PA0235	-0.060077991156080535	pcaK	core
PA0236	-0.11300903828703815		core
PA0237	-0.10984728292976084		core
PA0238	-0.09705566881246498		core
PA0239	-0.07656317862050109		core
PA0240	-0.12049916853014465		core
PA0241	-0.07966957897074235		core
PA0242	-0.043444208389402314		core
PA0243	-0.09486518575511847		core
PA0244	-0.12042319990543715		core
PA0245	-0.06349238837549981	aroQ2	core
PA0246	-0.14693931282022069		core
PA0247	-0.08152724684909285	pobA	core
PA0248	-0.03161471087132645		core
PA0249	0.006790642971616032		core
PA0250	0.0153018763126672		core
PA0251	-0.03960177771802557		core
PA0252	-0.026454647086383988		core
PA0253	-0.06463015845961075	hudR	core
PA0254	0.17389287898519035	hudA	core
PA0255	0.046730315740843936		core
PA0256	0.030268548078412123		core
PA0257	-0.00042489283698099884		acc
PA0258	0.0884219782875993		acc
PA0259	0.06516775944017618	tli3	core
PA0260	0.06321625989184294	tle3	core
PA0261	0.030424512102345695		core
PA0262	-0.004365702243666309	vgrG2b	core
PA0263	-0.015636558979296458	hcpC	core
PA0264	-0.011310673603444628		core
PA0265	0.12384276259834752	davD	core
PA0266	0.13242022230588707	davT	core
PA0267	-0.031884659329645355		core
PA0268	-0.08910517937437477		core
PA0269	0.011657855393312159		core
PA0270	0.050221851056512064		core
PA0271	0.04296084113386077		core
PA0272	-0.08100862376055934		core
PA0273	-0.1074870401452075		core
PA0274	-0.10336695965863484		core
PA0275	-0.02561820944013976		core
PA0276	0.04464952978709698		core
PA0277	-0.09414087186639657		core
PA0278	-0.08188632224086613		core
PA0279	-0.01777074147875103		core
PA0280	0.06558680745291706	cysA	core
PA0281	0.05996832932450805	cysW	core
PA0282	0.013647212994928316	cysT	core
PA0283	0.0066873908629947396	sbp	core
PA0284	0.0066735224460468786		core
PA0285	-0.12803379562627998		core
PA0286	-0.05802490580385291	desA	core
PA0287	-0.11561485662500405	gpuP	core
PA0288	-0.08987756865839071	gpuA	core
PA0289	-0.02647273601521644	gpuR	core
PA0290	-0.034324672454689766		core
PA0291	0.15547965802030453	oprE	core
PA0292	0.08348315251395684	aguA	core
PA0293	-0.014967750048882	aguB	core
PA0294	-0.048169828202792295	aguR	core
PA0295	0.06523403108754951		core
PA0296	0.04918205181478926	spuI	core
PA0297	0.06320443000214825	spuA	core
PA0298	0.1808447245460401	spuB	core
PA0299	0.20371646731575505	spuC	core
PA0300	0.11023901129554207	spuD	core
PA0301	0.12335238263811585	spuE	core
PA0302	0.17173615870839426	spuF	core
PA0303	0.07701812558801675	spuG	core
PA0304	0.1081691746212404	spuH	core
PA0305	0.1373257362693926	hacB	core
PA0306	-0.061302275502976324		core
PA0307	-0.04269948534663248		core
PA0308	-0.07836967088804822		core
PA0309	-0.08046745049277372		core
PA0310	0.0188880427292462		core
PA0311	-0.04817824315725066		core
PA0312	0.10659309819852072		core
PA0313	-0.051361914921397016		core
PA0314	0.06775716063867827		core
PA0315	0.11606124476067943		core
PA0316	-0.06642545855172513	serA	core
PA0317	-0.00183367303572644		core
PA0318	0.028375176801361337		core
PA0319	-0.11173452220464487		core
PA0320	-0.024685289308544144	carO	core
PA0321	-0.01015671328998031		core
PA0322	-0.056538649653301534		core
PA0323	0.007697862747006012		core
PA0324	-0.050952210614922604		core
PA0325	-0.06880833565177905		core
PA0326	-0.07659157309811859		core
PA0327	-0.014364706746643587	carP	core
PA0328	0.03491904065035825	aaaA	core
PA0329	0.09625487691596714		core
PA0330	-0.0790093009242795	rpiA	core
PA0331	-0.04804446477480152	ilvA1	core
PA0332	0.06528869189140424		core
PA0333	-0.028344730540297614		core
PA0334	-0.10082002169183704		core
PA0335	0.018211389834708783		core
PA0336	0.06558716591653299	ygdP	core
PA0337	0.08668116891307265	ptsP	core
PA0338	-0.08204310150834855		core
PA0339	0.027477925803675682		core
PA0340	-0.11695130273292854		core
PA0341	-0.06717767389143149	lgt	core
PA0342	-0.05452229237515735	thyA	core
PA0343	-0.04734787057052238		core
PA0344	0.10994769313680552		core
PA0345	0.005720443993502534		core
PA0346	0.13735446124031245		core
PA0347	-0.025257551277418983	glpQ	core
PA0348	-0.0474366738917756		core
PA0349	-0.07623378518820075		core
PA0350	-0.09079059678084593	folA	core
PA0351	0.0314072700181976		core
PA0352	-0.10170895186054596		core
PA0353	0.05591733892960568	ilvD	core
PA0354	-0.029855393197724588		core
PA0355	0.0926143937961143	pfpI	core
PA0356	-0.10633785860385776		core
PA0357	-0.0644860471611184	mutM	core
PA0358	-0.10416188028725536		core
PA0359	0.0611937838206596		core
PA0360	0.15798122133130646		core
PA0361	0.030985415738753276		core
PA0362	-0.07504402425682445	fdx1	core
PA0363	-0.1020305095236605	coaD	core
PA0364	-0.022460502534004785		core
PA0365	-0.03996145660600351		core
PA0366	-0.0255775771633513		core
PA0367	-0.0015679590529636492		core
PA0368	0.15077141254983564		core
PA0369	-0.017115569845777452		core
PA0370	0.012795883475264959		core
PA0371	0.05740165363264959		core
PA0372	0.009979579086188371		core
PA0373	-0.03845408059272778	ftsY	core
PA0374	-0.012151974166779263	ftsE	core
PA0375	0.020120491723825962	ftsX	core
PA0376	-0.04661910369630417	rpoH	core
PA0377	-0.04546701676002344		core
PA0378	-0.07133454466971323		core
PA0379	-0.06267454730056406		core
PA0380	-0.07936924748119094		core
PA0381	-0.08123570510785823	thiG	core
PA0382	-0.11149969104387647	micA	core
PA0383	-0.14287111944285613		core
PA0384	-0.02686443349318486		core
PA0385	-0.09588500851441673		core
PA0386	-0.1806211844549887		core
PA0387	-0.010651400404214471		core
PA0388	0.0329941335017701		core
PA0389	0.011177267535868993		core
PA0390	-0.0812736368381376	metX	core
PA0391	0.18464893852777906		core
PA0392	-0.0018405216955222406		core
PA0393	-0.0067233061187635616	proC	core
PA0394	0.06414497491548103		core
PA0395	0.0453960744562819	pilT	core
PA0396	0.15571848026437288	pilU	core
PA0397	0.08061806050103214		core
PA0398	0.09837280088233387		core
PA0399	0.11579649782763335		core
PA0400	0.1010967197125022		core
PA0401	0.0980109068395902		core
PA0402	0.08980853389833482	pyrB	core
PA0403	0.013972785106476005	pyrR	core
PA0404	-0.011152083551788074		core
PA0405	0.05748024224120785	algH	core
PA0406	-0.04698955901769262	tonB3	core
PA0407	0.029724850283077718	gshB	core
PA0408	0.010962662177934677	pilG	core
PA0409	0.0813153089208608	pilH	core
PA0410	-0.029320232474913294	pilI	core
PA0411	0.1814441039601512	pilJ	core
PA0412	-0.012803686359396034	pilK	core
PA0413	0.15631602029852326	chpA	core
PA0414	0.10640325955309303	chpB	core
PA0415	0.1372432533449498	chpC	core
PA0416	0.02719207433037116	chpD	core
PA0417	-0.040497355038680266	chpE	core
PA0418	0.0036302979151164923		core
PA0419	-0.12528001770705754		core
PA0420	-0.01196370008233645	bioA	core
PA0421	-0.06703300451855418		core
PA0422	0.05084044876102965		core
PA0423	0.08628962501324525	pasP	core
PA0424	0.010987477889901554	mexR	core
PA0425	0.03322117532309843	mexA	core
PA0426	0.049752017899045035	mexB	core
PA0427	0.0615034368719793	oprM	core
PA0428	-0.03017836682777645		core
PA0429	-0.029297592661284306		core
PA0430	0.009116093540178873	metF	core
PA0431	-0.028717790930677663		core
PA0432	0.08630129378441237	sahH	core
PA0433	0.05190395746596668		core
PA0434	-0.022390689216285543		core
PA0435	-0.02026339408903542		core
PA0436	0.15236071568075216		core
PA0437	-0.07840002195952955	codA	core
PA0438	-0.16705423562835026	codB	core
PA0439	-0.0781700186429143		core
PA0440	-0.09052311235465524		core
PA0441	-0.06706353599573286	dht	core
PA0442	-0.04442644684123285		core
PA0443	-0.08052381331638199		core
PA0444	-0.07691089658798515		core
PA0445	-0.00763770826868504		acc
PA0446	0.08236695551733353		core
PA0447	0.14498671877249694	gcdH	core
PA0448	0.07876358696328684	gcdR	core
PA0449	0.07034592694236409		core
PA0450	-0.04597377870298383		core
PA0451	-0.011317991457816331		core
PA0452	-0.024008377780788355		core
PA0453	-0.044132073897941736		acc
PA0454	-0.05304586007965585		core
PA0455	-0.07339482698259522	dbpA	core
PA0456	-0.04615040183954682		core
PA0457	-0.07763671361768767		core
PA0458	-0.015619409759212385		core
PA0459	0.1460074850855815		core
PA0460	0.13539825586676568		core
PA0461	0.0753696311004328		core
PA0462	0.02685436571811757		core
PA0463	-0.10168589598261496	creB	core
PA0464	-0.03798501746590186	creC	core
PA0465	-0.03627158121298813	creD	core
PA0466	-0.029510603821997		core
PA0467	0.11253251745121028		core
PA0468	-0.02818451290327477		core
PA0469	0.1278729192881054		core
PA0470	-0.06437678758049055	fiuA	core
PA0471	0.017506411241035615	fiuR	core
PA0472	0.04354127934504922	fiuI	core
PA0473	0.08536919121313817		core
PA0474	-0.09061493182566988		core
PA0475	-0.02659207911624569		core
PA0476	-0.06561921290748872		core
PA0477	-0.060622139219019565		core
PA0478	-0.010935236761204113		core
PA0479	0.11813085145997995		core
PA0480	-0.06710477435190662		core
PA0481	-0.04828643632618665		core
PA0482	0.15080944655606315	glcB	core
PA0483	-0.009131971551709295		core
PA0484	0.09793534115032307		core
PA0485	-0.12646421421199264		core
PA0486	0.02434502495217478		core
PA0487	0.011420556495999415		core
PA0488	-0.1465188545916385		core
PA0489	-0.08916645930339268		core
PA0490	0.008394183306218826		core
PA0491	-0.0944127401684774		core
PA0492	-0.012413671935569779		core
PA0493	0.005355175831030033		core
PA0494	-0.033554120692297934		core
PA0495	-0.03579489730065588		core
PA0496	-0.00994894358653464		core
PA0497	-0.007967981968724546		acc
PA0498	0.018900472500518573		acc
PA0499	-0.037091762924197885		acc
PA0500	0.115693674542689	bioB	core
PA0501	0.05249033904422808	bioF	core
PA0502	0.004323579275768182		core
PA0503	0.021798173172182116		core
PA0504	-0.032412745688808385	bioD	core
PA0505	0.01830832721177945		core
PA0506	0.01430390535784706		core
PA0507	-0.027059393720430282		core
PA0508	0.06744829175796077		core
PA0509	0.06583735872588431	nirN	core
PA0510	0.042309592682720464	nirE	core
PA0511	0.06638558464324869	nirJ	core
PA0512	0.055767500056201014	nirH	core
PA0513	0.052874470257513725	nirG	core
PA0514	0.015334943126322009	nirL	core
PA0515	0.07728568079764049		core
PA0516	0.03411214832457665	nirF	core
PA0517	0.0525608224105536	nirC	core
PA0518	0.02870949108209788	nirM	core
PA0519	0.07302366736101598	nirS	core
PA0520	0.07010667511436966	nirQ	core
PA0521	0.06681277253330503		core
PA0522	0.08182845734143591		core
PA0523	0.0657279003139594	norC	core
PA0524	0.09625842555245233	norB	core
PA0525	0.05966002144120509		core
PA0526	0.04680829309160901		core
PA0527	-0.012828246982303105	dnr	core
PA0528	-0.09242065698374093		core
PA0529	0.1945313432503173		core
PA0530	0.14025947340176145		core
PA0531	0.1133139288730642		core
PA0532	-0.016019318407950758		core
PA0533	0.03128416511479108		core
PA0534	0.040813454582771434	pauB1	core
PA0535	-0.0010250090987102278		core
PA0536	-0.019939055938595063		core
PA0537	-0.002031992184309376		core
PA0538	-0.08702600395147783	dsbB	core
PA0539	-0.007343909516797599		core
PA0540	-0.055970309906164466		core
PA0541	-0.029750621942050526		core
PA0542	0.09409833008250748		core
PA0543	0.018472446668546787		core
PA0544	-0.05358480683882951		core
PA0545	0.05698161719718525		core
PA0546	-0.01505365081554379	metK	core
PA0547	-0.09159424830664564		core
PA0548	-0.05216308489047907	tktA	core
PA0549	-0.08958114087061397		core
PA0550	-0.0696934688830523		core
PA0551	-0.05252798748809138	epd	core
PA0552	-0.028019123764840042	pgk	core
PA0553	0.010720442745057906		core
PA0554	0.12123649807663182		core
PA0555	0.040400651490658836	fda	core
PA0556	-0.05341180346396962		core
PA0557	-0.11933613976762936		core
PA0558	0.07219184544910777		core
PA0559	-0.12858565438178068		core
PA0560	-0.03198204008621744		core
PA0561	-0.029781108785309738		core
PA0562	-0.08814195575789269		core
PA0563	-0.05911083000710945		core
PA0564	-0.1027506087834706		core
PA0565	0.0324564383106068		core
PA0566	-0.008115472009396323		core
PA0567	0.07013827772691122		core
PA0568	0.07906500905369737		core
PA0569	0.09798365419923027		core
PA0570	0.026751681647908785		core
PA0571	0.11471073309665294		core
PA0572	0.18255330578585485		core
PA0573	0.003304436434704177		core
PA0574	-0.01603949074409422		core
PA0575	-0.040200646114883117		core
PA0576	-0.020774351019678512	rpoD	core
PA0577	0.027938888462687533	dnaG	core
PA0578	-0.105631284281269		core
PA0579	-0.10964795841405768	rpsU	core
PA0580	-0.12177468519621035	gcp	core
PA0581	-0.06426142738331718		core
PA0582	-0.10671453750985124	folB	core
PA0583	-0.13130174467069575		core
PA0584	0.060064736292465865	cca	core
PA0585	0.021338179927764427		core
PA0586	0.05673688038978461		core
PA0587	0.09726076352318387		core
PA0588	0.0648929948294655		core
PA0589	0.026292952234288697		core
PA0590	0.14908450926837968	apaH	core
PA0591	0.10408322576117784		core
PA0592	-0.11062976898647764	ksgA	core
PA0593	-0.044220040773506435	pdxA	core
PA0594	0.009027611843102112	surA	core
PA0595	-0.04845722675918596	lptD	core
PA0596	-0.016687115782601968		core
PA0597	0.10548766588097576		core
PA0598	0.15267962132384869		core
PA0599	0.0459388821174803		core
PA0600	0.12621258216422704	agtS	core
PA0601	0.1150528556474807	agtR	core
PA0602	0.2392044740359243		core
PA0603	0.05460082172591036	agtA	core
PA0604	0.09164977315911907	agtB	core
PA0605	-0.012296431777196594	agtC	core
PA0606	-0.02341862657759556	agtD	core
PA0607	-0.08102411052415072	rpe	core
PA0608	-0.062250793755245726		core
PA0609	-0.001256765982501053	trpE	core
PA0610	-0.009472119898943069	prtN	core
PA0611	-0.022151999008689617	prtR	core
PA0612	-0.03157318532513227	ptrB	core
PA0613	-0.024751301415598625		core
PA0614	-0.019781263134953674		core
PA0615	-0.03667475811052007		core
PA0616	-0.028293192727152312		core
PA0617	-0.02100268836250582		core
PA0618	-0.02501187511116416		core
PA0619	-0.018075447865012167		core
PA0620	-0.01789930247477532		core
PA0621	-0.004703392251350487		core
PA0622	-0.022047211460408656		core
PA0623	-0.01792480029080766		core
PA0624	-0.03778195119696826		core
PA0625	-0.023721088960957256		core
PA0626	-0.032368967073243514		core
PA0627	-0.02768467820162026		core
PA0628	-0.02086560566926425		core
PA0629	-0.02599959439603004		core
PA0630	-0.034771214329244585		core
PA0631	-0.030261666111674895		core
PA0632	-0.004640534850565739		core
PA0633	-0.031207996342456357		core
PA0634	-0.023381568932783384		core
PA0635	-0.045136331848499314		core
PA0636	-0.025369509499805033		core
PA0637	-0.02023721529186916		core
PA0638	-0.024006699872548547		core
PA0639	-0.025825907210137868		core
PA0640	-0.016390487246335354		core
PA0641	-0.02517940431289611		core
PA0642	-0.019922565450631303		acc
PA0643	-0.022886313527595563		acc
PA0644	-0.0059432386009037825		acc
PA0645	-0.026215075919537503		acc
PA0646	0.0049736221451243		core
PA0647	0.004294172805465764		core
PA0648	-0.041946984614359986		core
PA0649	0.003958802129530885	trpG	core
PA0650	0.06063460975490926	trpD	core
PA0651	0.020399104183941152	trpC	core
PA0652	0.06296928505532008	vfr	core
PA0653	-0.044073066157985764		core
PA0654	-0.08194290234696032	speD	core
PA0655	0.03823116281129296		core
PA0656	0.05135210591296445		core
PA0657	0.13599093143617574		core
PA0658	0.0009488493448150283		core
PA0659	0.06949585798817537		core
PA0660	0.13315238528956472		core
PA0661	0.0812167855620104		core
PA0662	-0.07747366795946793	argC	core
PA0663	0.07926831411959108		core
PA0664	0.0891122177715498		core
PA0665	-0.013827095309200644		core
PA0666	-0.06293899490547916		core
PA0667	-0.05183409584084745		core
PA0668	-0.0330831255164258	tyrZ	core
PA0669	-0.06267320481629161		core
PA0670	-0.08409997624708404		core
PA0671	-0.07106648021259993		core
PA0672	0.07464548417355259	hemO	core
PA0673	0.043379013496733856		core
PA0674	-0.0633479133069816	vreA	core
PA0675	-0.09190605142038223	vreI	core
PA0676	-0.056475469478730035	vreR	core
PA0677	-0.03315228147085888	hxcW	core
PA0678	-0.08012340271768498	hxcU	core
PA0679	-0.05743269740922932	hxcP	core
PA0680	-0.08126980393566034	hxcV	core
PA0681	-0.0667097114613899	hxcT	core
PA0682	-0.09747356876559768	hxcX	core
PA0683	-0.08381505734040708	hxcY	core
PA0684	-0.11394682527115925	hxcZ	core
PA0685	-0.10872139111343923	hxcQ	core
PA0686	-0.1015256474307608	hxcR	core
PA0687	-0.11364331347259142	hxcS	core
PA0688	-0.02306435191757777	lapA	core
PA0689	-0.04032442266469861	lapB	acc
PA0690	-0.007006505781870114	pdtA	core
PA0691	-0.02997884268782199	phdA	core
PA0692	-0.05546247992625432	pdtB	core
PA0693	-0.06452198760999953	exbB2	core
PA0694	-0.058739321372215776	exbD2	core
PA0695	-0.06687530040844385		core
PA0696	-0.08113369691692683		core
PA0697	-0.04308615181093245		core
PA0698	-0.04572373665858872		core
PA0699	-0.05668684392860705		core
PA0700	-0.07380610649097084		core
PA0701	-0.037719552880426735		core
PA0702	-0.13938022713533796		core
PA0703	-0.16385820572542764		core
PA0704	-0.01704898545265516		core
PA0705	-0.07819587782395235	migA	core
PA0706	-0.10678616931453633	cat	core
PA0707	-0.020232148673931687	toxR	core
PA0708	-0.017312086821079434		core
PA0709	-0.03199606904710687		core
PA0710	-0.021215306497702147	gloA2	core
PA0711	-0.02479529054400078		core
PA0712	-0.040936600081283706		acc-module
PA0713	0.10756368879618948		core
PA0714	0.08059647974779671		core
PA0715	-0.06695470415807328		acc
PA0716	-0.022923107044156475		acc
PA0717	-0.031483345233815026		core
PA0718	-0.03121009055480086		core
PA0719	-0.0315423012201388		core
PA0720	-0.029558346964627294		core
PA0721	-0.026210150093752438		core
PA0722	-0.028443505841274568		core
PA0723	-0.026434561863367505	coaB	core
PA0724	-0.03743423233507725		core
PA0725	-0.03697621923573617		core
PA0726	-0.033236532417176536		core
PA0727	-0.02919585140632115		core
PA0728	-0.020194866614109616		core
PA0729	-0.038612002671718056		acc
PA0730	-0.05562443359842557		core
PA0731	-0.09308278673495657		core
PA0732	0.009095115949713605		core
PA0733	-0.1361288088464592		core
PA0734	0.007390821188294257		core
PA0735	-0.031069323808943613		core
PA0736	-0.08236756153908012		core
PA0737	-0.029066260982586824		core
PA0738	-0.028536208064629174		core
PA0739	-0.027486137765878996		core
PA0740	-0.07688030840607497	sdsA1	core
PA0741	-0.017384714905559203		core
PA0742	-0.017038060545794625		core
PA0743	0.02702937475093692		core
PA0744	0.19280425895111608		core
PA0745	0.16132370965740422		core
PA0746	0.18792790940229653		core
PA0747	0.13490036474076916		core
PA0749	-0.07469256838912855		core
PA0750	0.022273631184600816	ung	core
PA0751	-0.04749534989081832		core
PA0752	0.014775998249166243		core
PA0753	0.01529254030691212		core
PA0754	0.07386780160718824		core
PA0755	0.07554582616889523	opdH	core
PA0756	-0.0511622698832768		core
PA0757	-0.0165323951035403		core
PA0758	0.02858388605387412		core
PA0759	-0.005674268848287765		core
PA0760	-0.07777229782166384		core
PA0761	-0.009772906866716415	nadB	core
PA0762	0.004580376522263655	algU	core
PA0763	-0.034410726447646436	mucA	core
PA0764	0.028970376033481512	mucB	core
PA0765	0.003509555409220112	mucC	core
PA0766	0.11705480039216146	mucD	core
PA0767	-0.0741061381191516	lepA	core
PA0768	-0.053222686088662485	lepB	core
