	corr to exoS	gene name	label
PA0163	-0.030862658495367238		core
PA0164	-0.00320654386548542		core
PA0165	0.09266363982081356		core
PA0166	-0.032649663641125364		core
PA0167	0.03940656873447577		core
PA0168	-0.01602750280505234		core
PA0169	-0.11037160354874767	siaD	core
PA0170	-0.10149816337471154		core
PA0171	-0.08830553393760432		core
PA0172	-0.08974983625441359	siaA	core
PA0173	0.07318809856693684		core
PA0174	0.024226134791225755		core
PA0175	0.014596223071190838		core
PA0176	-0.0002831684735341455	aer2	core
PA0177	-0.022871404015680854		core
PA0178	-0.040845713893403454		core
PA0179	-0.13377963179753707		core
PA0180	0.017870085043615692	cttP	core
PA0181	-0.020820452498384462		core
PA0182	0.05680116537714847		core
PA0183	0.0980958581322358	atsA	core
PA0184	-0.02756021053687566		core
PA0185	-0.002647506965023		core
PA0186	-0.008915627662842053		core
PA0187	0.2087715102252608		acc-module
PA0188	0.33696930687012205		acc-module
PA0189	-0.09831882766178916		core
PA0190	-0.06106514880670511		core
PA0191	0.05169918631672197		core
PA0192	0.032602716342783		core
PA0193	0.052651466095118685		core
PA0194	-0.01958353090998158		core
PA0196	0.034364612551461365	pntB	core
PA0197	-0.02077330805985259	tonB2	core
PA0198	0.0191897365121005	exbB1	core
PA0199	-0.025423143331270902	exbD1	core
PA0200	-0.04182306014854463		core
PA0201	-0.0508608519641955		core
PA0202	-0.12008781137777955		acc
PA0203	-0.1141537145834646		acc
PA0204	-0.0594488801529007		acc
PA0205	-0.09142719762699172		acc
PA0206	-0.10956682419890794		acc
PA0207	-0.07089473416623304		acc
PA0208	0.006706099942944354	mdcA	core
PA0209	-0.03424124926297347		core
PA0210	0.002430466681605281	mdcC	core
PA0211	0.01619836683191261	mdcD	core
PA0212	0.006383911318168854	mdcE	core
PA0213	-0.054740749708017504		core
PA0214	-0.03828397968389277		core
PA0215	0.07584280461978833		core
PA0216	-0.038108493606962585		core
PA0217	-0.05538594718127423		core
PA0218	0.004181481915929138		core
PA0219	-0.04209380523328275		core
PA0220	0.08073697204741948		core
PA0221	-0.06821714090465644		core
PA0222	0.10504432177914776		core
PA0223	-0.09450133296983454		core
PA0224	-0.06159416130495796		core
PA0225	0.06108726693231254		core
PA0226	-0.19043824167523266		core
PA0227	-0.12821707293446394		core
PA0228	-0.13652061053162512	pcaF	core
PA0229	-0.021868422238786638	pcaT	core
PA0230	-0.012559235915805976	pcaB	core
PA0231	0.0030119327430947877	pcaD	core
PA0232	-0.006329385091794989	pcaC	core
PA0233	-0.0035263719077789405		core
PA0234	-0.0035201004180713327		core
PA0235	-0.13552439646718625	pcaK	core
PA0236	-0.04788951002522162		core
PA0237	-0.06355023649205567		core
PA0238	0.017441387424396722		core
PA0239	-0.03922887368988594		core
PA0240	-0.06820784262429523		core
PA0241	-0.0464389425710724		core
PA0242	0.004530942853793709		core
PA0243	-0.02505067592854644		core
PA0244	-0.10885179641415224		core
PA0245	-0.08787037506578935	aroQ2	core
PA0246	-0.02746746238100561		core
PA0247	-0.11693478908497405	pobA	core
PA0248	0.0020809569533523586		core
PA0249	0.01474793453461506		core
PA0250	0.09859324825070301		core
PA0251	0.07115569256446735		core
PA0252	0.10739155132067577		core
PA0253	0.059062417921750814	hudR	core
PA0254	0.034524574986643436	hudA	core
PA0255	0.1049050872837522		core
PA0256	0.009280947902977562		core
PA0257	0.32475274205231336		acc-module
PA0258	0.266055775681751		acc-module
PA0259	0.13106637345093122	tli3	core
PA0260	0.028147586815379436	tle3	core
PA0261	-0.03839989075178943		core
PA0262	-0.0064654743222259566	vgrG2b	core
PA0263	-0.1004997253089357	hcpC	core
PA0264	-0.0310460678529024		core
PA0265	0.046545475625164326	davD	core
PA0266	0.08692965478047142	davT	core
PA0267	-0.03240187156514767		core
PA0268	-0.04651979317821714		core
PA0269	-0.03327937753555616		core
PA0270	-0.04643155873741047		core
PA0271	-0.025358480527498548		core
PA0272	-0.053414640666933716		core
PA0273	-0.036487623783667		core
PA0274	-0.027337249324010042		core
PA0275	-0.00018374961920307543		core
PA0276	0.14913882351434504		core
PA0277	-0.04077652162113631		core
PA0278	-0.026800353104804383		core
PA0279	0.014853977382909216		core
PA0280	-0.040954974516983385	cysA	core
PA0281	-0.034786294898074874	cysW	core
PA0282	-0.07476717567737155	cysT	core
PA0283	-0.034350464628985354	sbp	core
PA0284	-0.05064669740214396		core
PA0285	-0.11154740914612912		core
PA0286	-0.05934832395455	desA	core
PA0287	-0.09876351468995828	gpuP	core
PA0288	-0.006781476490278385	gpuA	core
PA0289	-0.0018589119635889421	gpuR	core
PA0290	-0.0978010896021873		core
PA0291	0.14072734385235394	oprE	core
PA0292	0.06275861487396366	aguA	core
PA0293	-0.047133304673786215	aguB	core
PA0294	0.01236623567323617	aguR	core
PA0295	-0.013115117560622678		core
PA0296	0.04784226323396615	spuI	core
PA0297	0.028588549540309687	spuA	core
PA0298	0.06637317926956164	spuB	core
PA0299	0.14370298432853754	spuC	core
PA0300	0.07021761971702735	spuD	core
PA0301	0.15068596435613266	spuE	core
PA0302	0.10726330922322026	spuF	core
PA0303	0.1262651748396573	spuG	core
PA0304	0.09249328298349316	spuH	core
PA0305	0.07895152359678552	hacB	core
PA0306	0.044201538524720384		core
PA0307	-0.04123820340331677		core
PA0308	0.025308344205427127		core
PA0309	0.035790728486884416		core
PA0310	0.04290812097832905		core
PA0311	-0.03949187086235481		core
PA0312	0.05941323785735881		core
PA0313	0.04428700208464475		core
PA0314	0.044366924558571934		core
PA0315	0.09209633754867984		core
PA0316	0.004916314052704739	serA	core
PA0317	0.03747750144105818		core
PA0318	0.04677207611115105		core
PA0319	-0.029930713097599645		core
PA0320	0.019642323161335115	carO	core
PA0321	-0.030312276300676812		core
PA0322	-0.03552599427908885		core
PA0323	0.008348803724373762		core
PA0324	0.031379391493429575		core
PA0325	-0.014033025487484608		core
PA0326	-0.07460271677453621		core
PA0327	-0.056088773593784134	carP	core
PA0328	0.04077614147369763	aaaA	core
PA0329	0.10478032672777007		core
PA0330	-0.10443598471768988	rpiA	core
PA0331	0.04125445928618046	ilvA1	core
PA0332	0.03868819725589163		core
PA0333	0.047143462631141386		core
PA0334	-0.01987897080784487		core
PA0335	-0.04195564682786751		core
PA0336	0.04103373463423572	ygdP	core
PA0337	-0.013427605501987766	ptsP	core
PA0338	-0.06590336713364701		core
PA0339	0.0382764409029184		core
PA0340	-0.012246887073148058		core
PA0341	0.04057438367214583	lgt	core
PA0342	-0.06039055647605781	thyA	core
PA0343	-0.03161067650858098		core
PA0344	0.03763212483338064		core
PA0345	-0.037284253145124166		core
PA0346	0.20448650802633106		core
PA0347	0.1383428368505734	glpQ	core
PA0348	0.04071645366215227		core
PA0349	0.004328970662964179		core
PA0350	0.00449498150796626	folA	core
PA0351	0.02085607810730644		core
PA0352	0.0067038079871091115		core
PA0353	0.037347420285000967	ilvD	core
PA0354	0.00257663442623886		core
PA0355	0.07274565690451598	pfpI	core
PA0356	-0.10727510938451566		core
PA0357	-0.042311975775313114	mutM	core
PA0358	-0.11503656839279487		core
PA0359	0.13839610154219728		core
PA0360	0.07816540676401494		core
PA0361	0.02722966639232739		core
PA0362	0.0909502926333292	fdx1	core
PA0363	-0.06644932442822192	coaD	core
PA0364	-0.04882329606263993		core
PA0365	-0.07339184429678662		core
PA0366	-0.0578201970124963		core
PA0367	-0.15532418745399612		core
PA0368	0.04277836698790994		core
PA0369	-0.03272027324369632		core
PA0370	-0.021362902428251482		core
PA0371	0.0023088553470210467		core
PA0372	0.0013078702923602983		core
PA0373	-0.005341325804094107	ftsY	core
PA0374	0.0470094222855074	ftsE	core
PA0375	-0.034135289331028516	ftsX	core
PA0376	-0.1084749508429971	rpoH	core
PA0377	-0.1239397175717404		core
PA0378	-0.08777223868267825		core
PA0379	0.0026774599896217197		core
PA0380	-0.02425502352686124		core
PA0381	-0.011694682650774186	thiG	core
PA0382	-0.09932242721171967	micA	core
PA0383	0.0572316890984221		core
PA0384	0.02895805249384236		core
PA0385	-0.09063730186475502		core
PA0386	-0.1286026074297784		core
PA0387	0.02434434364399193		core
PA0388	-0.05327200941745568		core
PA0389	0.0046777358792221965		core
PA0390	0.03623129104393257	metX	core
PA0391	0.1796736742868501		core
PA0392	0.029495314187601436		core
PA0393	-0.031002403283562564	proC	core
PA0394	0.0420815421522012		core
PA0395	0.0669133703332	pilT	core
PA0396	0.17420158082259649	pilU	core
PA0397	0.15422466428511114		core
PA0398	0.0973939943326505		core
PA0399	0.07600568563450405		core
PA0400	0.05852428380941646		core
PA0401	0.009072172967298614		core
PA0402	0.034313314337849565	pyrB	core
PA0403	0.012585716595923115	pyrR	core
PA0404	-0.0084200821100898		core
PA0405	0.03480869275794826	algH	core
PA0406	-0.013073423575729135	tonB3	core
PA0407	0.04467079773287089	gshB	core
PA0408	0.07153752172447407	pilG	core
PA0409	0.1100853383707657	pilH	core
PA0410	-0.008298240866373336	pilI	core
PA0411	0.11419016577241092	pilJ	core
PA0412	0.08007416800147706	pilK	core
PA0413	0.1564833588887407	chpA	core
PA0414	0.1352508689069069	chpB	core
PA0415	0.0366576087667551	chpC	core
PA0416	-0.007831601390266554	chpD	core
PA0417	0.050325526062325744	chpE	core
PA0418	0.052028757536880174		core
PA0419	0.037860354018261926		core
PA0420	0.03957320706308428	bioA	core
PA0421	0.0940342810796638		core
PA0422	-0.1171507117711771		core
PA0423	0.09173783776031942	pasP	core
PA0424	0.07572583242181471	mexR	core
PA0425	-0.005514629966327989	mexA	core
PA0426	0.012276579131989622	mexB	core
PA0427	0.05658712804894224	oprM	core
PA0428	-0.08581952542827119		core
PA0429	-0.0918206158901179		core
PA0430	-0.041939736606738935	metF	core
PA0431	0.027908126469627943		core
PA0432	0.11480075137537747	sahH	core
PA0433	-0.03330230221177625		core
PA0434	-0.022805257560659563		core
PA0435	0.04266938285784869		core
PA0436	0.03963942979533127		core
PA0437	0.060151401980847875	codA	core
PA0438	0.04327404383094303	codB	core
PA0439	0.0509966494072296		core
PA0440	0.08094693435386809		core
PA0441	-0.04764904071431047	dht	core
PA0442	-0.028590536554980794		core
PA0443	-0.02441637830321413		core
PA0444	0.010820850151332202		core
PA0445	-0.0935318688871864		acc
PA0446	0.08326271946094484		core
PA0447	0.08434538143426218	gcdH	core
PA0448	0.0935376529783188	gcdR	core
PA0449	0.07124227603536781		core
PA0450	-0.012884502109556656		core
PA0451	-0.03459768309480808		core
PA0452	0.04276292397167501		core
PA0453	0.11008055603577906		acc
PA0454	0.040922902341322606		core
PA0455	-0.030709863398646293	dbpA	core
PA0456	-0.008285167330151071		core
PA0457	-0.05380400641694322		core
PA0458	0.0569030901496147		core
PA0459	-0.06700319389177728		core
PA0460	0.036088638484416805		core
PA0461	0.11207071894458942		core
PA0462	0.006360034241219253		core
PA0463	-0.01873975628568925	creB	core
PA0464	-0.04663803653018494	creC	core
PA0465	-0.09448634462888253	creD	core
PA0466	-0.04283981007063281		core
PA0467	0.130318605416672		core
PA0468	0.06577057338156522		core
PA0469	0.08738274601687426		core
PA0470	-0.0248608899582016	fiuA	core
PA0471	-0.06667764195938702	fiuR	core
PA0472	-0.017640006840724483	fiuI	core
PA0473	0.05657025719403363		core
PA0474	-0.07727165697434073		core
PA0475	0.08052113372119356		core
PA0476	0.040351146350074335		core
PA0477	-0.009421977540594605		core
PA0478	0.05296946226794768		core
PA0479	0.1211698765705372		core
PA0480	0.051378625138549516		core
PA0481	-0.04656873761400481		core
PA0482	0.04858499109963693	glcB	core
PA0483	-0.05440774035904253		core
PA0484	0.025503697929997758		core
PA0485	-0.0016025240778871		core
PA0486	-0.06157885618199889		core
PA0487	0.0489338539296189		core
PA0488	-0.11380070885441874		core
PA0489	-0.08356836144257293		core
PA0490	-0.0073454197271336985		core
PA0491	0.00374458455377031		core
PA0492	-0.03839559111157633		core
PA0493	-0.0788403734191861		core
PA0494	-0.09562286303739907		core
PA0495	-0.016888291079271058		core
PA0496	-0.026083829057329748		core
PA0497	0.023271698758975036		acc
PA0498	0.17523062851581822		acc
PA0499	0.06295379219898975		acc
PA0500	0.002128328403958518	bioB	core
PA0501	-0.005883892621654099	bioF	core
PA0502	-0.0010821646908692189		core
PA0503	-0.01858357715217904		core
PA0504	-0.01494763573546081	bioD	core
PA0505	0.00430590421831065		core
PA0506	0.016137659981926858		core
PA0507	-0.026720492470610625		core
PA0508	0.04582696761245954		core
PA0509	0.05144007019491356	nirN	core
PA0510	0.048376237359815125	nirE	core
PA0511	0.07470822255053466	nirJ	core
PA0512	0.0644009136173438	nirH	core
PA0513	0.05659326087782249	nirG	core
PA0514	0.02003376691487553	nirL	core
PA0515	0.04839095925458136		core
PA0516	0.014939122938655904	nirF	core
PA0517	-0.01080627718841764	nirC	core
PA0518	0.0238212789847346	nirM	core
PA0519	-0.000961963941761482	nirS	core
PA0520	0.12012816797483858	nirQ	core
PA0521	0.02687353029515808		core
PA0522	0.01591052059744191		core
PA0523	-0.03998629899678451	norC	core
PA0524	-0.0011717623814296372	norB	core
PA0525	0.029207107158373526		core
PA0526	-0.019581547292644847		core
PA0527	-0.1568301520558994	dnr	core
PA0528	-0.03331896971650201		core
PA0529	0.01248860541601424		core
PA0530	-0.005676974636441432		core
PA0531	-0.07078075639917232		core
PA0532	-0.04909383818591938		core
PA0533	-0.003453946076500151		core
PA0534	0.040262167076158165	pauB1	core
PA0535	-0.05875249938463424		core
PA0536	-0.02143431769020224		core
PA0537	-0.06573153158410233		core
PA0538	0.049225470365855936	dsbB	core
PA0539	-0.020809572091029932		core
PA0540	0.008004768872750036		core
PA0541	0.03816573339350782		core
PA0542	0.008949142124455564		core
PA0543	0.08684984791308023		core
PA0544	-0.018992405012063108		core
PA0545	0.08915696020120614		core
PA0546	0.08841112339910286	metK	core
PA0547	-0.08861585388245946		core
PA0548	0.04167563368601862	tktA	core
PA0549	-0.03309569350971076		core
PA0550	0.059879577654708326		core
PA0551	-0.01794693707775943	epd	core
PA0552	0.02660710771644612	pgk	core
PA0553	-0.06369559404415627		core
PA0554	-0.019578587204449983		core
PA0555	0.07542687473734819	fda	core
PA0556	0.03279327159095175		core
PA0557	-0.0224474531581196		core
PA0558	-0.032791870821236004		core
PA0559	0.052152170530664455		core
PA0560	-0.07275503768918493		core
PA0561	0.047765375111781534		core
PA0562	-0.03292890391004717		core
PA0563	-0.1436969054258115		core
PA0564	-0.04491706932941993		core
PA0565	0.09367702546570966		core
PA0566	0.1122100817768501		core
PA0567	0.04829463770058391		core
PA0568	0.07787235795837243		core
PA0569	0.06491096074969155		core
PA0570	-0.025625233621172003		core
PA0571	0.09212961054710392		core
PA0572	0.1969903256704312		core
PA0573	0.14985645922544585		core
PA0574	0.3961914072501111		core
PA0575	0.005596923635150085		core
PA0576	0.003670156881352443	rpoD	core
PA0577	0.031536752633250766	dnaG	core
PA0578	-0.07773464313058631		core
PA0579	-0.07613976701718389	rpsU	core
PA0580	0.030477290529509513	gcp	core
PA0581	0.0008342929879169128		core
PA0582	-0.020870770364759757	folB	core
PA0583	-0.008495080820813732		core
PA0584	0.07319234318806894	cca	core
PA0585	0.0716999827131281		core
PA0586	0.06704731856861319		core
PA0587	0.1056900760610921		core
PA0588	0.04615691532493983		core
PA0589	-0.03318194494378532		core
PA0590	0.07608468999965487	apaH	core
PA0591	0.059153114545020265		core
PA0592	-0.08034537680046998	ksgA	core
PA0593	-0.057928818934597476	pdxA	core
PA0594	-0.05076588662548105	surA	core
PA0595	-0.10708798309017427	lptD	core
PA0596	0.059956918914921616		core
PA0597	0.012656226156392598		core
PA0598	0.02493148005052513		core
PA0599	0.07350083096686308		core
PA0600	0.07728265048861355	agtS	core
PA0601	0.05161828714583152	agtR	core
PA0602	0.181459634918592		core
PA0603	0.10825692901406876	agtA	core
PA0604	0.09791616978962568	agtB	core
PA0605	0.02897039655624508	agtC	core
PA0606	0.07597980663727691	agtD	core
PA0607	0.009175161087899921	rpe	core
PA0608	-0.011356864735601465		core
PA0609	0.08307709028588622	trpE	core
PA0610	0.0755562266605787	prtN	core
PA0611	-0.0767454594593975	prtR	core
PA0612	0.02985713089348192	ptrB	core
PA0613	0.03837884833896725		core
PA0614	-0.03365896298594577		core
PA0615	-0.024020765295705657		core
PA0616	-0.00044336060982698867		core
PA0617	-0.01882276701032161		core
PA0618	-0.02640085507243385		core
PA0619	0.0017080371904491453		core
PA0620	-0.005883916383807219		core
PA0621	-0.041021792658035856		core
PA0622	-0.007540565823637694		core
PA0623	-0.016329175730731497		core
PA0624	-0.04278181687068297		core
PA0625	-0.027961262656005424		core
PA0626	-0.016214893000550866		core
PA0627	-0.10528401813897624		core
PA0628	-0.03266934405477286		core
PA0629	-0.0721323114956477		core
PA0630	-0.05030378770946865		core
PA0631	-0.016055350613655813		core
PA0632	-0.02717684473815791		core
PA0633	0.08313400878495301		core
PA0634	0.07686895609399998		core
PA0635	0.042439923634948036		core
PA0636	0.13420494675575054		core
PA0637	0.0837130832172822		core
PA0638	0.09246919123813736		core
PA0639	0.11338618272162937		core
PA0640	0.11221312728529828		core
PA0641	0.06838988317982232		core
PA0642	-0.023910128377180272		acc
PA0643	0.11999100335764147		acc
PA0644	0.10604462647412173		acc
PA0645	0.04453796914642735		acc
PA0646	0.2283515082804797		core
PA0647	0.14504844857202626		core
PA0648	0.1198148173068928		core
PA0649	-0.028195247115476094	trpG	core
PA0650	-0.013638739241384923	trpD	core
PA0651	0.04295953352222882	trpC	core
PA0652	0.1851406301325915	vfr	core
PA0653	0.08141284191311922		core
PA0654	-0.049823329693673236	speD	core
PA0655	0.003119468732504732		core
PA0656	0.1109064452024377		core
PA0657	0.1653135076190124		core
PA0658	-0.029528330506366007		core
PA0659	0.027362166696134168		core
PA0660	0.20756390332960792		core
PA0661	0.07565028072918484		core
PA0662	0.04846726171888988	argC	core
PA0663	0.08459577309243921		core
PA0664	0.02341579770393271		core
PA0665	0.057581714275918974		core
PA0666	-0.11560410023822068		core
PA0667	-0.09766941818737664		core
PA0668	-0.020894246353599474	tyrZ	core
PA0669	-0.038708982216174664		core
PA0670	-0.038479147784154656		core
PA0671	-0.012000402091335795		core
PA0672	-0.040229756452553785	hemO	core
PA0673	-0.0007424990554508598		core
PA0674	-0.04031390581120462	vreA	core
PA0675	-0.07307988408705175	vreI	core
PA0676	-0.029739916452427663	vreR	core
PA0677	0.01839343817608951	hxcW	core
PA0678	0.015933076459120833	hxcU	core
PA0679	-0.04529160408578073	hxcP	core
PA0680	-0.07222083803869274	hxcV	core
PA0681	0.002443727879797644	hxcT	core
PA0682	-0.02151524302188609	hxcX	core
PA0683	-0.027351445163147428	hxcY	core
PA0684	-0.04764198445459051	hxcZ	core
PA0685	-0.024322151955462685	hxcQ	core
PA0686	-0.03664902179665841	hxcR	core
PA0687	0.024750490707393127	hxcS	core
PA0688	0.07336460198145589	lapA	core
PA0689	0.15947996971146486	lapB	acc
PA0690	0.0725845720757305	pdtA	core
PA0691	-0.06406150149285217	phdA	core
PA0692	-0.04890259915149447	pdtB	core
PA0693	-0.0023266005466997	exbB2	core
PA0694	-0.0752782126972054	exbD2	core
PA0695	-0.08969991565813172		core
PA0696	-0.05424183931497596		core
PA0697	-0.04134106389619955		core
PA0698	-0.07097472715706893		core
PA0699	-0.0723002542451896		core
PA0700	-0.06103392737534409		core
PA0701	-0.013961514702368637		core
PA0702	-0.03016603345840385		core
PA0703	-0.11423458592120644		core
PA0704	-0.0901181661045826		core
PA0705	-0.0775893919580449	migA	core
PA0706	-0.1006923152387388	cat	core
PA0707	0.03433427448694898	toxR	core
PA0708	0.03823527331358695		core
PA0709	0.03926733552418503		core
PA0710	0.02725865110859521	gloA2	core
PA0711	-0.01689981196370421		core
PA0712	-0.057911179603292375		acc
PA0713	0.12883268480692348		core
PA0714	0.08998344803708981		core
PA0715	-0.03093046803153807		acc
PA0716	-0.03829503773184111		acc
PA0717	-0.08727438626924643		core
PA0718	-0.03819490900088522		core
PA0719	-0.023965666154050557		core
PA0720	-0.022115156477782776		core
PA0721	-0.13587785420039214		core
PA0722	-0.008965244347684306		core
PA0723	-0.0239531669641022	coaB	core
PA0724	-0.06982058399660107		core
PA0725	-0.08184629079229187		core
PA0726	-0.027902875157101114		core
PA0727	0.005683018770251735		core
PA0728	0.07698291366365262		core
PA0729	0.059131007027136875		acc
PA0730	-0.0792372561847161		core
PA0731	-0.11966742198738167		core
PA0732	-0.05247062248740249		core
PA0733	-0.14820737640850604		core
PA0734	-0.07142734523310723		core
PA0735	-0.06511822464581933		core
PA0736	-0.0654627603924127		core
PA0737	-0.058775843527247726		core
PA0738	-0.02405565509728037		core
PA0739	0.019244013581020014		core
PA0740	-0.013139239602349246	sdsA1	core
PA0741	-0.014952919711427181		core
PA0742	-0.06414050845149387		core
PA0743	0.009483231416869296		core
PA0744	0.035886631730103744		core
PA0745	0.0416228442411527		core
PA0746	0.035385565640772026		core
PA0747	0.04369517618541667		core
PA0749	-0.06410290477737343		core
PA0750	0.0657420669498261	ung	core
PA0751	-0.03973272021982875		core
PA0752	0.02156687140911713		core
PA0753	0.02875768353483909		core
PA0754	0.07379670194888886		core
PA0755	0.042951486984873465	opdH	core
PA0756	-0.0037824861240692226		core
PA0757	-0.01910949684541076		core
PA0758	-0.004947269401553375		core
PA0759	0.024461077087023397		core
PA0760	-0.061670507606339124		core
PA0761	-0.014316023848809478	nadB	core
PA0762	-0.08372765582989464	algU	core
PA0763	-0.06643073680616443	mucA	core
PA0764	-0.02684999227948149	mucB	core
PA0765	0.12728142839981535	mucC	core
PA0766	0.11996317115799505	mucD	core
PA0767	0.04526435949296617	lepA	core
PA0768	0.05814075233938115	lepB	core
PA0769	0.112023293152577		core
PA0770	0.07140248557426833	rnc	core
PA0771	0.05614094774747256	era	core
PA0772	-0.005060300880131238	recO	core
