PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression	pathways present
PA4946	PA14_65350	0.6211336269581796	0.0	mutL	most stable	1384.7387234579874	766.8952005274248	245.274272043596	870.5192195921526	1261.30914646687	1628.7843457837803	6528.82742898552	588128.2485919989	6283.553156941924	['KEGG-Pathway-pae03430: Mismatch repair']
PA3795	PA14_14990	0.573806764915523	0.0		most stable	593.8343021540315	671.932594010246	29.130880211556697	229.83535150516826	423.96446609496496	728.4204318733487	11444.0842327306	451493.41089333815	11414.953352519044	[]
PA3491	PA14_18920	0.4870715372481985	8.243175e-317			311.5307579997643	262.57595049396764	33.4238151008145	161.53802728720552	250.99573797261002	355.21592948277305	2340.90909468496	68946.12977781055	2307.4852795841457	[]
PA5436	PA14_71740	0.35914251291978666	1.3892838212847807e-162			2012.7263537800313	2237.6140040101604	118.941480942689	704.1569317643007	1477.500677565055	2678.5477858953477	23296.8333990016	5006916.430942383	23177.89191805891	['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00620: Pyruvate metabolism']
PA2323	PA14_34600	0.3001839798855893	8.239971799822181e-112			625.1317777425619	631.0919631018343	0.0	194.42619081803025	415.25446503805404	862.2964838711749	5072.40882451309	398277.0658917268	5072.40882451309	['KEGG-Pathway-pae00030: Pentose phosphate pathway', 'KEGG-Pathway-pae00010: Glycolysis / Gluconeogenesis']
PA3990	PA14_12180	0.27556428413266554	7.970798889966076e-94			48.08777020355926	116.38720206023682	0.0	7.9499486988621735	18.04229948712189	41.28860970395935	1266.3536865303302	13545.980803410393	1266.3536865303302	[]
PA2902	PA14_26540	0.2957159278376421	2.0654360376877315e-108			269.09574586534717	130.37728708133767	0.0	190.24248326282398	243.75200475047302	327.3341728263405	853.589014204577	16998.236986689542	853.589014204577	['KEGG-Module-M00236: Putative polar amino acid transport system']
PA1093	PA14_50280	0.4200640896608315	1.0136705398136715e-227			1042.5436028113477	1642.34610716111	0.0	348.094596116915	710.3659754630626	1362.3147063197898	29797.2458168375	2697300.7357072523	29797.2458168375	[]
PA1477	PA14_45350	0.4653448827601044	1.0353860157540374e-285	ccmC		387.5199492256188	222.0603818149785	8.79298823565043	248.67845566775551	337.1825324273625	471.93382042040133	2203.31327621393	49310.81317181405	2194.52028797828	[]
PA2454	PA14_32880	0.3227280752582743	6.683151170770658e-130			139.53017924276378	106.99410571502949	4.72676486061754	70.02517476064003	113.42770884377347	173.703286928618	742.041180221669	11447.738657758904	737.3144153610515	[]
PA2694	PA14_29280	0.2161810521352507	1.348995763501166e-57	trx2		44.360036673876564	34.33504876653212	0.0	21.018428998336898	35.87307705147676	56.8823392038877	256.269712651519	1178.8955738001387	256.269712651519	[]
PA3367	PA14_20550	0.1826575229884372	2.369840120754245e-41			58.98888122865094	48.42703853824133	0.0	27.52453070734613	44.991259176267995	76.17410379503085	370.7209085281729	2345.178061584311	370.7209085281729	[]
PA0994	PA14_51450	0.3388900763543071	7.267856895734589e-144	cupC3		364.18175042076166	611.6068729488948	16.488346485378194	99.03941719094568	184.656743699879	359.4378370200078	7467.531162829259	374062.96703832544	7451.042816343881	[]
PA1147	PA14_49570	0.15146343509296173	8.075907485233903e-29			115.94779398955895	154.31774104719494	0.0	30.320426720924825	60.618499046348894	135.07476336353352	1183.26162286685	23813.965201909115	1183.26162286685	[]
PA0138	PA14_01690	0.19943558233688188	4.0823017598654476e-49			107.30688055095509	173.04010839155166	0.0	18.830992390289353	45.3219394351264	101.1624129717585	1275.8120311735902	29942.879112159946	1275.8120311735902	[]
PA4200	PA14_09610	0.17867756856791314	1.2890901753319796e-39			224.8322517974649	318.7012307762754	0.0	75.69897455520442	135.13479481771498	233.78753415385722	4679.76499643112	101570.47449831276	4679.76499643112	[]
PA2984	PA14_25480	0.27404657121506465	8.943896448954818e-93			191.51185058060088	248.16345647396446	0.0	51.45375510469482	101.688007381726	209.53066788190182	1737.42107263082	61585.10112910526	1737.42107263082	[]
PA3180	PA14_23100	0.14979242777726492	3.2358942426895604e-28			110.93642377210085	85.24322626173051	0.0	52.711227372383824	86.99579517548109	141.337257269563	625.58716962597	7266.407623508581	625.58716962597	[]
PA0157	PA14_01960	0.4092373761447409	4.048594467677627e-215	triB		221.52755946052739	162.78254321727576	0.0	115.4274837353	174.434883505181	281.001352345314	1272.95317203468	26498.15637628425	1272.95317203468	[]
PA3789	PA14_15080	0.2148896577188988	6.4630619844144e-57			360.5872974579509	345.6605376802154	7.8447396804078195	124.20446451614349	239.6137733584365	525.5389044394782	2382.69575078385	119481.2073093756	2374.8510111034425	[]
PA1857	PA14_40490	0.2066919827395356	1.0630579146345522e-52			192.87630296622737	96.32419314788895	0.0	131.67796407538	174.3068245192245	238.06055648381627	689.071053324167	9278.350185591818	689.071053324167	[]
PA2924	PA14_26230	0.1426261192831696	1.0404907985870982e-25	hisQ		39.01483005419526	75.12017712348293	0.0	2.3445402440891	9.69419271945609	30.865721352668515	425.379267834741	5643.041011063448	425.379267834741	[]
PA1565	PA14_44260	0.2161684117610045	1.3699106848037729e-57	pauB2		149.88369062666615	159.4963770319028	0.0	53.31371753228139	101.44844566434799	174.09907456837874	1088.3836404348199	25439.09428630289	1088.3836404348199	[]
PA3255	PA14_21900	0.3348779540328683	2.5532342414386796e-140			202.5720151786528	89.58532293380516	9.075907784996518	140.8099350409055	192.427700800304	251.8141421326175	900.0450700073642	8025.530085154156	890.9691622223677	[]
PA3614	PA14_17570	0.4684345792448298	5.35307515087803e-290			1405.227439655599	1720.0053497540714	55.141614718132494	514.1074312637527	887.6740903906666	1593.284068726445	14811.848155809099	2958418.403182625	14756.706541090967	[]
PA4912	PA14_64890	0.2575956227657006	8.056396175738153e-82			119.52889267759886	198.4260528384946	0.0	23.182141900730123	51.0229832810565	124.054385752937	2032.7002753468805	39372.898445065046	2032.7002753468805	['KEGG-Module-M00237: Branched-chain amino acid transport system']
PA4452	PA14_57830	0.3502657055484329	3.294999922612086e-154			363.3512825737767	524.4559190126164	0.0	136.66914593000476	232.64974245758003	400.6573449279209	6636.14640698049	275054.01098736806	6636.14640698049	[]
PA5213	PA14_68850	0.4877305809031307	8.653046e-318	gcvP1		818.7733961029619	903.2758505025607	41.0809349702353	240.08307479128024	516.461593646673	1105.126926552	8451.55768521148	815907.2621011245	8410.476750241243	['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism']
PA0464	PA14_06070	0.4493851025727194	2.9296179889214847e-264	creC		280.45397484752505	235.10218370617145	9.29964740957041	132.709256688228	203.800156744215	333.92184842683673	1763.2761699612604	55273.0367834104	1753.97652255169	[]
PA2360	PA14_34140	0.3217916251526833	4.057293429697672e-129	hsiA3		163.35877207619905	220.53406627597096	0.0	33.35924690976247	90.66449745224108	214.22848586572076	2359.36548939483	48635.27438821436	2359.36548939483	['KEGG-Module-M00334: Type VI secretion system']
PA0630	PA14_08180	0.33418882431374936	1.0251578302826292e-139			178.46310342567753	530.3740188525369	0.0	23.576022176155497	57.00690669778945	150.48994397540702	9296.78003516206	281296.5998737912	9296.78003516206	[]
PA3952	PA14_12740	0.4571945704793905	1.2966877766211184e-274			291.39637927316886	643.6391173437579	6.27579174432625	75.94270905225609	162.352444806966	331.75726915768297	11264.0784922321	414271.3133750518	11257.802700487771	[]
PA0850	PA14_53270	0.1785387659674933	1.4793932108551353e-39			55.81677912062771	88.86909778819654	0.0	18.245876865940573	36.43249905097285	65.32539481697539	1599.67271711811	7897.71654168804	1599.67271711811	[]
PA0801	PA14_53880	0.37957951029571296	6.566784340573577e-183			252.7316637931007	344.72971417550673	0.0	75.0882941807045	164.0173328696215	311.96044284526766	5548.80633397656	118838.57583552654	5548.80633397656	[]
PA0865	PA14_53070	0.2856808240463235	5.3664013320466236e-101	hpd		5316.041612815399	8786.525476303092	14.351761580439	812.9494509911642	2761.4384081444805	6396.781523856104	112255.59129095699	77203029.94572327	112241.23952937654	['KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00350: Tyrosine metabolism', 'KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis']
PA3851	PA14_14200	0.21501133795717572	5.578472006088927e-57			261.61409508608114	201.7616876772499	6.290609670722599	133.59968023746	212.055753173635	314.9012863550325	1895.6802486134693	40707.77861437214	1889.3896389427466	[]
PA1716	PA14_42350	0.48524271933082797	4.1817251926e-314	pscC		302.0795917398325	509.8414346985703	0.0	91.43797610527392	167.52070196201652	320.18221496266125	7365.945692286759	259938.28853549648	7365.945692286759	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00332: Type III secretion system']
PA0212	PA14_02590	0.23236936895911106	1.6623484123442637e-66	mdcE		128.42995588885142	280.3838864857023	0.0	8.930020690635702	26.79225702319735	102.24806341268028	2154.3751716053307	78615.12380082719	2154.3751716053307	[]
PA3187	PA14_23010	0.2646581818702235	1.9879017688306206e-86			1247.3451346769443	2204.828609116955	0.0	159.43493265635402	534.448584680429	1410.8070384629575	22855.259105921294	4861269.195580605	22855.259105921294	['KEGG-Module-M00200: Putative sorbitol/mannitol transport system']
PA3088	PA14_24220	0.3977857971953118	2.7388799989726766e-202			341.6324621998716	181.45485147730548	79.38721681708071	238.0526500472095	313.5810478249805	403.791603106067	2917.4234538483697	32925.863124651005	2838.036237031289	['KEGG-Pathway-pae00760: Nicotinate and nicotinamide metabolism']
PA3293	PA14_21460	0.1844653785646112	3.7410800803652287e-42			61.6451092684562	71.3472681589016	0.0	21.220054184398826	35.298360814829046	65.86948180668715	567.311242726077	5090.432673738214	567.311242726077	[]
PA3116	PA14_23810	0.2851821346621877	1.2311148989457966e-100			353.1512309228537	332.47115623815114	0.0	172.64225264715927	257.22151598426854	414.69524836817743	3208.80332289338	110537.06973033307	3208.80332289338	[]
PA5524	PA14_72880	0.2890062585391661	2.0232063109621517e-103			276.5441732517201	414.37110764548095	0.0	104.39653542837723	189.47733756724148	292.4065845659317	5011.6549303926095	171703.41485134276	5011.6549303926095	['KEGG-Pathway-pae00780: Biotin metabolism', 'KEGG-Pathway-pae01040: Biosynthesis of unsaturated fatty acids', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation', 'KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP']
PA1490	PA14_45150	0.1927819691362925	5.981040676092898e-46			77.96738606905859	70.96950885862023	0.0	37.142922352401506	55.40458301524796	89.7440800604436	480.594992606232	5036.671187633775	480.594992606232	[]
PA0251	PA14_03100	0.10378466670371704	2.7565724341903224e-14		least stable	35.742953655148455	69.06053112672103	0.0	6.077436181674154	19.428449601075197	38.66015515258777	1403.23228594971	4769.356959504806	1403.23228594971	[]
PA4357	PA14_56670	0.2800485249150376	5.750779731575028e-97			117.41055270558421	345.2093631246255	0.0	18.376377154411273	50.0302335057646	114.01656459400549	5955.33284661343	119169.50438890955	5955.33284661343	[]
PA1840	PA14_40710	0.3178868394970584	6.985410525341461e-126			139.82734935509038	93.58179652323618	0.0	83.2955238014266	124.58568972438	177.62897542453652	1618.79030313517	8757.552640516378	1618.79030313517	[]
PA1674	PA14_42850	0.3347688335034511	3.1826383669242493e-140	folE2		604.8794480341369	366.36346515913596	63.0666195932452	343.572978082163	531.3726824012275	768.528698526619	2177.23639779219	134222.18860340948	2114.1697781989446	['KEGG-Pathway-pae00790: Folate biosynthesis', 'KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF']
PA2713	PA14_29060	0.18751411565508627	1.5922734833115403e-43			120.82521908049536	84.66493190288176	0.0	62.47668834145698	100.92524001760599	163.74029075045877	612.686044722589	7168.150694119606	612.686044722589	[]
PA5519	PA14_72810	0.2317128823098945	3.942881770767839e-66			204.6199881541098	215.0769985972762	0.0	103.717950995553	152.3789543252345	222.400530590938	3363.7764020564205	46258.11532561275	3363.7764020564205	[]
PA1788	PA14_41450	0.359237974100532	1.1252703848973929e-162			220.66264996943812	355.1756274075969	0.0	99.56952328374744	149.135205333767	228.08671989718576	7104.19489945482	126149.72630438008	7104.19489945482	[]
PA0026	PA14_00300	0.3438836568219684	2.3664584663140476e-148	plcB		476.7538929180622	432.13555729740926	14.3517302165781	192.78319595299882	342.999894446579	616.423286303909	2569.34820889257	186741.1398807425	2554.9964786759915	[]
PA3166	PA14_23280	0.4710952725780672	1.0040598039282086e-293	pheA		894.4138894642928	358.82165948418424	147.805266091615	648.7320678845945	841.0763080162579	1069.8316950626174	3795.4928067726296	128752.98331498387	3647.687540681015	['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis', 'KEGG-Module-M00024: Phenylalanine biosynthesis, chorismate => phenylalanine']
PA1700	PA14_42530	0.3753502777973207	1.3972157755499032e-178	pcr2		37.34852925980637	75.05229961078301	0.0	5.45529437343351	14.143278136634953	36.57776241257619	786.895189397148	5632.8476768667415	786.895189397148	[]
PA5525	PA14_72890	0.3920493183743148	4.750539693594119e-196			315.63097562424787	243.07726910560658	16.2743829667482	135.0783111471735	256.0535170819155	403.5568726228383	1627.96719286227	59086.55875583949	1611.6928098955218	[]
PA1684	PA14_42730	0.2593077359728151	6.341174787478919e-83			287.0629916514177	107.94482131734293	85.941863724923	219.14262850833248	273.89506064036505	338.07707867673963	1126.03514395779	11652.08444923309	1040.093280232867	['KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Module-M00034: Methionine salvage pathway']
PA0256	PA14_03160	0.4150593275616803	7.74174078826941e-222			374.21365045726895	328.8871744608634	0.0	149.3173007711715	291.5305554148145	485.7296296339638	2390.2159192314302	108166.77352485039	2390.2159192314302	[]
PA2568	PA14_31310	0.3101068373935998	1.4071571434007788e-119			182.95882793679345	180.21269801656285	3.09591095319601	92.31598933470129	146.55107030724	223.387719983589	2957.38840818019	32476.616526408867	2954.292497226994	[]
PA3954	PA14_12710	0.133230523430511	1.3003363533678498e-22		least stable	89.83981401736443	158.75368027877298	0.0	16.993922930711	33.31220189104185	70.73044564388462	1446.7457229395402	25202.731002054858	1446.7457229395402	['KEGG-Pathway-pae00920: Sulfur metabolism']
PA3286	PA14_21540	0.4096432253642693	1.3908462303362628e-215			654.2294681746323	475.80036590769373	127.658273570788	426.0029138978685	583.417774794055	763.7886983830707	7536.319400129821	226385.9881978952	7408.661126559034	[]
PA4165	PA14_10010	0.2510678816263751	1.0944587490160287e-77			134.0962839718614	152.11455930153568	0.0	53.921968013919056	88.56312275834526	160.51769721759874	1278.3931428553399	23138.83915150041	1278.3931428553399	[]
PA0728	PA14_48880	0.17723384780961518	5.3689176406651494e-39			174.95421458832558	1367.5410734318555	0.0	22.139638918124824	41.85635673329109	66.13163909974597	25925.138061824702	1870168.587523152	25925.138061824702	[]
PA4795	PA14_63360	0.3294476160038533	1.3252529489512833e-135			69.15927473016312	76.5461522917168	0.0	28.95473715056019	53.559606680083846	84.769387888678	939.533251327534	5859.313430666701	939.533251327534	[]
PA0769	PA14_54340	0.4306077975937984	1.907237550144868e-240			401.54484648595513	312.66978115552587	26.2720552318592	211.85519188252374	330.3865588950945	495.89216646286906	3071.186149058689	97762.39204784448	3044.9140938268292	[]
PA2167	PA14_36550	0.389025006740302	8.249821015099247e-193			144.05171598007058	210.23049197338608	0.0	14.932898980325547	57.218875688699	200.5769038726737	1509.88949370848	44196.85975537197	1509.88949370848	[]
PA1896	PA14_40010	0.2692157426129357	1.774755886934407e-89			269.39814530626114	750.0089097687134	0.0	27.113257364641854	74.73434547766911	195.78340204345199	8792.77537789937	562513.364732454	8792.77537789937	[]
PA4944	PA14_65310	0.4054296908022584	8.50226400047898e-211	hfq		3195.2125376185936	4360.3833753280405	65.4655186508643	1280.4429410099049	2158.5498886841597	3529.660269018142	61436.0598881633	19012943.17983716	61370.594369512444	['KEGG-Pathway-pae03018: RNA degradation']
PA5425	PA14_71600	0.4867575227564802	2.4086219e-316	purK		390.5811419034417	235.5844872655577	44.9891190379002	232.39628626324955	340.237853791191	498.8865706929689	3176.060000029929	55500.05064017575	3131.070880992029	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP']
PA5305	PA14_70050	0.3276767201328339	4.358136624973264e-134			337.33304020785187	244.37788080035182	0.0	158.98976463517573	268.71287286055804	436.5434282857777	1537.04925140231	59720.54862447097	1537.04925140231	[]
PA4777	PA14_63160	0.3596853071000446	4.187038827398093e-163	pmrB		280.9727490478478	481.8062853249463	0.0	80.63122154306978	142.312777163198	323.08228431839575	6219.48614988844	232137.2965786236	6219.48614988844	[]
PA5106	PA14_67440	0.3224402058826905	1.164274519057541e-129			511.32244996182266	929.332103662162	0.0	88.78915960184246	244.625669060468	632.0840905798733	14024.6369538642	863658.1588971395	14024.6369538642	['KEGG-Pathway-pae00340: Histidine metabolism']
PA4801	PA14_63430	0.1395258178123935	1.1558613535708939e-24			59.50392261404574	55.022355380956476	0.0	24.587937954169757	45.924986891692754	70.46761676214388	408.983656481239	3027.459591668271	408.983656481239	[]
PA5329	PA14_70350	0.2773422167503745	4.601374490215184e-95			216.7048877831887	142.4437542412516	19.1946479098152	131.21369288923526	194.75310485429497	269.67135324507666	1838.75347645963	20290.223122342093	1819.558828549815	[]
PA4350	PA14_56560	0.3666356917780018	7.2714607840234e-170	olsB		273.3752669310523	597.8342405580784	0.0	23.691790810062297	92.53186266832165	315.5168543269665	6462.19692538952	357405.7791836543	6462.19692538952	[]
PA3393	PA14_20190	0.4409586444470335	2.1843637233276962e-253	nosD		387.23726750280855	648.5061663910732	0.0	33.77270348942713	127.039258040555	429.27891523424563	6104.22928507973	420560.24784724636	6104.22928507973	[]
PA0199	PA14_02510	0.26471420636023146	1.8250465678849997e-86	exbD1		104.02912055866926	156.37942927877683	0.0	21.449843836324305	56.691420280842316	131.54623913326452	2044.75353711213	24454.525901555957	2044.75353711213	[]
PA0190	PA14_02380	0.0745651677411807	4.767006245331876e-08		least stable	54.57361560613679	102.61736596194628	0.0	12.907929523617652	23.857576670918302	47.583543351050814	1105.9155319271401	10530.323796968009	1105.9155319271401	[]
PA4987	PA14_65950	0.2287545600580897	1.8686854965621717e-64			103.72677807837098	79.00531742845037	0.0	53.20746564563635	80.1639486345477	127.56012080416549	674.939865753604	6241.840181970207	674.939865753604	[]
PA1868	PA14_40320	0.1266700728047754	1.4101982444590086e-20	xqhA	least stable	117.07924799964708	199.1078101457923	0.0	22.414521588225575	43.354494889525995	107.139090507117	1446.6436689514999	39643.92006105288	1446.6436689514999	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA3366	PA14_20560	0.22611737267902435	5.56332611779307e-63	amiE		946.9280117833182	2636.7987155964165	17.9400854736762	188.155492072729	359.28329357049904	842.6750327280855	43790.0876526698	6952707.466570913	43772.147567196116	['KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00360: Phenylalanine metabolism', 'KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00627: Aminobenzoate degradation', 'KEGG-Pathway-pae00643: Styrene degradation']
PA3981	PA14_12330	0.6264161599343125	0.0		most stable	1244.8530515984814	676.3600562539019	174.18461028323003	797.4832001122239	1055.8571503519252	1551.949612205157	5341.98862587941	457462.9256957814	5167.804015596181	[]
PA3022	PA14_24980	0.3537759954843509	1.7303970960497496e-157			527.5478642836101	705.1961902734591	42.2277677120685	236.33868359450173	371.254455970327	588.3863473164348	9392.53700901734	497301.66677620076	9350.309241305273	[]
PA1306	PA14_47340	0.3866704933042008	2.601017378123763e-190			263.7207742154684	239.3241044392993	17.4368388929445	146.995168391048	204.71271378044548	289.347833532852	2109.34053147542	57276.02696567264	2091.9036925824757	[]
PA5043	PA14_66650	0.365655919549116	6.68048360457145e-169	pilN		710.706892962389	549.6791070161303	41.7544334624364	348.5945461153508	565.6207027242643	851.8588150598434	4493.49664601872	302147.1206900503	4451.7422125562825	[]
PA0582	PA14_07590	0.3690726724658561	2.8265290155470863e-172	folB		110.81237551998692	115.03787099487316	0.0	45.46384219780501	77.15717005660815	134.05661160372478	878.033674559973	13233.71176303308	878.033674559973	['KEGG-Pathway-pae00790: Folate biosynthesis', 'KEGG-Module-M00126: Tetrahydrofolate biosynthesis, GTP => THF']
PA3254	PA14_21910	0.18361928994437005	8.897115733255608e-42			127.76365591183388	106.20690210372379	3.22157789765396	59.03505138658421	100.85357808397049	152.5343605508905	864.5758480045979	11279.906054469973	861.3542701069438	['KEGG-Module-M00193: Putative spermidine/putrescine transport system']
PA1528	PA14_44670	0.4990717426874682	0.0	zipA		1653.1330882415575	1184.9039004287006	260.406067877891	1046.76560841044	1387.6936208859552	1887.4345098143826	12519.258889005801	1403997.253251148	12258.85282112791	[]
PA0656	PA14_08420	0.4027858413786388	7.899870068490105e-208			197.73908497935778	199.88337892276286	5.330238077895982	65.54922842481236	139.21517135718702	261.9415610031392	1596.24392605896	39953.3651695808	1590.9136879810642	[]
PA0133	PA14_01640	0.28514786660994124	1.303321591192037e-100	bauR		149.45797683718547	130.23623157084054	0.0	67.41200463363107	102.250477631459	180.42816659117577	828.099688113522	16961.476013773605	828.099688113522	[]
PA5399	PA14_71280	0.1922508943004481	1.0580873021818007e-45	dgcB		182.36194974092322	312.1641706049199	0.0	28.520248110217448	67.70889425284699	202.46279108043097	2950.77475257113	97446.46940945752	2950.77475257113	[]
PA0800	PA14_53890	0.23895992576009786	2.4536517637370272e-70			49.15743680001561	66.45886110548922	0.0	9.410647099932131	23.345610980871548	62.5441117639705	452.39008123170487	4416.780219438708	452.39008123170487	[]
PA1742	PA14_42010	0.3436467246423908	3.8804554887421574e-148	pauD2		944.5398952217136	918.4866335798692	118.89338369835	384.16846619469567	640.4073347524615	1139.93152764264	9617.25064018223	843617.6960648809	9498.35725648388	[]
PA2674	PA14_29520	0.1707898998127687	2.6978850422100352e-36			29.44883104014361	46.8060492397296	0.0	7.356484634591249	13.464978295009448	25.57780599016575	335.507052212323	2190.806245431992	335.507052212323	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA2138	PA14_36910	0.25530908525264223	2.331028826005284e-80	ligD		169.83325426389376	314.64201145559144	0.0	22.381860055157727	59.09831286795576	173.25099317578997	4924.34671136773	98999.59537282052	4924.34671136773	['KEGG-Pathway-pae03410: Base excision repair', 'KEGG-Pathway-pae03430: Mismatch repair', 'KEGG-Pathway-pae03420: Nucleotide excision repair']
PA1580	PA14_44070	0.5022434727951414	0.0	gltA		3562.370814699389	3818.607852399996	325.311334165451	1794.390483520545	2739.0543773363297	4315.856027745802	64752.4344844613	14581765.930410912	64427.12315029585	['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate']
PA0441	PA14_05770	0.19246136472911307	8.441603460762047e-46	dht		179.21767966000326	359.6944806255024	0.0	24.435932937815647	53.81508872353721	142.76186553041	4225.37098461639	129380.11939244991	4225.37098461639	['KEGG-Pathway-pae00770: Pantothenate and CoA biosynthesis', 'KEGG-Pathway-pae00240: Pyrimidine metabolism', 'KEGG-Pathway-pae00410: beta-Alanine metabolism']
PA5089	PA14_67220	0.27738417216407313	4.300779784046685e-95	pldB		309.97168802168295	396.9546084780216	20.4176567085528	109.99783723037302	170.495760321887	331.013706476015	4637.90090961598	157572.9611919394	4617.4832529074265	[]
PA2160	PA14_36630	0.3617762252572915	4.0351625100144115e-165			322.92412068297045	951.2496632706267	0.0	24.71233692148645	89.97823807580048	315.5952000828837	17749.8402440054	904875.9218724812	17749.8402440054	['KEGG-Pathway-pae00500: Starch and sucrose metabolism']
PA0213	PA14_02610	0.234940785573367	5.497730290359726e-68			70.9063146586659	125.92242434667914	0.0	6.701437012926951	20.086194619724946	68.05752268821234	754.7314448272099	15856.456953345125	754.7314448272099	[]
PA0589	PA14_07690	0.3292049996619548	2.1415592965793117e-135			98.40485711744208	51.63711244114035	0.0	63.69436484561695	90.64581241359778	125.12598584575001	350.54046640143997	2666.391381258973	350.54046640143997	['KEGG-Pathway-pae00920: Sulfur metabolism']
PA1636	PA14_43350	0.20802265562059136	2.2607913192520044e-53	kdpD		309.18683371705794	389.1441869157094	0.0	111.4067951338665	187.86834681417545	339.542143635116	3634.3573859885496	151433.19821028857	3634.3573859885496	[]
PA2685	PA14_29390	0.3665224870839364	9.399010648740515e-170	vgrG4		961.0585005560164	1154.9078387141894	35.8801709473524	378.15043059209364	645.5857731376765	1084.2615481615976	10099.5759362748	1333812.11592348	10063.695765327448	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00334: Type VI secretion system']
