	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	mean expression_pao1	standard deviation expression_pao1	min expression_pao1	25% expression_pao1	50% expression_pao1	75% expression_pao1	max expression_pao1	variance expression_pao1	range expression_pao1	pathways present_pao1	Related acc genes_pao1	mean expression_p14	standard deviation expression_p14	25% expression_p14	50% expression_p14	75% expression_p14	min expression_p14	max expression_p14	variance expression_p14	range expression_p14	pathways present_p14	Related acc genes_p14
PA4556	PA14_60320	0.1460976130635579	6.583258219135372e-27	pilE		310.33960024452625	319.71415441836797	0.0	131.63268327576026	225.93953692815103	393.2339685235288	3264.17624075921	102217.14053545207	3264.17624075921	[]		437.0856433164945	472.5113409826	201.459493928172	315.126649938968	512.9374926694551	0.0	3622.3389044876203	223266.96735717484	3622.3389044876203	[]
PA4946	PA14_65350	0.6211336269581796	0.0	mutL	most stable	1384.7387234579874	766.8952005274248	245.274272043596	870.5192195921526	1261.30914646687	1628.7843457837805	6528.82742898552	588128.2485919989	6283.553156941924	['path:pae03430 : Mismatch repair']		1155.2952155952614	466.3168066770358	800.463870481494	1136.59281544476	1439.3655164047598	125.062370215381	3155.94366290298	217451.364189468	3030.881292687599	['path:pau03430 : Mismatch repair']
PA3795	PA14_14990	0.573806764915523	0.0		most stable	593.8343021540315	671.932594010246	29.130880211556697	229.83535150516826	423.9644660949649	728.4204318733487	11444.0842327306	451493.4108933382	11414.953352519044	[]		546.4722787941723	475.84162228990135	243.79381106831798	444.725595558788	685.4473856275409	17.8622754592278	3396.6772640048107	226425.2495034852	3378.8149885455828	[]
PA3491	PA14_18920	0.4870715372481985	8.243175e-317			311.5307579997643	262.57595049396764	33.4238151008145	161.53802728720552	250.99573797261002	355.21592948277305	2340.90909468496	68946.12977781055	2307.4852795841457	[]		292.0350119967761	172.6691924837679	194.218245224323	276.64616747031397	361.58205289334296	8.84536343963902	1637.66968332025	29814.650032996484	1628.824319880611	[]
PA5436	PA14_71740	0.35914251291978666	1.38928382128478e-162			2012.7263537800313	2237.6140040101604	118.941480942689	704.1569317643007	1477.500677565055	2678.5477858953477	23296.8333990016	5006916.430942383	23177.89191805891	['path:pae00020 : Citrate cycle (TCA cycle)', 'path:pae00620 : Pyruvate metabolism']		1574.785843975487	1470.158674433102	672.784192390004	1184.7233612140699	1972.7036065368	103.568100931549	11489.498824459299	2161366.528010895	11385.930723527748	['path:pau00020 : Citrate cycle (TCA cycle)', 'path:pau00620 : Pyruvate metabolism']
PA2323	PA14_34600	0.3001839798855893	8.239971799822178e-112			625.1317777425619	631.0919631018343	0.0	194.42619081803025	415.25446503805404	862.2964838711749	5072.40882451309	398277.0658917268	5072.40882451309	['path:pae00010 : Glycolysis / Gluconeogenesis', 'path:pae00030 : Pentose phosphate pathway']		637.1469520668636	731.9896998893869	125.727562244903	468.311175347259	843.821539776473	0.0	8440.18383824852	535808.9207441547	8440.18383824852	['path:pau00010 : Glycolysis / Gluconeogenesis', 'path:pau00030 : Pentose phosphate pathway']
PA3990	PA14_12180	0.27556428413266554	7.970798889966071e-94			48.08777020355926	116.38720206023682	0.0	7.949948698862173	18.04229948712189	41.28860970395935	1266.3536865303302	13545.980803410393	1266.3536865303302	[]		48.157608175324754	123.20044035912024	14.5456751916795	27.599327857169598	47.32398787120271	0.0	1915.07434639072	15178.348504681142	1915.07434639072	[]
PA2902	PA14_26540	0.2957159278376421	2.0654360376877315e-108			269.09574586534717	130.37728708133767	0.0	190.24248326282398	243.75200475047302	327.3341728263405	853.589014204577	16998.236986689542	853.589014204577	[]		313.97536570914144	115.35755140641537	238.060860247225	294.526439838925	376.75788052905403	0.0	780.885788039899	13307.364666483758	780.885788039899	[]
PA1093	PA14_50280	0.4200640896608315	1.0136705398136709e-227			1042.5436028113477	1642.34610716111	0.0	348.094596116915	710.3659754630626	1362.3147063197898	29797.2458168375	2697300.7357072523	29797.2458168375	[]		1499.6999482413644	2643.8720416224473	557.789183246147	913.62067136647	1767.39828232045	0.0	41466.5847324476	6990059.372472848	41466.5847324476	[]
PA1477	PA14_45350	0.4653448827601044	1.035386015754036e-285	ccmC		387.5199492256188	222.06038181497848	8.79298823565043	248.67845566775554	337.1825324273625	471.93382042040116	2203.31327621393	49310.81317181405	2194.52028797828	['path:pae02010 : ABC transporters']		482.6355015871669	284.18018106685736	286.374169901095	409.461439827887	634.775726865965	31.853236088801197	1789.00570870418	80758.37531119182	1757.1524726153787	['path:pau02010 : ABC transporters']
PA2454	PA14_32880	0.3227280752582743	6.683151170770654e-130			139.53017924276378	106.99410571502949	4.72676486061754	70.02517476064003	113.42770884377347	173.703286928618	742.041180221669	11447.738657758904	737.3144153610515	[]		89.92522965575819	64.05751371938679	49.2978858046842	74.3814556178258	106.13233284498699	0.0	398.167342135949	4103.365063909427	398.167342135949	[]
PA2694	PA14_29280	0.2161810521352507	1.348995763501166e-57	trx2		44.360036673876564	34.33504876653212	0.0	21.01842899833689	35.87307705147676	56.8823392038877	256.269712651519	1178.8955738001387	256.269712651519	[]		41.59443858611908	47.65773993748051	15.8443801062989	30.633659395619397	52.0980293105544	0.0	727.859413715316	2271.260175948525	727.859413715316	[]
PA3367	PA14_20550	0.1826575229884372	2.369840120754245e-41			58.98888122865094	48.42703853824133	0.0	27.52453070734613	44.991259176267995	76.17410379503085	370.7209085281729	2345.178061584311	370.7209085281729	[]		30.574579655685053	34.978903089337045	13.647475698223099	20.6094764949654	34.8082132624987	0.0	288.325035720231	1223.5236613332331	288.325035720231	[]
PA0994	PA14_51450	0.3388900763543071	7.267856895734585e-144	cupC3		364.1817504207617	611.6068729488948	16.488346485378194	99.03941719094568	184.656743699879	359.4378370200078	7467.531162829259	374062.96703832544	7451.042816343881	[]		568.66337604463	582.29241709099	255.229835280729	379.8689075489151	622.6170249950151	29.0325163042164	4288.53536264724	339064.4590016675	4259.502846343024	[]
PA1147	PA14_49570	0.15146343509296173	8.075907485233903e-29			115.94779398955895	154.31774104719494	0.0	30.320426720924825	60.618499046348894	135.07476336353352	1183.26162286685	23813.965201909115	1183.26162286685	[]		40.102170768400356	93.5696857398883	8.24152475160705	14.0876570149089	29.4228434645722	0.0	744.9530108639191	8755.286089461459	744.9530108639191	[]
PA0138	PA14_01690	0.19943558233688188	4.0823017598654476e-49			107.30688055095509	173.04010839155166	0.0	18.830992390289353	45.3219394351264	101.1624129717585	1275.8120311735902	29942.879112159946	1275.8120311735902	['path:pae02010 : ABC transporters']		76.17493186294027	217.95542367600345	9.68164900905541	22.1134085990976	59.7906285989134	0.0	3095.65576371303	47504.56670978615	3095.65576371303	['path:pau02010 : ABC transporters']
PA4200	PA14_09610	0.17867756856791314	1.2890901753319796e-39			224.8322517974649	318.7012307762754	0.0	75.69897455520442	135.13479481771498	233.7875341538572	4679.76499643112	101570.47449831276	4679.76499643112	[]		174.12456826190342	207.36805084090125	65.9652196596076	107.51135624068199	194.280065719645	13.0933980976017	1418.98205912321	43001.5085095546	1405.888661025608	[]
PA2984	PA14_25480	0.27404657121506465	8.943896448954811e-93			191.51185058060088	248.16345647396446	0.0	51.45375510469482	101.688007381726	209.53066788190185	1737.42107263082	61585.101129105264	1737.42107263082	[]		133.47285109615066	179.6650220823046	47.6971345406375	83.5703797491422	144.21160951685	0.0	1420.0732245277802	32279.520159835	1420.0732245277802	[]
PA3180	PA14_23100	0.14979242777726492	3.2358942426895604e-28			110.93642377210085	85.24322626173051	0.0	52.711227372383824	86.99579517548109	141.337257269563	625.58716962597	7266.407623508581	625.58716962597	[]		100.33944672666873	78.0464294656171	40.4366340952953	82.7030246074502	131.338832794455	0.0	404.379604812214	6091.245152331544	404.379604812214	[]
PA0157	PA14_01960	0.4092373761447409	4.048594467677624e-215	triB		221.52755946052739	162.78254321727576	0.0	115.4274837353	174.434883505181	281.001352345314	1272.95317203468	26498.15637628425	1272.95317203468	[]		220.48078962606098	296.0012043827308	112.181367822719	174.491703570004	250.915463241134	28.204888099566308	5115.23421305486	87616.71299602718	5087.029324955294	[]
PA3789	PA14_15080	0.2148896577188988	6.463061984414397e-57			360.5872974579509	345.6605376802154	7.8447396804078195	124.20446451614349	239.6137733584365	525.5389044394782	2382.69575078385	119481.2073093756	2374.8510111034425	[]		348.56156398274027	248.22098210963142	163.662124721243	267.47363875393796	499.163619582714	7.6306965585268705	1458.53344213874	61613.65595946992	1450.9027455802136	[]
PA1857	PA14_40490	0.2066919827395356	1.0630579146345518e-52			192.87630296622737	96.32419314788895	0.0	131.67796407538	174.3068245192245	238.0605564838163	689.071053324167	9278.350185591818	689.071053324167	[]		162.1265368675811	122.13507417565957	87.0205331562468	143.784561181207	212.621468169181	13.5000563387167	1678.1203149547598	14916.976343893864	1664.6202586160434	[]
PA2924	PA14_26230	0.1426261192831696	1.0404907985870982e-25	hisQ		39.01483005419526	75.12017712348293	0.0	2.3445402440891	9.69419271945609	30.865721352668515	425.379267834741	5643.041011063448	425.379267834741	['path:pae02010 : ABC transporters']		21.764690859715948	58.64553772707323	0.0	4.2156052478549	14.863517237334195	0.0	393.4414769874511	3439.2990952975697	393.4414769874511	['path:pau02010 : ABC transporters']
PA1565	PA14_44260	0.2161684117610045	1.3699106848037723e-57	pauB2		149.88369062666615	159.4963770319028	0.0	53.31371753228139	101.44844566434799	174.09907456837874	1088.3836404348199	25439.09428630289	1088.3836404348199	['path:pae00330 : Arginine and proline metabolism']		97.68219205347215	114.18295962838482	24.4906680031587	57.9776456375836	124.482276131817	0.0	846.19129655696	13037.74826949736	846.19129655696	['path:pau00330 : Arginine and proline metabolism']
PA3255	PA14_21900	0.3348779540328683	2.5532342414386796e-140			202.5720151786528	89.58532293380516	9.075907784996518	140.8099350409055	192.427700800304	251.8141421326175	900.0450700073642	8025.530085154156	890.9691622223677	[]		194.165077392829	101.04222615864988	130.543937140874	171.88652581177502	252.141425541833	17.7750650140513	584.103873617643	10209.531467095749	566.3288086035917	[]
PA3614	PA14_17570	0.4684345792448298	5.353075150878024e-290			1405.227439655599	1720.0053497540714	55.141614718132494	514.1074312637527	887.6740903906666	1593.284068726445	14811.848155809099	2958418.403182625	14756.706541090967	[]		914.784626120502	653.5292809301717	527.587514614122	791.088432990972	1167.3805798405099	26.891627182118807	4418.44886592669	427100.5210331074	4391.557238744571	[]
PA4912	PA14_64890	0.2575956227657006	8.056396175738148e-82			119.52889267759886	198.4260528384946	0.0	23.182141900730123	51.0229832810565	124.054385752937	2032.7002753468805	39372.898445065046	2032.7002753468805	['path:pae02010 : ABC transporters', 'path:pae02024 : Quorum sensing']		109.69887747016615	270.42874175733675	17.5373649166188	43.0618996096118	91.7671056392818	0.0	3497.65087236581	73131.70436845633	3497.65087236581	['path:pau02010 : ABC transporters', 'path:pau02024 : Quorum sensing']
PA4452	PA14_57830	0.3502657055484329	3.294999922612084e-154			363.3512825737767	524.4559190126164	0.0	136.66914593000476	232.64974245758003	400.65734492792086	6636.14640698049	275054.01098736806	6636.14640698049	['path:pae02010 : ABC transporters']		197.71104893109558	153.58639633325149	99.10998873824008	157.73748332839799	256.449686749931	0.0	1490.65303419856	23588.781138634604	1490.65303419856	['path:pau02010 : ABC transporters']
PA5213	PA14_68850	0.4877305809031307	8.653046e-318	gcvP1		818.7733961029619	903.2758505025607	41.0809349702353	240.08307479128024	516.461593646673	1105.126926552	8451.55768521148	815907.2621011245	8410.476750241243	['path:pae00260 : Glycine, serine and threonine metabolism', 'path:pae00630 : Glyoxylate and dicarboxylate metabolism']		776.292251056779	813.0311007201296	203.264186944884	446.32511588174003	1079.31601621285	63.7521173223724	5225.93641248616	661019.5707381854	5162.184295163788	['path:pau00260 : Glycine, serine and threonine metabolism', 'path:pau00630 : Glyoxylate and dicarboxylate metabolism']
PA0464	PA14_06070	0.4493851025727194	2.929617988921482e-264	creC		280.45397484752505	235.10218370617145	9.29964740957041	132.709256688228	203.800156744215	333.92184842683673	1763.2761699612604	55273.0367834104	1753.97652255169	['path:pae02020 : Two-component system']		190.5415603229057	122.11966230386513	120.967314062824	165.134222370775	214.83228393828603	21.958389376880497	930.6555830831128	14913.211921210052	908.6971937062323	['path:pau02020 : Two-component system']
PA2360	PA14_34140	0.3217916251526833	4.0572934296976695e-129	hsiA3		163.35877207619905	220.53406627597096	0.0	33.35924690976247	90.66449745224108	214.2284858657208	2359.36548939483	48635.27438821436	2359.36548939483	['path:pae02025 : Biofilm formation']		112.81117213843115	155.08792635806478	25.7806790035085	60.664415231396	137.33970357650298	0.0	1062.72937694504	24052.264902044528	1062.72937694504	['path:pau02025 : Biofilm formation']
PA0630	PA14_08180	0.33418882431374936	1.0251578302826292e-139			178.46310342567753	530.3740188525369	0.0	23.576022176155497	57.00690669778945	150.48994397540702	9296.78003516206	281296.5998737912	9296.78003516206	[]		145.4504505937298	473.8889488507945	14.925747871270099	31.621224769945695	93.7074498637364	0.0	4805.66713510468	224570.7358429109	4805.66713510468	[]
PA3952	PA14_12740	0.4571945704793905	1.296687776621117e-274			291.39637927316886	643.6391173437579	6.27579174432625	75.94270905225609	162.352444806966	331.75726915768297	11264.0784922321	414271.3133750518	11257.802700487771	[]		262.30116766959304	358.39107214481317	82.65102054621451	177.987757046194	325.929695966368	0.0	5048.7794263127	128444.16059310865	5048.7794263127	[]
PA0850	PA14_53270	0.1785387659674933	1.4793932108551353e-39			55.81677912062771	88.86909778819654	0.0	18.245876865940573	36.43249905097285	65.32539481697539	1599.67271711811	7897.716541688041	1599.67271711811	[]		45.24701636664546	61.167557138457525	13.963597691865498	29.08195059500061	54.376479007479496	0.0	905.3931489313652	3741.470046286467	905.3931489313652	[]
PA0801	PA14_53880	0.37957951029571296	6.566784340573573e-183			252.7316637931007	344.72971417550673	0.0	75.0882941807045	164.0173328696215	311.96044284526766	5548.80633397656	118838.57583552654	5548.80633397656	[]		125.80021072319859	112.73126819530847	50.537288391706106	98.74194933013771	158.69016321137198	0.0	775.8282117155389	12708.338828922571	775.8282117155389	[]
PA0865	PA14_53070	0.2856808240463235	5.3664013320466236e-101	hpd		5316.041612815399	8786.525476303092	14.351761580439	812.9494509911642	2761.4384081444805	6396.781523856103	112255.59129095699	77203029.94572327	112241.23952937654	['path:pae00130 : Ubiquinone and other terpenoid-quinone biosynthesis', 'path:pae00350 : Tyrosine metabolism', 'path:pae00360 : Phenylalanine metabolism']		7437.194840060258	12943.04710634928	1184.73367412239	3929.9409237377504	9672.82847211439	68.9477979095611	160527.69459518	167522468.39717644	160458.74679727046	['path:pau00130 : Ubiquinone and other terpenoid-quinone biosynthesis', 'path:pau00350 : Tyrosine metabolism', 'path:pau00360 : Phenylalanine metabolism']
PA3851	PA14_14200	0.21501133795717567	5.578472006088925e-57			261.61409508608114	201.7616876772499	6.290609670722599	133.59968023746	212.055753173635	314.9012863550325	1895.6802486134693	40707.77861437214	1889.3896389427466	[]		140.18776955689762	89.32076155548046	81.4485440567674	120.97985157472701	180.27987330370098	0.0	694.061525817672	7978.198444851001	694.061525817672	[]
PA1716	PA14_42350	0.48524271933082797	4.1817251926e-314	pscC		302.0795917398325	509.8414346985703	0.0	91.43797610527392	167.52070196201652	320.18221496266125	7365.945692286759	259938.28853549648	7365.945692286759	['path:pae03070 : Bacterial secretion system']		414.93006941144114	541.437409455453	125.857555403008	228.709114277485	517.85411574554	0.0	3856.71205725045	293154.46835783194	3856.71205725045	['path:pau03070 : Bacterial secretion system']
PA0212	PA14_02590	0.23236936895911106	1.6623484123442637e-66	mdcE		128.42995588885142	280.3838864857023	0.0	8.930020690635702	26.79225702319735	102.24806341268028	2154.3751716053307	78615.12380082719	2154.3751716053307	[]		69.24885982295605	147.6201673429907	8.468421660039759	22.9385430473819	59.7290439599088	0.0	2019.0880751059601	21791.713806372576	2019.0880751059601	[]
PA3187	PA14_23010	0.2646581818702235	1.9879017688306206e-86			1247.3451346769443	2204.828609116955	0.0	159.43493265635402	534.448584680429	1410.8070384629575	22855.259105921294	4861269.195580605	22855.259105921294	['path:pae02010 : ABC transporters']		1605.5652137004085	2433.899685059468	202.075293161521	867.717250073867	1939.1546297530106	3.54178429568736	20348.4782788304	5923867.676932577	20344.936494534708	['path:pau02010 : ABC transporters']
PA3088	PA14_24220	0.3977857971953118	2.738879998972675e-202			341.6324621998716	181.45485147730545	79.38721681708071	238.0526500472095	313.5810478249805	403.791603106067	2917.4234538483697	32925.863124651005	2838.036237031289	['path:pae00760 : Nicotinate and nicotinamide metabolism']		333.6549064226377	138.5482243317129	244.00622365339905	299.193166849342	373.824958697659	78.0236671328442	959.8535107587712	19195.61046547065	881.829843625927	['path:pau00760 : Nicotinate and nicotinamide metabolism']
PA3293	PA14_21460	0.1844653785646112	3.7410800803652287e-42			61.6451092684562	71.3472681589016	0.0	21.220054184398826	35.298360814829046	65.86948180668715	567.311242726077	5090.432673738214	567.311242726077	[]		44.46980695784731	75.79520681974256	11.7973453937381	20.327930209250802	44.4612363461506	0.0	950.584007018424	5744.913376847551	950.584007018424	[]
PA3116	PA14_23810	0.2851821346621877	1.2311148989457966e-100			353.1512309228537	332.4711562381512	0.0	172.64225264715927	257.22151598426854	414.69524836817743	3208.80332289338	110537.06973033307	3208.80332289338	[]		352.3603947269178	324.2307265939504	157.528092661541	243.704350787285	412.822157877129	27.245568247228302	2979.76223391445	105125.56406764104	2952.5166656672222	[]
PA5524	PA14_72880	0.2890062585391661	2.0232063109621512e-103			276.5441732517201	414.37110764548095	0.0	104.39653542837723	189.47733756724148	292.4065845659317	5011.6549303926095	171703.41485134276	5011.6549303926095	['path:pae00061 : Fatty acid biosynthesis', 'path:pae00780 : Biotin metabolism']		110.48635069741823	97.29866881261742	54.4195431164888	75.7553130722296	126.31107374623998	0.0	708.5095426314	9467.03095270741	708.5095426314	['path:pau00061 : Fatty acid biosynthesis', 'path:pau00780 : Biotin metabolism']
PA1490	PA14_45150	0.1927819691362925	5.981040676092898e-46			77.96738606905859	70.96950885862023	0.0	37.142922352401506	55.404583015247965	89.7440800604436	480.594992606232	5036.671187633775	480.594992606232	[]		60.12946960617735	57.561395225667155	24.0743009659097	41.3989917857543	73.6625401383093	0.0	425.449354558589	3313.314220325457	425.449354558589	[]
PA0251	PA14_03100	0.10378466670371704	2.7565724341903224e-14		least stable	35.742953655148455	69.06053112672103	0.0	6.077436181674154	19.428449601075197	38.66015515258777	1403.23228594971	4769.356959504806	1403.23228594971	[]	['PA0499']	35.0491210262532	45.81071702982271	12.9334752079339	22.0081872004288	37.8835920711305	0.0	408.30757866143205	2098.621794786488	408.30757866143205	[]	['PA14_55030', 'PA14_00520']
PA4357	PA14_56670	0.2800485249150376	5.750779731575025e-97			117.41055270558421	345.2093631246255	0.0	18.376377154411273	50.0302335057646	114.01656459400549	5955.33284661343	119169.50438890955	5955.33284661343	[]		82.51409176828321	106.35064209708143	19.6726871039009	47.0610097667594	106.650390084308	0.0	695.056291405515	11310.459074461509	695.056291405515	[]
PA1840	PA14_40710	0.3178868394970584	6.985410525341457e-126			139.82734935509038	93.58179652323618	0.0	83.2955238014266	124.58568972438	177.62897542453652	1618.79030313517	8757.552640516378	1618.79030313517	[]		147.21626894089016	89.39753858145184	91.46311476922399	131.260535730616	181.02432448042802	0.0	603.170869639353	7991.919904422168	603.170869639353	[]
PA1674	PA14_42850	0.3347688335034511	3.1826383669242474e-140	folE2		604.8794480341369	366.36346515913596	63.0666195932452	343.572978082163	531.3726824012275	768.528698526619	2177.23639779219	134222.18860340948	2114.1697781989446	['path:pae00790 : Folate biosynthesis']		738.115254474338	434.5722861773417	436.859128027006	633.189857943546	909.495058064009	103.392564369868	3515.92266903933	188853.07191340133	3412.5301046694617	['path:pau00790 : Folate biosynthesis']
PA2713	PA14_29060	0.18751411565508627	1.5922734833115403e-43			120.82521908049536	84.66493190288176	0.0	62.47668834145698	100.92524001760599	163.74029075045877	612.686044722589	7168.150694119606	612.686044722589	[]		86.42368426764301	57.31437840927805	47.5331403188966	76.7303596577517	114.708882049102	0.0	459.14358300767196	3284.9379724419177	459.14358300767196	[]
PA5519	PA14_72810	0.2317128823098945	3.942881770767837e-66			204.6199881541098	215.0769985972762	0.0	103.717950995553	152.3789543252345	222.400530590938	3363.7764020564205	46258.11532561275	3363.7764020564205	[]		214.20589625141983	395.8236528775358	83.6663344328463	122.911811511479	199.81452841713002	5.7205542277449	3908.19904275591	156676.364177316	3902.478488528165	[]
PA1788	PA14_41450	0.359237974100532	1.1252703848973924e-162			220.6626499694381	355.1756274075969	0.0	99.56952328374744	149.135205333767	228.08671989718576	7104.19489945482	126149.72630438008	7104.19489945482	[]		175.36801319285226	128.53163216642577	85.2720647120429	143.298494831343	228.45188999652905	0.0	812.415969218361	16520.380467365376	812.415969218361	[]
PA0026	PA14_00300	0.3438836568219684	2.3664584663140465e-148	plcB		476.7538929180622	432.13555729740926	14.3517302165781	192.78319595299882	342.999894446579	616.423286303909	2569.34820889257	186741.1398807425	2554.9964786759915	[]		490.6790799752969	369.4942705008731	197.580903381576	363.311816999973	702.061171693678	28.816114511257602	2138.46415122492	136526.01593297234	2109.6480367136623	[]
PA3166	PA14_23280	0.4710952725780672	1.0040598039282076e-293	pheA		894.4138894642928	358.82165948418424	147.805266091615	648.7320678845945	841.0763080162579	1069.8316950626174	3795.4928067726296	128752.98331498387	3647.687540681015	['path:pae00400 : Phenylalanine, tyrosine and tryptophan biosynthesis']		1377.1743021430188	704.9845864978398	1048.55952347937	1287.02516979904	1626.67911946581	175.712186508759	11420.7258540408	497003.26719953	11245.013667532041	['path:pau00400 : Phenylalanine, tyrosine and tryptophan biosynthesis']
PA1700	PA14_42530	0.3753502777973207	1.397215775549902e-178	pcr2		37.34852925980637	75.05229961078301	0.0	5.45529437343351	14.143278136634953	36.57776241257619	786.895189397148	5632.8476768667415	786.895189397148	[]		50.12005869179901	112.85008396591229	7.93972420323656	20.839507675809198	48.081099916041296	0.0	1096.39403941401	12735.141451113457	1096.39403941401	[]
PA5525	PA14_72890	0.3920493183743148	4.750539693594115e-196			315.63097562424787	243.07726910560658	16.2743829667482	135.0783111471735	256.0535170819155	403.5568726228383	1627.96719286227	59086.55875583949	1611.6928098955218	[]		196.56578459532048	189.80766153758304	79.1557384383873	117.370834643148	249.503936624262	25.616994007335602	1522.8049812157801	36026.94837836568	1497.1879872084446	[]
PA1684	PA14_42730	0.2593077359728151	6.341174787478916e-83			287.0629916514177	107.94482131734293	85.941863724923	219.14262850833248	273.89506064036505	338.07707867673963	1126.03514395779	11652.08444923309	1040.093280232867	['path:pae00270 : Cysteine and methionine metabolism']		322.346285319347	128.67750669589023	233.207502553554	312.537591660875	390.68483757694395	78.6105424774793	1093.84260814557	16557.900729470875	1015.2320656680909	['path:pau00270 : Cysteine and methionine metabolism']
PA0256	PA14_03160	0.4150593275616803	7.741740788269404e-222			374.2136504572689	328.8871744608634	0.0	149.3173007711715	291.5305554148145	485.7296296339638	2390.2159192314302	108166.77352485039	2390.2159192314302	[]		515.2573491137377	496.3171135498773	195.847048660449	332.653120238285	632.540848783468	47.32398787120271	3533.4041314354204	246330.6772024818	3486.080143564217	[]
PA2568	PA14_31310	0.3101068373935998	1.4071571434007782e-119			182.95882793679345	180.21269801656285	3.09591095319601	92.31598933470129	146.55107030724	223.387719983589	2957.38840818019	32476.616526408867	2954.292497226994	[]		188.5650346672346	182.50171305866334	90.9047378240308	140.442507953364	209.074234426077	0.0	2025.31031634944	33306.87526934668	2025.31031634944	[]
