PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	median expression	mean expression	variance expression	max expression	min expression	range expression	pathways present
PA2990	PA14_25400	0.6056187546626062	0.0		most stable	315.599312316416	341.18937930285284	40078.09155253851	40078.09155253851	53.8527509977997	40024.23880154071	['KEGG-Pathway-pae00564: Glycerophospholipid metabolism']
PA1667	PA14_42920	0.6696485859380855	0.0	hsiJ2	most stable	153.40092272335698	211.66874241031488	44156.60308924627	44156.60308924627	7.6223751018361785	44148.98071414443	['KEGG-Module-M00334: Type VI secretion system']
PA3781	PA14_15180	0.6856088793376263	0.0		most stable	53.6378340523464	82.59380368360513	6424.262360471559	6424.262360471559	0.770311806520402	6423.492048665039	[]
PA5296	PA14_69910	0.8505038301106499	0.0	rep	most stable	490.591975482805	629.1385815451308	328582.23959854624	328582.23959854624	56.4350226783438	328525.8045758679	[]
PA3463	PA14_19330	0.4744963174774912	1.5472782576349705e-298			25.455031674884506	31.72198459798234	1333.1435180549952	1333.1435180549952	0.635093535465937	1332.5084245195292	[]
PA5386	PA14_71140	0.8760606390794267	0.0	cdhA	most stable	9.09553404302816	23.668664382488604	1678.6106236004935	1678.6106236004935	0.228974088496632	1678.381649511997	[]
PA1777	PA14_41570	0.6615960172539566	0.0	oprF	most stable	34067.5168666745	46513.98817115268	2063844659.5468085	2063844659.5468085	189.388306120262	2063844470.1585023	[]
PA1172	PA14_49270	0.720605723896975	0.0	napC	most stable	104.257296597365	205.56516113957733	114043.59327449287	114043.59327449287	1.75684145547174	114041.8364330374	[]
PA1234	PA14_48320	0.3973094766766049	9.127680460106349e-202			58.7060246688945	65.98098653898339	2970.5880315236686	2970.5880315236686	0.665395593112025	2969.922635930557	[]
PA4548	PA14_60270	0.7079086631299487	0.0		most stable	239.430111707085	268.9063527283236	20799.430198562684	20799.430198562684	0.958743936873866	20798.47145462581	['KEGG-Pathway-pae00730: Thiamine metabolism']
PA2427	PA14_33250	0.6574303027025411	0.0		most stable	16.195446347516903	194.1693929887859	313025.793390526	313025.793390526	0.12495914863778802	313025.6684313774	[]
PA3675	PA14_16830	0.7423273911800516	0.0		most stable	180.410342342972	247.86544073708248	68743.90946338997	68743.90946338997	10.9606521861752	68732.9488112038	[]
PA2302	PA14_34840	0.8118299212775747	0.0	ambE	most stable	800.443959936806	1679.5515278832645	5297282.4007914085	5297282.4007914085	0.23878860549611	5297282.162002804	[]
PA1894	PA14_40030	0.3773019666877291	1.4323458116481358e-180			60.66389936076679	285.05285105710726	735035.8760841681	735035.8760841681	0.209768480626356	735035.6663156877	[]
PA2378	PA14_33900	0.4415521979162072	3.832594215963139e-254			385.627568764251	641.5602637806793	1162799.0056969183	1162799.0056969183	44.07274047166661	1162754.932956447	[]
PA1613	PA14_43650	0.6678737684778888	0.0		most stable	260.675706577377	265.785774634653	12463.66240482789	12463.66240482789	58.3671382823007	12405.295266545589	[]
PA4573	PA14_60520	0.8147994421708491	0.0		most stable	81.8451965930626	322.0407094417866	755022.2782364766	755022.2782364766	0.903878411959282	755021.3743580645	[]
PA1054	PA14_50730	0.6342248143813256	0.0	shaA	most stable	519.388021911092	666.2018676752115	228086.5094117675	228086.5094117675	77.064581606101	228009.44483016137	[]
PA2426	PA14_33260	0.3887408681160284	1.656043855486324e-192	pvdS		51.8044942430716	362.01382897338766	863965.474928816	863965.474928816	0.665395593112025	863964.8095332228	[]
PA4228	PA14_09240	0.6366677489216266	0.0	pchD	most stable	205.78623289190602	1562.7628069738848	16470064.017924976	16470064.017924976	2.15597142084937	16470061.861953555	['KEGG-Pathway-pae01053: Biosynthesis of siderophore group nonribosomal peptides']
PA1345	PA14_46880	0.7068834902725659	0.0		most stable	77.3800576169138	173.593253539699	537145.262468321	537145.262468321	1.90217620299011	537143.3602921179	[]
PA4667	PA14_61720	0.7819419216754262	0.0		most stable	788.3168340286189	881.4336879259247	351362.1953047283	351362.1953047283	106.06473623311199	351256.1305684952	[]
PA0345	PA14_04520	0.64425202304964	0.0		most stable	120.311634024053	139.51881635988158	8628.656691060372	8628.656691060372	3.0812472260816097	8625.57544383429	[]
PA2831	PA14_27470	0.7136820370624987	0.0		most stable	161.59519564642	187.48197643787475	16448.719018481508	16448.719018481508	14.211024474528699	16434.50799400698	[]
PA3589	PA14_17880	0.8323080179381996	0.0		most stable	12.9970549134235	27.923647158750395	1834.2298826162341	1834.2298826162341	0.313330092404152	1833.9165525238298	['KEGG-Pathway-pae00072: Synthesis and degradation of ketone bodies', 'KEGG-Pathway-pae00071: Fatty acid degradation', 'KEGG-Pathway-pae00380: Tryptophan metabolism', 'KEGG-Pathway-pae00900: Terpenoid backbone biosynthesis', 'KEGG-Pathway-pae00362: Benzoate degradation', 'KEGG-Pathway-pae00280: Valine, leucine and isoleucine degradation', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Pathway-pae00310: Lysine degradation', 'KEGG-Pathway-pae00640: Propanoate metabolism', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00650: Butanoate metabolism']
PA2151	PA14_36740	0.6034225149524908	0.0		most stable	80.7331387599875	207.6735257735311	586989.4562635933	586989.4562635933	0.209768480626356	586989.2464951128	['KEGG-Pathway-pae00500: Starch and sucrose metabolism']
PA2625	PA14_30160	0.45123739329029	1.084936313460944e-266			48.496517790446994	56.378499975810755	1498.581379690517	1498.581379690517	0.316331280715544	1498.2650484098017	[]
PA2941	PA14_26000	0.6419613724382832	0.0		most stable	52.51841249700421	58.968146617077274	2380.723617577658	2380.723617577658	0.6414401794284289	2380.082177398229	[]
PA3386	PA14_20280	0.4235743838955076	6.60044713211341e-232			49.2661844859048	72.65518832985016	6939.0003129185825	6939.0003129185825	2.68523772935251	6936.315075189231	[]
PA4945	PA14_65320	0.5628513568291843	0.0	miaA	most stable	1486.81360745287	2123.563293479866	9211649.851637803	9211649.851637803	136.823227730378	9211513.028410077	[]
PA0184	PA14_02330	0.7590449006868534	0.0		most stable	20.9131756442281	34.519780302798694	1392.5827197252634	1392.5827197252634	0.313330092404152	1392.2693896328592	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']
PA1964	PA14_39130	0.8030383895612679	0.0		most stable	330.997291489625	477.80462589913435	216308.58642955212	216308.58642955212	0.209768480626356	216308.37666107152	[]
PA3549	PA14_18430	0.4391549734148815	4.235435277969587e-251	algJ		14.512444209236099	61.17920219083962	150652.10105448827	150652.10105448827	0.770311806520402	150651.33074268175	[]
PA1569	PA14_44190	0.8731211403892414	0.0		most stable	28.2144129948756	45.62264515202477	2383.315247331207	2383.315247331207	0.692848612027999	2382.6223987191793	[]
PA3834	PA14_14440	0.8469216557349929	0.0	valS	most stable	1362.39180394208	1609.0407005428629	1096778.3025995672	1096778.3025995672	244.04908077819198	1096534.253518789	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']
PA4065	PA14_11290	0.3758347782509688	4.494944930419166e-179			103.072083186214	204.9553254554384	124173.47062727925	124173.47062727925	10.456587822114098	124163.01403945714	['KEGG-Module-M00258: Putative ABC transport system']
PA1506	PA14_44960	0.5264397416093758	0.0		most stable	29.479883812853302	35.347044401895324	796.4541888483685	796.4541888483685	0.320720089714215	796.1334687586542	[]
PA2197	PA14_36290	0.35677853587779856	2.5089955338181618e-160			130.27864079782	187.6711105504066	35685.567588286736	35685.567588286736	0.209768480626356	35685.357819806115	[]
PA4399	PA14_57180	0.6363952125022251	0.0		most stable	117.84085783674601	177.41513346843846	43837.92409630623	43837.92409630623	2.8155697309283503	43835.10852657531	['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism', 'KEGG-Module-M00122: Cobalamin biosynthesis, cobinamide => cobalamin']
PA4886	PA14_64580	0.4122103611692985	1.5602661649476962e-218			78.10176395418729	120.98950131954798	21567.324069023773	21567.324069023773	2.01875693355055	21565.305312090226	['KEGG-Module-M00452: CusS-CusR (copper tolerance) two-component regulatory system']
PA2712	PA14_29070	0.4999601319982632	0.0			59.441254354826796	68.83461608420946	2280.328397600737	2280.328397600737	0.770311806520402	2279.558085794217	[]
PA5188	PA14_68530	0.5850081941735175	0.0		most stable	81.0551534179052	100.92384770388234	4636.354817504384	4636.354817504384	2.01875693355055	4634.336060570834	[]
PA3613	PA14_17580	0.6306381957752534	0.0		most stable	852.17958198745	1772.899433524341	5497404.181223389	5497404.181223389	54.276523113920796	5497349.904700275	[]
PA4293	PA14_55780	0.8144413762109792	0.0	pprA	most stable	152.358421446937	446.5003036871786	581236.8003213132	581236.8003213132	4.10128891518583	581232.6990323979	[]
PA5008	PA14_66210	0.8403937562896302	0.0	wapP	most stable	232.584085397312	278.6850031289403	32184.878865440136	32184.878865440136	10.9606521861752	32173.918213253964	[]
PA5042	PA14_66640	0.4473787297533137	1.2120483240904318e-261	pilO		509.541439795865	733.9988950010505	446461.30269930954	446461.30269930954	34.4477406275042	446426.85495868203	[]
PA0423	PA14_05510	0.5816481802915682	0.0	pasP	most stable	2173.10794271	3121.3395276028423	16961424.9964646	16961424.9964646	17.1709926246005	16961407.825471975	[]
PA5381	PA14_71080	0.37468975909740704	6.537101319311381e-178			57.781673454015795	87.84630549616422	9155.874326123778	9155.874326123778	0.958743936873866	9154.915582186904	[]
PA1264	PA14_47880	0.7781801094503317	0.0		most stable	47.50078322652001	59.899265168065796	2100.543251025324	2100.543251025324	1.36709630506194	2099.1761547202623	[]
PA0397	PA14_05200	0.8100016352585631	0.0		most stable	142.1003161805	177.85751223855053	19725.01773014686	19725.01773014686	17.9550217384911	19707.062708408368	[]
PA3055	PA14_24590	0.6143830014112475	0.0		most stable	121.450813408212	160.41390370380708	17364.59826047775	17364.59826047775	22.882775639269	17341.71548483848	[]
PA2499	PA14_32340	0.7067461727776758	0.0		most stable	12.015655992951901	22.213060752038604	844.5683917733791	844.5683917733791	0.320720089714215	844.2476716836647	[]
PA0437	PA14_05690	0.6068262881269462	0.0	codA	most stable	177.663091202066	197.86391594823647	12732.186135140942	12732.186135140942	33.7196783812554	12698.466456759685	['KEGG-Pathway-pae00330: Arginine and proline metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism']
PA4687	PA14_62000	0.5453164269555463	0.0	hitA	most stable	587.70938136754	830.3545093510534	598194.812411743	598194.812411743	59.991694138643204	598134.8207176044	['KEGG-Module-M00190: Iron(III) transport system']
PA3874	PA14_13800	0.4539548924871761	2.7599958713736773e-270	narH		129.179724398617	479.7508136557376	1409025.506227037	1409025.506227037	2.91134383013702	1409022.5948832068	['KEGG-Pathway-pae00910: Nitrogen metabolism', 'KEGG-Module-M00529: Denitrification, nitrate => nitrogen', 'KEGG-Module-M00530: Dissimilatory nitrate reduction, nitrate => ammonia']
PA0875	PA14_52940	0.8058193687046514	0.0		most stable	103.16008076592699	143.63575161765283	22090.810553771094	22090.810553771094	0.6610991045065121	22090.149454666593	[]
PA1336	PA14_46980	0.5007115879358671	0.0	aauS	most stable	210.90207860778702	231.36106343904444	13998.5350385276	13998.5350385276	16.3219818586263	13982.213056668974	[]
PA3907	PA14_13360	0.6982000281748291	0.0		most stable	136.831360678746	206.1975554884483	55947.878027504266	55947.878027504266	1.72987357957644	55946.14815392469	[]
PA3592	PA14_17820	0.8559992534791752	0.0		most stable	13.192896241998199	30.52542038734056	1916.486469450698	1916.486469450698	0.313330092404152	1916.1731393582934	[]
PA3872	PA14_13830	0.43990873815707693	4.705367297070915e-252	narI		46.7061147910335	168.3024968518834	157839.34676598327	157839.34676598327	0.665395593112025	157838.68137039014	['KEGG-Pathway-pae00910: Nitrogen metabolism', 'KEGG-Module-M00529: Denitrification, nitrate => nitrogen', 'KEGG-Module-M00530: Dissimilatory nitrate reduction, nitrate => ammonia']
PA2705	PA14_29160	0.3897949863011621	1.2441049676373382e-193			315.068011455968	372.6659397865428	50127.9491525149	50127.9491525149	3.0036296187176696	50124.94552289619	[]
PA0385	PA14_05030	0.65527039610827	0.0		most stable	49.1952811402923	67.6476738652068	7625.5793111184175	7625.5793111184175	1.42214088070681	7624.157170237711	[]
PA1866	PA14_40350	0.7522601026484879	0.0		most stable	193.16855403327202	232.03613355783028	35244.64121757443	35244.64121757443	1.90217620299011	35242.73904137145	[]
PA0446	PA14_05820	0.3035111829648863	2.2140215653637167e-114			273.29893633407903	422.49962193996737	243176.56653108879	243176.56653108879	11.463497859194801	243165.10303322962	[]
PA1941	PA14_39440	0.6583930195497829	0.0		most stable	253.772089763966	325.2704562911895	75162.75480825153	75162.75480825153	0.209768480626356	75162.54503977089	[]
PA3760	PA14_15790	0.7057504354245189	0.0		most stable	155.780000595241	185.3798198278696	15290.948303576057	15290.948303576057	16.9896212023996	15273.958682373655	[]
PA3550	PA14_18410	0.3994518652645591	4.001263168116022e-204	algF		21.579456264159106	88.2196601548073	516437.98230068653	516437.98230068653	1.47591443355362	516436.5063862531	[]
PA3982	PA14_12310	0.7245575044980417	0.0		most stable	339.270424866154	514.7485444737262	280191.7029828718	280191.7029828718	26.671737232849	280165.03124563897	[]
PA2677	PA14_29490	0.839039228747871	0.0		most stable	53.29064478752	83.06667704428212	8385.512860312638	8385.512860312638	0.8310151068512209	8384.681845205787	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA2492	PA14_32410	0.2891094189473135	1.6995226802530684e-103	mexT		214.751576303013	258.3295434919039	65144.577295649025	65144.577295649025	0.0987041278725047	65144.47859152116	[]
PA2910	PA14_26450	0.6944722035517978	0.0		most stable	18.4974278858103	28.353072315822033	1247.0886310009594	1247.0886310009594	0.692848612027999	1246.3957823889314	[]
PA3098	PA14_24060	0.6065649578382077	0.0	xcpW	most stable	111.92699874265	132.2888639824266	7289.104937317061	7289.104937317061	4.85417748639987	7284.25075983066	['KEGG-Pathway-pae03070: Bacterial secretion system', 'KEGG-Module-M00331: Type II general secretion pathway']
PA1580	PA14_44070	0.7209525580378452	0.0	gltA	most stable	2396.0525645262696	3260.204782762481	15053914.516394285	15053914.516394285	172.92580273539798	15053741.590591548	['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae01210: 2-Oxocarboxylic acid metabolism', 'KEGG-Pathway-pae00630: Glyoxylate and dicarboxylate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00010: Citrate cycle, first carbon oxidation, oxaloacetate => 2-oxoglutarate']
PA5549	PA14_73170	0.7740933748509227	0.0	glmS	most stable	368.595752166306	498.4392619389656	208031.28022773686	208031.28022773686	40.0010902236241	207991.27913751328	['KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism', 'KEGG-Pathway-pae00250: Alanine, aspartate and glutamate metabolism']
PA3554	PA14_18350	0.4549269930801326	1.4032629423127856e-271	arnA		299.137606382352	886.1942359600281	4175948.8604002683	4175948.8604002683	1.72447402445587	4175947.135926243	['KEGG-Pathway-pae00520: Amino sugar and nucleotide sugar metabolism']
PA1801	PA14_41240	0.7044894705517933	0.0	clpP	most stable	1805.09289091044	2372.998453627736	6376747.179837448	6376747.179837448	72.2912765512024	6376674.888560898	[]
PA0973	PA14_51710	0.8071650786864307	0.0	oprL	most stable	3980.9047915648894	4906.070659108697	14935380.500450807	14935380.500450807	87.63106432936821	14935292.86938648	[]
PA0487	PA14_06340	0.48727196379998	4.1554063e-317			110.909239139284	116.0648493162013	2199.479582973822	2199.479582973822	16.8934183855701	2182.586164588252	[]
PA1198	PA14_48800	0.6879794878616464	0.0		most stable	1240.6252116338198	1706.5708923647742	2294996.6951819807	2294996.6951819807	46.447453575458496	2294950.2477284055	[]
PA0109	PA14_01330	0.7536935856165593	0.0		most stable	71.66381154230871	214.1854107878821	145566.05808726756	145566.05808726756	0.903878411959282	145565.15420885562	[]
PA2832	PA14_27460	0.2833312526511799	2.644035660077815e-99	tpm		133.00923869575502	143.98327119230728	5502.239467822558	5502.239467822558	11.7774819829544	5490.461985839605	[]
PA0226	PA14_02760	0.6181526975555413	0.0		most stable	36.4900488357556	89.73552437234221	92626.63448135578	92626.63448135578	1.72447402445587	92624.91000733133	['KEGG-Pathway-pae00643: Styrene degradation', 'KEGG-Pathway-pae00650: Butanoate metabolism']
PA3725	PA14_16220	0.8458504710852376	0.0	recJ	most stable	232.273896906749	275.66753191435083	27141.55224059333	27141.55224059333	33.1048045390357	27108.44743605429	['KEGG-Pathway-pae03440: Homologous recombination', 'KEGG-Pathway-pae03410: Base excision repair', 'KEGG-Pathway-pae03430: Mismatch repair']
PA0148	PA14_01830	0.4740425211901321	6.836066064931083e-298			186.989096886244	222.2675600995419	23583.63199598356	23583.63199598356	38.887712180882296	23544.744283802676	['KEGG-Pathway-pae00230: Purine metabolism']
PA3598	PA14_17730	0.35804584475206874	1.5562856138559132e-161			55.7674540971114	89.93497738533553	17668.280683528024	17668.280683528024	0.770311806520402	17667.510371721502	[]
PA1033	PA14_50970	0.6201191468997823	0.0		most stable	152.750059308847	192.7834707509644	22644.75402324161	22644.75402324161	8.16099092931313	22636.5930323123	['KEGG-Pathway-pae00480: Glutathione metabolism']
PA2175	PA14_36460	0.6293591718910642	0.0		most stable	28.668737491271898	49.31566437990138	5141.8859491462645	5141.8859491462645	0.209768480626356	5141.676180665637	[]
PA4128	PA14_10570	0.6911817009107182	0.0		most stable	24.669016915373	87.66736980351065	19406.957830761366	19406.957830761366	0.6414401794284289	19406.316390581942	['KEGG-Pathway-pae00350: Tyrosine metabolism']
PA4308	PA14_55980	0.32976025040759355	7.135661334614916e-136			359.413100001284	390.0745983022603	37646.368176286946	37646.368176286946	0.5635820973420239	37645.80459418961	[]
PA3283	PA14_21580	0.0337768753385086	0.013493863413804295		least stable	70.7826380964157	224.39694474336648	327676.88874631486	327676.88874631486	0.692848612027999	327676.1958977028	[]
PA5476	PA14_72280	0.34869638917395906	9.345056757896165e-153	citA		94.06679857408571	115.59136496338932	8402.643680751826	8402.643680751826	7.3256015032964	8395.318079248531	[]
PA5032	PA14_66530	0.8274224750468533	0.0		most stable	21.146698487894398	34.894933616830265	1551.5142254743405	1551.5142254743405	0.770311806520402	1550.74391366782	[]
PA1581	PA14_44060	0.7913670839291866	0.0	sdhC	most stable	1117.43845627789	1797.2236220960156	5934509.635061444	5934509.635061444	19.942542632764003	5934489.692518812	['KEGG-Pathway-pae00190: Oxidative phosphorylation', 'KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00650: Butanoate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']
PA2877	PA14_26880	0.2181031370939256	1.285407391477926e-58			96.0230624111226	107.85294750832395	3096.1396599843383	3096.1396599843383	2.8155697309283503	3093.32409025341	[]
PA3221	PA14_22570	0.6895102149956656	0.0	csaA	most stable	79.13671718180271	128.52231982483323	25342.131340187807	25342.131340187807	0.903878411959282	25341.22746177585	[]
PA4508	PA14_58510	0.032760114078231095	0.01657260657897719		least stable	37.548558032117796	46.361047110853264	1404.9448480078063	1404.9448480078063	0.753019791447303	1404.191828216359	[]
PA3191	PA14_22960	0.6083625268393578	0.0	gtrS	most stable	183.212619059454	240.24509816741008	79695.62838447496	79695.62838447496	10.0747186584975	79685.55366581646	[]
PA1735	PA14_42100	0.5539716149514669	0.0		most stable	69.8690303208854	94.50396670685798	9931.601696893877	9931.601696893877	0.753019791447303	9930.848677102427	[]
PA3546	PA14_18480	0.5429147592119862	0.0	algX	most stable	22.093374967652	80.05821550749081	275579.83431858977	275579.83431858977	0.711046989660034	275579.1232716001	[]
PA1106	PA14_50070	0.5978833622912314	0.0		most stable	139.431220517861	182.6411572487418	22561.08987502063	22561.08987502063	19.2224843123147	22541.86739070832	[]
PA2929	PA14_26160	0.1135087780093779	8.315671077388457e-17		least stable	33.429152089001306	61.38410855486351	16618.16581771745	16618.16581771745	0.692848612027999	16617.472969105424	[]
PA2598	PA14_30490	0.503441763715549	0.0		most stable	34.867548262372	54.15652887635577	6821.005154876179	6821.005154876179	0.0621964880526312	6820.942958388127	['KEGG-Pathway-pae00920: Sulfur metabolism']
PA2596	PA14_30520	0.7566032499284163	0.0		most stable	23.7736424330595	31.906233459995995	879.5235072649529	879.5235072649529	0.0621964880526312	879.4613107769002	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']
PA3484	PA14_19020	0.5412608435654731	0.0	tse3	most stable	140.143320637922	170.84912815373139	20460.93072275475	20460.93072275475	11.867855043264301	20449.062867711487	[]
PA4470	PA14_58030	0.7614559436000323	0.0	fumC1	most stable	182.28499706864898	2325.502733408368	34590720.85349523	34590720.85349523	14.0173465804534	34590706.83614865	['KEGG-Pathway-pae00020: Citrate cycle (TCA cycle)', 'KEGG-Pathway-pae00620: Pyruvate metabolism', 'KEGG-Module-M00009: Citrate cycle (TCA cycle, Krebs cycle)', 'KEGG-Module-M00011: Citrate cycle, second carbon oxidation, 2-oxoglutarate => oxaloacetate']
PA3268	PA14_21730	0.8245797266529099	0.0		most stable	176.458283509463	309.48119144648905	214589.54051021434	214589.54051021434	20.5176849296172	214569.02282528472	[]
PA0239	PA14_02970	0.7705556974399541	0.0		most stable	47.738863836534605	58.70403520913303	2047.3191400316312	2047.3191400316312	2.68425576335838	2044.6348842682728	[]
PA2510	PA14_32200	0.7044024899227165	0.0	catR	most stable	42.91001948766871	55.26374419949038	2208.1106571680752	2208.1106571680752	1.36709630506194	2206.7435608630135	[]
PA0668	PA14_08560	0.6506133217971486	0.0	tyrZ	most stable	1245.57435948248	1542.1233483053236	1704121.0597707876	1704121.0597707876	101.07302694144501	1704019.986743846	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']
PA3674	PA14_16840	0.5839019579200364	0.0		most stable	177.444206927462	226.9313361055891	47009.99912144881	47009.99912144881	4.636451145057861	47005.36267030375	[]
PA3134	PA14_23560	0.8503965304729283	0.0	gltX	most stable	750.5765390380969	928.1094852912292	497911.0563744058	497911.0563744058	38.7073760549318	497872.3489983508	['KEGG-Pathway-pae00970: Aminoacyl-tRNA biosynthesis', 'KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism', 'KEGG-Module-M00360: Aminoacyl-tRNA biosynthesis, prokaryotes']
PA3439	PA14_19620	0.6940568750424406	0.0	folX	most stable	174.306260865196	238.4596279967776	42861.23587585699	42861.23587585699	8.055713188057519	42853.18016266893	[]
PA0529	PA14_06890	0.3363717603267407	1.2391653860638631e-141			107.773674856186	219.57606522724717	147055.22570403988	147055.22570403988	0.970447943379008	147054.2552560965	[]
PA3049	PA14_24650	0.7446279643449232	0.0	rmf	most stable	2258.60134821283	7633.315095551457	391979069.3998497	391979069.3998497	9.78821394426131	391979059.6116357	[]
PA0442	PA14_05775	0.6272639252867794	0.0		most stable	2.4821541462023102	5.771363139941332	113.8830409900046	113.8830409900046	0.0566426419473346	113.82639834805723	[]
PA2512	PA14_32160	0.4337053639006573	2.850194625039062e-244	antA		40.7363435144544	441.4196407945994	13304086.729968132	13304086.729968132	2.15597142084937	13304084.573996713	['KEGG-Pathway-pae00627: Aminobenzoate degradation']
PA0223	PA14_02730	-0.011029313320224608	0.4199630662733419		least stable	48.912591237441504	169.22452616790687	2709976.786701209	2709976.786701209	0.770311806520402	2709976.0163894026	['KEGG-Pathway-pae00300: Lysine biosynthesis', 'KEGG-Module-M00016: Lysine biosynthesis, succinyl-DAP pathway, aspartate => lysine']
PA2505	PA14_32270	-0.21027029198072192	1.6146469994930403e-54	opdT	least stable	31.746192562146696	193.47566547991408	350373.5273699215	350373.5273699215	0.692848612027999	350372.8345213095	[]
PA4971	PA14_65710	0.5507249389606654	0.0	aspP	most stable	522.42494387014	602.6037158322043	183496.2458940284	183496.2458940284	36.6024065020685	183459.64348752637	['KEGG-Pathway-pae00230: Purine metabolism']
