PA14 id	PAO1 homolog id	Transcriptional similarity across strains	P-value	Name	label	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression	pathways present
PA14_20420	PA3375	0.4146522701680653	2.534770221761793e-221	phnL		38.29198845324001	209.4391315431509	1.3326390284544498	7.623146678246073	12.539577252632949	21.083280404375852	3649.9671424742	43864.74982154929	3648.6345034457454	['KEGG-Pathway-pae00440: Phosphonate and phosphinate metabolism']
PA14_63910	PA4834	0.3545273046769632	3.6303376670987114e-158			54.13173212975482	90.38147464830608	3.66411520366268	17.257545680022204	30.1819473333532	54.94661340774437	1066.63105845474	8168.810959602392	1062.9669432510773	[]
PA14_13830	PA3872	0.2597115870472117	3.5954834669173054e-83	narI		116.32317037695421	249.94021757621033	2.89252523253336	14.209996984933126	31.3173802464851	97.32904937336905	2246.58327808985	62470.11236204334	2243.6907528573165	['KEGG-Pathway-pae00910: Nitrogen metabolism', 'KEGG-Module-M00529: Denitrification, nitrate => nitrogen', 'KEGG-Module-M00530: Dissimilatory nitrate reduction, nitrate => ammonia']
PA14_07520	PA0576	0.5333837557818828	0.0	rpoD	most stable	7983.031468663163	5613.712995940366	418.750494474222	4379.606355450517	6967.343647220025	9800.481120258844	53162.151093465305	31513773.60078976	52743.40059899109	[]
PA14_47800	PA1271	0.4641954971452361	4.479327971122094e-284			399.13914004067567	293.58431159911527	38.3343707799351	181.57637896982877	316.148279135649	543.6419961532805	1687.26602246913	86191.7480171264	1648.9316516891947	[]
PA14_24640	PA3050	0.4609565733233963	1.2016043474593887e-279	pyrD		381.93233650001565	283.3237064139531	17.606392768406	173.8504305601115	293.3075792123545	503.27684588124487	1527.3510609585198	80272.32261613988	1509.7446681901138	['KEGG-Pathway-pae00240: Pyrimidine metabolism']
PA14_73000	PA5534	0.4685061430143726	4.8155829714069356e-290			77.2174507114663	196.04858464574983	1.56084443885864	20.082413504264	30.037044239713644	47.08177309131112	1725.3076084965198	38435.04754160172	1723.746764057661	[]
PA14_46490	PA1373	0.27866048114980746	5.703244263262465e-96	fabF2		96.68962554094601	278.6437725729547	6.61976849909949	39.26261742669793	56.350243009640046	82.72720070078695	4953.55535288478	77642.35199368847	4946.93558438568	['KEGG-Pathway-pae00780: Biotin metabolism', 'KEGG-Pathway-pae01212: Fatty acid metabolism', 'KEGG-Pathway-pae00061: Fatty acid biosynthesis', 'KEGG-Module-M00083: Fatty acid biosynthesis, elongation', 'KEGG-Module-M00572: Pimeloyl-ACP biosynthesis, BioC-BioH pathway, malonyl-ACP => pimeloyl-ACP']
PA14_22380	PA3232	0.2671660677937353	4.405563580582268e-88			64.33054526385085	61.31158154097113	4.57530776959489	31.10053728924927	48.16551740220791	75.99063396173311	505.668870298738	3759.110031055152	501.0935625291431	['KEGG-Pathway-pae03440: Homologous recombination', 'KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Pathway-pae00240: Pyrimidine metabolism', 'KEGG-Pathway-pae03030: DNA replication', 'KEGG-Pathway-pae03430: Mismatch repair', 'KEGG-Module-M00260: DNA polymerase III complex, bacteria']
PA14_29050	PA2714	0.3416758230420993	2.484823640900686e-146			58.63205109005445	48.13380969205372	3.94058987646486	26.783976325350523	46.782384545106154	73.11535603545262	329.381823591432	2316.863635470844	325.4412337149672	[]
PA14_30660	PA2585	0.5035302218985015	0.0	uvrC		573.6041361039403	275.479630961746	90.54528363460129	379.62227371744973	510.62532714189456	707.0055522550066	1826.04623991207	75889.02707481974	1735.500956277469	['KEGG-Pathway-pae03420: Nucleotide excision repair']
PA14_56690	PA4359	0.2452815105492997	4.1342106388501514e-74	feoA		79.85989349344466	121.40454622535171	0.821022869147177	23.00466311688357	48.930426896547594	90.91564031425742	1322.1354632039302	14739.06384418356	1321.314440334783	[]
PA14_46800	PA1352	0.3114256341704181	1.3039115156254614e-120			18.489555482449237	38.794991080048334	0.781945487588134	4.5187715630126775	8.509565744684771	16.579280931929997	425.046778296509	1505.0513329010296	424.2648328089209	[]
PA14_06750	PA0519	0.4772112647691307	2.3174330302037905e-302	nirS		4779.9764441284115	10384.322957041413	8.20562185996129	155.941128460924	724.013331489527	2951.589146953088	78569.4363730532	107834163.27613732	78561.23075119324	['KEGG-Pathway-pae00910: Nitrogen metabolism', 'KEGG-Module-M00529: Denitrification, nitrate => nitrogen']
PA14_37650	PA2077	0.3761126893534211	2.5291953895626506e-179			28.821314544619945	35.513868507637895	0.4482160608235461	7.682766594425013	15.98568505881015	39.78336815610435	287.384689804277	1261.2348563777946	286.93647374345346	[]
PA14_71000	PA5376	0.3961489482764177	1.8518952391746683e-200			309.5972894768472	236.67775536083641	50.7918906360382	160.11121860412075	241.6120347217205	389.65011556190524	2089.33884555081	56016.35988264392	2038.546954914772	['KEGG-Module-M00208: Glycine betaine/proline transport system']
PA14_71110	PA5384	0.3200717402984965	1.1561188921440691e-127			11.063453904954423	26.241023200804328	0.571552527873927	2.65688483180072	4.395528980926491	8.091327481466838	209.14617803162102	688.5912986251512	208.57462550374711	[]
PA14_07890	PA0605	0.22475368330655554	3.246042203360042e-62			172.74065925778675	347.11844557126483	23.2094313543708	66.32069713556777	103.50069954187799	160.712097096987	4416.123054730128	120491.21525581116	4392.913623375757	['KEGG-Module-M00193: Putative spermidine/putrescine transport system']
PA14_46850	PA1347	0.31239709482584194	2.1605856067367907e-121			42.84121505197217	98.91646386344364	1.42381452866203	11.384926894000401	21.17421310014985	38.984754473350115	1215.0087533045598	9784.46682324795	1213.584938775898	[]
PA14_72070	PA5461	0.4444022429544232	9.572138479370541e-258			714.1663853757178	785.492912073733	51.26941747531839	325.4124666126862	516.3491895467624	802.7181025441495	7389.286278043771	616999.1149180734	7338.016860568452	[]
PA14_71700	PA5433	0.2746894078798757	3.3471760414852652e-93			38.72605029367381	28.161326868725173	2.79903353662265	19.880273099966928	30.681689408708106	47.20180239147227	207.14633189970002	793.0603310071823	204.34729836307739	[]
PA14_52040	PA0945	0.5695296347637396	0.0	purM	most stable	627.1111643098543	543.872893014171	77.93240198545509	273.2036610352412	448.4970948322915	770.4249489171449	3289.98031481825	295797.72375560395	3212.0479128327947	['KEGG-Pathway-pae00230: Purine metabolism', 'KEGG-Module-M00048: Inosine monophosphate biosynthesis, PRPP + glutamine => IMP']
PA14_09990	PA4166	0.335298516113793	1.158348170375979e-140			30.69714297936601	35.07905391399837	1.50818886125634	12.9410935839482	21.7413117025845	36.761420884722384	324.75649944489896	1230.5400235012046	323.2483105836426	[]
PA14_33680	PA2398	0.2733511391712658	2.8010489700385684e-92	fpvA		1007.7342763497801	2123.518874264403	0.30262719449986897	144.22229879066902	369.9399722029245	1141.37593960744	27280.5592302234	4509332.409357159	27280.2566030289	[]
PA14_65950	PA4987	0.32889331655310666	4.1987199978326104e-135			67.87121590951304	42.51247164249492	8.83465665807954	38.3227823290018	57.597455151012156	86.48310974913444	282.690067175757	1807.3102451539348	273.8554105176774	[]
PA14_41750	PA1764	0.31374037876027405	1.779238111127948e-122			68.83232632393171	70.95614402108212	3.26357064307376	32.9672004173944	51.20508937187326	78.25657709820392	718.809801689775	5034.774374340548	715.5462310467012	[]
PA14_62010	PA4688	0.37831982498629896	1.4020343376781613e-181	hitB		165.82423327278102	98.62664543108616	23.2931283484549	93.34441129869688	144.6255067867465	215.33032392156898	608.577097526401	9727.215188989188	585.2839691779461	['KEGG-Module-M00190: Iron(III) transport system']
PA14_00080	PA0007	0.3757505161660639	5.9093077254083245e-179			441.25093953306254	554.9386313542636	11.7965082584869	123.69931184597472	238.8002510114875	541.6684413500427	5330.47101051258	307956.8845693433	5318.674502254093	[]
PA14_31420	PA2560	0.3255881335826778	2.7531574994679118e-132			208.85918656177304	197.49498668108714	0.582223243169344	80.47157978395701	136.5548839545045	265.78193915094175	1269.0415128317402	39004.26976416279	1268.4592895885708	[]
PA14_56700	PA4360	0.2284201774188702	2.9588720141848226e-64			178.8173893168789	129.51424935763427	8.34982015174854	85.23877837728756	151.07454799734	236.67994596182274	965.420641060824	16773.94078667147	957.0708209090757	[]
PA14_69770	PA5285	0.402292518659529	3.067893949002974e-207	sutA		1184.3839682929745	1430.3266329345668	42.5602119910553	395.1250868594005	780.8492350045565	1439.0054137910904	14536.1641808916	2045834.2768819341	14493.603968900545	[]
PA14_25970	PA2944	0.3551621892098884	9.136308719401688e-159	cobN		382.4520295559392	254.05787486585885	21.280105995527602	204.59229327682152	336.34095387535547	498.11505555286936	1537.95324843128	64545.403781356385	1516.6731424357529	['KEGG-Pathway-pae00860: Porphyrin and chlorophyll metabolism']
PA14_35320	PA2263	0.30042433093307325	5.64853118788361e-112			70.21671034091442	189.78095455387702	0.582223243169344	14.3425945320777	23.89051361608	49.74622599726897	3660.3323518301295	36016.81071138075	3659.75012858696	['KEGG-Pathway-pae00480: Glutathione metabolism', 'KEGG-Pathway-pae00030: Pentose phosphate pathway']
PA14_46330	PA1399	0.3501156752798653	4.847705170341942e-154			38.398061391808525	31.09576733642188	2.14558718143549	18.310969832146398	28.3345829275767	48.0296732492937	199.409717484689	966.9467462408818	197.26413030325352	[]
PA14_65010	PA4923	0.29451671809467384	1.7248416253689432e-107			88.21776991528142	84.86550277313066	11.2447407441285	39.52198928054053	69.9458050796661	111.513849817364	1147.3862039284695	7202.153560936247	1136.1414631843409	[]
PA14_11980	PA4009	0.3425527974294573	4.029659498950367e-147			66.44213172551157	46.028997523705655	4.34469056392825	41.66284405453895	56.7093743610765	77.06670769654761	513.882693404084	2118.668613037302	509.53800284015574	[]
PA14_71030	PA5378	0.4403764582069696	1.336824580585204e-252			404.06543696221473	318.451025462926	50.221599327456396	204.02019733713874	330.348472053956	516.6126217582936	3420.0918847791	101411.05561838916	3369.870285451644	['KEGG-Module-M00208: Glycine betaine/proline transport system']
PA14_37090	PA2125	0.2723937559231999	1.2710772435124013e-91			31.127369744548048	30.94988731250156	0.4482160608235461	12.567281048662373	20.120656923065	38.998982316822136	229.026709945751	957.8955246565448	228.5784938849275	[]
PA14_18710	PA3527	0.5399420709136609	0.0	pyrC	most stable	341.1310985699118	225.25709164240246	7.73145911960964	172.53121598197475	292.566962514571	446.9146375035943	1400.1637996432196	50740.7573351937	1392.43234052361	['KEGG-Pathway-pae00240: Pyrimidine metabolism']
PA14_01410	PA0116	0.30012230211400165	9.63381401843979e-112			137.45023005737983	93.07818169288963	11.7965082584869	87.97096734063669	111.93514170080601	150.850049990588	795.1658140220151	8663.547907254575	783.3693057635281	[]
PA14_69340	PA5252	0.3618241373883971	3.890421660821375e-165			727.0198561794517	572.1080892141392	46.3383794936965	360.0655289240221	568.601590581691	798.1269105680997	3451.9114076002397	327307.6657442535	3405.573028106543	[]
PA14_37140	PA2121	0.3373549994029821	1.7805185515191593e-142			40.06233124856713	26.142324140164877	0.4482160608235461	20.41757415600205	33.9323455839044	52.30251796391649	176.94762387730304	683.4211114494473	176.4994078164795	[]
PA14_55920	PA4304	0.4865254741415224	6.08516383e-316			403.6685997134975	595.3482045282434	6.2251809414655	53.07766325894011	128.109767110336	512.3279390777936	4928.52879586371	354439.48463500314	4922.303614922244	[]
PA14_70810	PA5366	0.4325768706897409	7.911042781728923e-243	pstB		400.4499049173589	715.1388775960713	30.783325422506397	124.310349199644	243.045478526751	423.603192871125	7036.530778806839	511423.61424936866	7005.747453384333	['KEGG-Module-M00222: Phosphate transport system']
PA14_07260	PA0558	0.3981240613734689	1.26853224614819e-202			113.99026851903848	70.76434149782841	20.4682147832643	67.21254743305964	95.91520065289394	139.2575598753965	421.968984997727	5007.59202762128	401.50077021446265	[]
PA14_08400	PA0655	0.3870084451250517	1.2388795251898283e-190			474.7558278572914	305.42265788141447	38.6367787934165	271.685344056646	416.38809351277746	590.3927256140732	1898.99325001126	93282.99994734758	1860.356471217844	['KEGG-Pathway-pae00130: Ubiquinone and other terpenoid-quinone biosynthesis']
PA14_40570	PA1851	0.295049617817414	6.863355086989155e-108			127.1644601670932	92.2154821439275	9.79071192922127	59.211218458854674	102.92288228127147	177.54756348633126	791.965060883907	8503.695147037011	782.1743489546858	[]
PA14_03020	PA0244	0.2324486460404484	1.5397450657586525e-66			17.45847594384961	19.88636354816105	1.44041581318045	8.001216692633799	12.384121154309002	19.697365731782348	153.75633018574499	395.4674551696287	152.31591437256458	['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis']
PA14_11280	PA4066	0.3865698450716789	3.603176936845612e-190			94.97966476732357	97.5029687999718	7.236340285467532	52.82901886764436	74.45725567367073	97.90457009692295	940.0198184429448	9506.828924808271	932.7834781574772	[]
PA14_46420	PA1379	0.10182546003697164	8.382986863564056e-14		least stable	31.87253686798782	21.485760607388773	0.241836874883577	18.02695609278575	26.9825493442998	40.367517737729365	202.972812153062	461.6379088780194	202.73097527817842	[]
PA14_20230	PA3391	0.3666108226373905	8.269785722263792e-170	nosR		729.4404617153682	1899.3671916422281	2.04736342246645	26.16210341748832	72.34067763192765	457.24658845115334	13428.478664395401	3607595.7286868826	13426.431300972934	[]
PA14_66480	PA5028	0.4483521096363644	7.328365123279918e-263			672.0524690337909	317.31982000659804	101.789273976416	437.0173160667385	622.9009602970847	831.0827548966693	1883.5957257082	100691.86816901974	1781.8064517317841	[]
PA14_66110	PA5000	0.4573397789064298	9.30551433617563e-275			1245.8056453620184	1040.7597998115164	99.29652748649241	557.5708727310507	952.3599119455837	1556.596387956485	13365.7596802791	1083180.9609037077	13266.463152792607	[]
PA14_61620	PA4659	0.2855584564591643	6.866730038413851e-101			128.4105035951415	309.91242347221856	11.6047156771854	41.97474158880056	63.960184809165106	106.028979490784	3786.9655868128602	96045.71022242373	3775.3608711356746	[]
PA14_50130	PA1102	0.3783774424660544	1.2235577911688593e-181	fliG		751.1766025179279	353.65801746374154	128.470673351021	518.7562476327832	678.208636465137	908.4908761809644	2974.1212207434	125073.99331638408	2845.650547392379	['KEGG-Pathway-pae02040: Flagellar assembly', 'KEGG-Pathway-pae02030: Bacterial chemotaxis']
PA14_07970	PA0612	0.3937382143971912	7.750405811403028e-198			201.28271798091183	942.9871394632344	1.70542916242908	17.514643434185125	43.487989551530944	84.30698722558725	14432.7689829945	889224.7451930536	14431.063553832068	[]
PA14_04650	PA0355	0.4893686840512501	3.582e-320	pfpI		352.74352322195733	567.7091908393576	1.66725242726853	62.266570815779474	155.72457171248948	383.2455231105265	4947.886633754149	322293.725363478	4946.219381326881	[]
PA14_08360	PA0651	0.3009150201605216	2.3694482260814305e-112	trpC		459.3047976043686	218.7052399949628	67.8452898043758	309.9113878401108	420.2362657958265	544.8572821634532	1577.2292997873199	47831.98200125428	1509.384009982944	['KEGG-Pathway-pae00400: Phenylalanine, tyrosine and tryptophan biosynthesis', 'KEGG-Module-M00023: Tryptophan biosynthesis, chorismate => tryptophan']
PA14_70530	PA5342	0.2927466094242782	3.6304982760295283e-106			80.02332141618426	40.91332041794453	9.73206458874856	50.467075489852114	69.386128366565	102.34556905219874	301.329595964739	1673.899787621397	291.5975313759904	[]
PA14_65580	PA4962	0.4562867035881312	2.405288237706761e-273			82.60026383055491	77.21689945985008	2.43301614718714	35.8784034280701	63.27177207618541	93.92266716856808	478.333493138377	5962.449562192596	475.9004769911898	[]
PA14_36880	PA2141	0.472485708957965	1.2470678370135658e-295			33.410719193811246	119.49169504006692	0.163492111093305	4.21118953081157	10.038111330777252	26.44956158342839	1763.9115887539301	14278.265183548347	1763.7480966428366	[]
PA14_71440	PA5413	0.3624717637542113	9.172620804655953e-166	ltaA		496.3922894720211	314.83269803553713	47.3313007082709	271.28892655096473	405.1735886714434	640.707887842322	1789.30641383713	99119.62775233568	1741.9751131288592	['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism']
PA14_41190	PA1805	0.4244490256662841	6.484671568571331e-233	ppiD		2373.143494640551	1626.3006950173374	124.755149757357	1192.7865271680375	2113.2922461932503	3117.305124839202	11086.056227615802	2644853.950613874	10961.301077858443	[]
PA14_30670	PA2584	0.4118803992382077	4.113779301399093e-218	pgsA		259.75758908708735	221.2722067007985	12.575994834575699	132.54756531316926	209.98711797726898	302.81706274979376	2232.82829102905	48961.3894582409	2220.2522961944737	['KEGG-Pathway-pae00564: Glycerophospholipid metabolism']
PA14_66880	PA5061	0.32632386714364786	6.544435104224264e-133			2827.085341032161	3741.617467530408	65.9545168308556	697.3166290618753	1471.8069841392346	3164.8532184115297	42766.3715206502	13999701.273328666	42700.41700381935	[]
PA14_30370	PA2608	0.4345517083087958	2.8063951899223424e-245			126.45339225315071	70.91134384080833	6.7616143868958405	80.0576612982582	108.83384782942198	160.06672934636725	421.333156467526	5028.418685309345	414.5715420806302	['KEGG-Pathway-pae04122: Sulfur relay system']
PA14_30540	PA2595	0.2678457833610946	1.5424426191561614e-88			23.10078427479289	28.17679513718653	0.30262719449986897	9.355917964730212	14.8388668716714	28.543964378134326	486.866770877534	793.9317842029789	486.5641436830342	['KEGG-Pathway-pae00920: Sulfur metabolism', 'KEGG-Module-M00436: Sulfonate transport system']
PA14_28390	PA2761	0.3349379515475431	2.400690898285923e-140			40.77599419155706	38.12757098400318	1.6892753990128202	15.75726403927705	29.777848051297553	50.935675224899256	270.457451553915	1453.7116691402011	268.76817615490216	[]
PA14_61670	PA4663	0.4851747083077524	6.0251086975e-314	moeB		253.199860995968	156.49600286090896	13.523228773791699	151.99279309564727	225.22515784459202	308.93074369645433	1110.39011656084	24490.998911441628	1096.8668877870482	['KEGG-Pathway-pae04122: Sulfur relay system']
PA14_69300	PA5248	0.3465957103842122	8.512012513708295e-151			264.2749654696257	154.34906771594402	42.183496414261	151.30399490232548	223.863171433069	322.426602378557	936.2757727924652	23823.63470478107	894.0922763782042	[]
PA14_67520	PA5113	0.5856789300025378	0.0		most stable	200.11055697208494	139.90784836734923	13.3549036687266	115.85200890875099	170.6867586211855	240.41622006287602	1152.6364389596401	19574.206034781186	1139.2815352909136	[]
PA14_22840	PA3198	0.3716365527149072	8.414622057984959e-175			202.20261683311585	98.54794853592036	30.1329595964739	140.95390552881202	190.039693584119	238.2320977407945	799.419098482129	9711.698160638405	769.2861388856551	[]
PA14_51260	PA1011	0.4729737323395402	2.544852573842023e-296			1299.4633505807078	784.0815871992082	80.48636694128429	792.739303601272	1198.42059955352	1700.4312411873805	5038.14754769488	614783.9353848295	4957.661180753596	[]
PA14_69950	PA5299	0.4431360426511369	4.043409558498554e-256			390.0535674715163	365.19922075579285	62.4420865927911	218.96621040077702	322.385091437274	462.1625343814492	6586.46775436687	133370.47084063824	6524.02566777408	[]
PA14_54520	PA0755	0.1960403612263672	1.775456412450444e-47		least stable	250.36747434722648	772.0616449147761	2.73354592461394	34.80302049706545	69.08638833381815	188.18293571874202	11771.157781059199	596079.1835485097	11768.424235134586	[]
PA14_66400	PA5022	0.5863491171321189	0.0		most stable	739.9826373640867	481.7457803491746	167.280550624425	418.3666762578463	603.270015629201	924.2128247428767	2567.56873799354	232078.99688423512	2400.288187369115	[]
PA14_32570	PA2480	0.21634398707902186	1.1331694386715971e-57			65.93703357402178	88.46965152659409	0.582223243169344	31.944871821241733	45.97162754536329	81.63370625346548	1856.4900798476501	7826.8792412369885	1855.907856604481	[]
PA14_55820	PA4297	0.3965044145637197	7.57161048376979e-201			293.4381710184801	375.4457951926273	3.26357064307376	69.83930977884923	131.89163325574899	364.22323038207634	2951.3642145387207	140959.54512782427	2948.100643895647	[]
PA14_01640	PA0133	0.32040726353343074	6.08942698765669e-128			87.97840654592463	64.35164740378511	11.4825470408794	50.68039246167727	66.82795272369454	99.1899963918149	449.60310045169996	4141.134523581084	438.12055341082055	[]
PA14_58840	PA4535	0.40224825435559786	3.437248266733329e-207			340.6489879349233	469.07079273866015	20.284843160687497	175.23278507831523	254.86411740654648	353.76886742266646	6469.4816645579895	220027.408600475	6449.196821397302	[]
PA14_57680	PA4440	0.4263859352382817	2.9789918718718233e-235			203.7690790058281	128.47885998274157	15.4629182392193	133.96286135411975	181.9619716077445	234.87170797172328	1051.2076362956698	16506.81746246491	1035.7447180564504	[]
PA14_64720	PA4898	0.2305673544118892	1.8172563245697593e-65			49.16211288683467	34.51038175921223	4.64938462118565	28.2852679632995	39.47986522237295	57.38303851894907	231.812430986899	1190.9664491665685	227.1630463657133	[]
PA14_39300	PA1949	0.2973266695110736	1.3084789160546151e-109	rbsR		632.9894923622134	4988.750446048472	0.623643887608827	145.2070679221685	249.031650907664	485.89036948722776	98177.50612314539	24887631.012948833	98176.88247925778	[]
PA14_31920	PA2525	0.4111400862911368	2.9276827734026756e-217			126.45762216172797	64.49498765463791	1.16444648633869	80.04011758530976	117.1920593055295	162.78120106085774	540.929150951667	4159.6034325718965	539.7647044653284	[]
PA14_70120	PA5311	0.30012826301999834	9.532896080528444e-112			79.2037117105479	49.71293772647324	5.7948288968074575	44.7638551210841	69.7033736665297	99.380779355747	458.97427484874197	2471.376177396206	453.1794459519345	[]
PA14_15980	PA3744	0.5033280655940905	0.0	rimM		2765.288354643483	3603.528744702859	54.0929150951667	850.5478433629256	1640.269263516095	3496.3880152566844	47964.697741255	12985419.413899764	47910.60482615983	[]
PA14_05230	PA0400	0.3814291510712017	8.677712923939065e-185			608.2002826889785	829.4938073336823	83.6402753122125	313.96458492372903	486.38071374792605	717.9451784504434	14261.968041713	688059.976404928	14178.32776640079	['KEGG-Pathway-pae00260: Glycine, serine and threonine metabolism', 'KEGG-Pathway-pae00270: Cysteine and methionine metabolism', 'KEGG-Pathway-pae00450: Selenocompound metabolism']
PA14_34440	PA2337	0.4076900446577242	2.5706778014528838e-213	mtlR		72.02903729078606	42.937360462267776	0.582223243169344	40.577924820788	59.61590187761456	93.783526219188	235.175561901606	1843.6169234667161	234.59333865843664	[]
PA14_06810	PA0523	0.4141040557749028	1.0997016892390018e-220	norC		980.558596738168	2563.3019281897878	1.50818886125634	14.0557254177991	40.97847095641545	440.80599189481046	18945.3146536749	6570516.775061483	18943.806464813646	['KEGG-Pathway-pae00910: Nitrogen metabolism', 'KEGG-Module-M00529: Denitrification, nitrate => nitrogen']
PA14_06430	PA0493	0.21149014484451514	3.894027614067203e-55			33.718834099850376	54.754371316356924	1.56084443885864	9.247194249253873	15.81402701623465	33.19127567199805	427.417576012095	2998.0411782494893	425.8567315732364	[]
PA14_04150	PA0318	0.3208112241234606	2.81115605028917e-128			384.9831373292831	182.67381205425386	72.8332603957127	278.4438618135995	360.0685551936365	467.0490303245516	1600.25962810158	33369.721610432855	1527.4263677058675	[]
PA14_17510	PA3619	0.36631636260478223	1.6115500091886345e-169			78.03966908837828	159.28154709145196	3.71572810290661	23.609352815810976	49.60692198306115	92.83340484010756	3359.73557746239	25370.611243846426	3356.0198493594835	[]
PA14_20130	PA3398	0.2804068560601136	3.3415357489821187e-97			104.14921413378558	64.03273559342908	16.5777098257496	57.96850209031125	84.35057658837903	138.7398445620515	523.206862829766	4100.191227578	506.62915300401636	[]
PA14_69170	PA5238	0.3757968241821632	5.301990679476489e-179			154.30669742401042	91.91193420643158	33.768948103822	93.3163758470517	131.4650923218335	188.67125795938702	898.80276766461	8447.803649567408	865.033819560788	[]
PA14_54210	PA0779	0.4841484437455189	1.950913735286e-312			2976.315021652173	4534.151771273123	25.5805611652986	635.2110848645005	1685.5178796466198	3519.0447161099178	54240.188457888886	20558532.2849392	54214.60789672358	[]
PA14_21175	PA3313	0.4924857383386819	0.0			384.156589254984	338.9817528325674	18.0267214544951	194.93791704455884	290.7758380114645	455.4592517288395	3548.6667276707794	114908.6287534398	3530.6400062162847	['KEGG-Module-M00223: Phosphonate transport system']
PA14_49180	PA1179	0.38854679679232096	2.891864012294689e-192	phoP		2303.7275785630345	9694.653982995122	10.044319865491305	224.1752606670615	546.9525096589019	1182.6800957619375	110550.308980765	93986315.85000318	110540.2646608995	[]
PA14_64860	PA4909	0.3598004396801527	3.478853657668644e-163			76.40164730779507	133.98314051221752	2.9257323879692203	22.8221698187529	39.470342131328	70.68451292800125	1503.7722639363901	17951.481941516624	1500.8465315484211	['KEGG-Module-M00237: Branched-chain amino acid transport system']
