PAO1 id	PA14 homolog id	Transcriptional similarity across strains	P-value	Name	label	comparison	mean expression	standard deviation expression	min expression	25% expression	50% expression	75% expression	max expression	variance expression	range expression
PA5055	PA14_66800	0.4981493683218032	0.0				158.19415713792768	205.96342314829405	11.5435430698853	66.7510012319572	109.60704751747801	172.683093048132	2781.2031328956896	42420.931674963234	2769.6595898258042
PA5120	PA14_67620	0.7060435255411781	0.0				45.42975407285167	35.621849525357135	0.316331280715544	19.588713773719803	37.3875462098865	63.958284995800106	321.388369202791	1268.9161636071863	321.0720379220755
PA2815	PA14_27730	0.6898812034427619	0.0			most stable in SPELL	1414.545801036278	1684.455163140141	75.2609206680539	414.012031113008	939.49321622086	1808.08226975047	20817.7315609232	2837389.1966294786	20742.470640255146
PA0065	PA14_00770	0.7397956407470528	0.0				148.42743851727715	92.51349160272936	20.723402264013	97.6558827985475	126.036182564011	171.415539977509	1091.88512164681	8558.746128528275	1071.161719382797
PA0311	PA14_04060	0.4016084781771482	1.6244899409343602e-206				33.97561461455478	96.02819943530154	0.156487119864013	9.646904205602349	17.2235861732765	34.799585725187995	2309.21917204125	9221.415086786048	2309.0626849213863
PA2936	PA14_26070	0.5502842462560694	0.0				25.035793649946417	27.061597769552577	0.665395593112025	8.86285904138314	15.2752578432797	28.09231233276211	217.753113505787	732.330073841053	217.08771791267498
PA2091	PA14_37460	0.7120602059507701	0.0				30.206070100053704	48.66078242949309	0.209768480626356	6.71581866951108	12.462719602848198	26.83947375528161	437.537111039635	2367.871746650463	437.3273425590087
PA3244	PA14_22020	0.641998080383208	0.0	minD			1669.6709192261155	1510.428028667088	69.9497425792138	702.91836230398	1322.3794990039999	2120.77226263121	14850.767161887901	2281392.829783146	14780.817419308687
PA4954	PA14_65450	0.5959228011345203	0.0	motA			546.6020072640749	508.144161612775	86.83830791973159	317.856405143605	458.884871272273	645.3426655238829	13293.2062784748	258210.48898115	13206.367970555068
PA3961	PA14_12630	0.7373976070461171	0.0				335.2486843760653	179.593834973444	14.414517807020399	216.155096910763	311.810325706078	425.82678223078597	3334.54070163193	32253.945560468634	3320.1261838249097
PA3719	PA14_16300	0.3752429389726812	1.795846765992964e-178	armR			27.360507529340932	47.5762402954474	0.6888109267846421	7.994582693384559	14.4582553102405	25.2371111591917	395.405991341527	2263.4986406501525	394.71718041474236
PA4727	PA14_62560	0.8247903371819141	0.0	pcnB	most stable	most stable in counts	707.731597985114	492.5562279676695	67.3053490821926	390.88008631165803	601.743248894458	886.1771350681039	6887.556194467261	242611.6377097388	6820.250845385068
PA1285	PA14_47580	0.5754338462540586	0.0				148.99128862517756	155.3226118607137	0.958743936873866	53.945109767768	100.30723354810199	187.114190956207	1038.50059653266	24125.113755233917	1037.5418525957862
PA4263	PA14_08850	0.839808764809947	0.0	rplC	most stable	most stable in both	7766.126333590736	11097.382995645969	126.958736464761	1623.96414475471	4767.66157378811	9492.49318923195	95024.74578016107	123151909.35205229	94897.78704369631
PA5229	PA14_69050	0.5127107109936287	0.0				226.37518859073197	177.7152335806789	21.923552204787196	107.300875834987	170.134072960947	282.952735937443	1557.32794967286	31582.70424663526	1535.4043974680728
PA5415	PA14_71460	0.5075391934075687	0.0	glyA1			146.41262724421975	349.98911270732134	0.7477631761708922	33.812000914967896	72.1076387240791	142.716802069235	5454.6540240024	122492.37901365808	5453.906260826228
PA4907	PA14_64840	0.7264709474605954	0.0				344.42962415624675	275.90845157420443	16.729284481242303	161.05027331257298	243.572336334657	446.014580376136	2471.33491935504	76125.47365007512	2454.6056348737975
PA4579	PA14_60580	0.8075328653020792	0.0				440.2125571677824	315.2425862424582	30.848284996004896	241.21684460644198	366.13719302031603	559.536789941877	2538.0905807816603	99377.88818083367	2507.242295785655
PA3140	PA14_23480	0.36327455053229385	1.4185772149833927e-166				58.16895288230298	59.3458256020167	2.22703576309668	27.8012040826405	43.786531080290786	66.7510012319572	662.149260261036	3521.927016384981	659.9222244979394
PA2402	PA14_33610	0.6904581465888607	0.0			most stable in SPELL	5240.79892251062	12216.096378657081	0.573300335075652	339.294264414909	752.1602746739169	2831.2733276992303	102640.782917971	149233010.73263866	102640.20961763592
PA0071	PA14_00830	0.6478991704518903	0.0	tagR1			1123.8074272299255	1157.1740685251284	137.17858238307198	461.44197937680605	773.702114116171	1343.59919476441	12813.1154241534	1339051.8248669985	12675.936841770328
PA4807	PA14_63530	0.5504106663963366	0.0	selB			293.3356823335849	172.1223481796309	7.28126622959981	174.719810317548	262.052975869577	376.82516501900596	1894.5831949242101	29626.10274287009	1887.3019286946103
PA5110	PA14_67490	0.7038599150329959	0.0	fbp			1241.3743795223932	976.8034966235643	93.8922719184078	615.723198178078	1009.90789344453	1594.88160135516	9730.40841971366	954145.0710160217	9636.516147795252
PA3629	PA14_17400	0.6218451404018153	0.0	adhC			713.7202270908979	573.455634985178	66.6588714833187	365.62724184115797	549.077013776713	848.878655805197	6078.40681131036	328851.3652962537	6011.747939827042
PA3858	PA14_14100	0.8331850674600424	0.0		most stable	most stable in counts	489.86699500569864	459.8238986941712	36.4063311479991	192.37560321972904	330.87246206469297	617.192885501578	3515.63302834823	211438.0178103074	3479.226697200231
PA0083	PA14_01010	0.6702373290017425	0.0	tssB1		most stable in SPELL	696.967123687221	1286.2312351313137	4.85158241159809	125.023130416187	339.29106875161	716.6922005118629	24330.2800353028	1654390.7902274248	24325.428452891203
PA2502	PA14_32300	0.6839455950025719	0.0				108.23548095283238	100.16981216856394	1.5406236130408002	53.674693906451104	88.3249203191911	137.26644504051902	1788.88824689957	10033.99126988538	1787.3476232865291
PA3189	PA14_22990	0.4304416666001329	3.051063797509553e-240				470.6712638398014	879.0018002189189	1.6214416136757202	60.748840329633104	158.220087396576	454.641793177568	8296.459730674449	772644.1647881002	8294.838289060774
PA1483	PA14_45280	0.7193101719440418	0.0	cycH		most stable in SPELL	408.3862544708666	351.3590041873615	17.509807013148198	174.250598318174	328.295023039532	538.2450224978991	5114.34178587653	123453.14982353432	5096.831978863382
PA5032	PA14_66530	0.8274224750468533	0.0		most stable	most stable in counts	34.907651688179875	39.423498387794616	0.770311806520402	11.2650592149342	21.146698487894398	39.8879520342519	305.79952974681703	1554.2122251324447	305.02921794029663
PA3296	PA14_21410	0.6500886537732706	0.0	phoA			82.01835024664675	270.7461706516795	0.958743936873866	13.140410331516302	20.25367224574461	43.8599810121346	4705.4815687152895	73303.48892254836	4704.522824778415
PA3352	PA14_20720	0.6531585153616672	0.0				961.781509991164	1084.7148961415633	51.591069739005	449.134947779373	745.961878170343	1103.40820485685	13733.4872449548	1176606.4059114023	13681.896175215796
PA3318	PA14_21120	0.060233649902430166	1.0419813902855954e-05		least stable	least stable in counts	35.51805451544266	32.94551168571382	0.770311806520402	15.8034095803794	25.8243875882721	42.7499792986519	279.466017054294	1085.4067402335058	278.6957052477736
PA0269	PA14_03490	0.6888038053638691	0.0				104.26007447638123	148.49119129756022	2.42708874319994	41.2606453395637	69.0448912543189	117.60321504921998	1916.14540859453	22049.633892968624	1913.71831985133
PA1565	PA14_44260	0.1542896980543072	7.446181972677816e-30	pauB2	least stable	least stable in counts	106.77131192512164	116.25248431095541	0.958743936873866	46.000007668394296	78.5776330252823	135.35468843002198	1139.54276662564	13514.640108468933	1138.5840226887663
PA3133	PA14_23590	0.2961847312716575	9.145652718513574e-109				63.43313360844408	240.31076103326077	0.692848612027999	23.5007844562498	35.6934915712917	59.869605679023294	4263.05005412864	57749.261868384965	4262.357205516612
PA2292	PA14_34940	0.6416093338025773	0.0				9.723998063402636	9.17293827909263	0.17448971995698806	3.41088195586871	6.86890932903336	12.7291716090706	61.9400859749774	84.14279667204286	61.76559625502041
PA4647	PA14_61480	0.7530167565848667	0.0	uraA			460.11484590344674	601.5119152862327	87.0444656224885	261.63410901977403	354.659424403571	481.62968965604597	17173.919364016798	361816.584231312	17086.874898394308
PA4635	PA14_61330	0.3725787762343236	8.842930592586535e-176				99.47031268319323	241.87669851258596	0.692848612027999	23.2344765691428	50.01253496519871	88.9137524015147	3495.9262915375707	58504.3372833484	3495.233442925543
PA3957	PA14_12680	0.8043198491246318	0.0				227.15127032495246	397.9537901532337	0.770311806520402	45.910382928078214	99.4930466108861	222.14573796887402	4046.1601054765797	158367.21909732395	4045.389793670059
PA1316	PA14_47230	0.6666086605525866	0.0				94.08001964673423	115.13362186036453	1.58297102224543	32.222852752230104	63.3810244528907	117.12411100585199	1228.2579429540199	13255.750882685408	1226.6749719317745
PA0337	PA14_04410	0.7184511969055424	0.0	ptsP		most stable in SPELL	2270.37784969954	1118.7007324232877	342.233781444249	1536.13550076485	2139.79873755206	2922.05509263243	8146.526881864109	1251491.3287244004	7804.29310041986
PA2627	PA14_30140	0.7926332485672334	0.0				172.10171701076723	122.91412803601871	21.59392846335589	82.79625057108159	135.991863906542	227.54034074471298	1489.1033765431	15107.8828708548	1467.509448079744
PA4771	PA14_63090	0.598516207189883	0.0	lldD			160.99706340729233	213.311908551561	4.62380007251169	61.72938284546479	95.1454172228574	168.027836276077	2450.40638068006	45501.97032990953	2445.7825806075484
PA1549	PA14_44440	0.6186428342112499	0.0				473.5603059156307	319.6522474553918	39.919967321546004	254.365228413877	370.67997404040887	616.764479155614	2299.0343545372602	102177.55930328302	2259.114387215714
PA5535	PA14_73010	0.26969378003634714	8.430168548006846e-90				584.7624684758176	2656.965633478214	0.770311806520402	57.013503525227	84.34611733102808	145.17367216365201	36985.5054833725	7059466.377484286	36984.73517156598
PA0988	PA14_51510	0.6190366427920401	0.0				203.0558074106104	165.0569185066061	6.78454143213683	108.116326656001	166.171189692487	251.113017807594	2406.45411071799	27243.78634689641	2399.669569285853
PA0763	PA14_54420	0.4314148376194785	1.9388650091160458e-241	mucA			4252.861033711013	8354.492658324536	90.2840571687953	1164.07925496669	2062.02733542653	3636.520616202	74334.10513931309	69797547.57799858	74243.82108214429
PA5382	PA14_71090	0.4465404710600044	1.484494571881296e-260				64.14257502124971	43.98104239081183	0.753019791447303	34.9569132204331	54.403927854542296	80.495388225271	335.834800890773	1934.3320897823871	335.0817810993257
PA0905	PA14_52570	0.26907705903431645	2.2019548058463186e-89	rsmA			6085.910565338335	19299.49086510062	24.7277394403086	640.323511992264	1649.44953851139	4063.46612876302	275053.805760556	372470347.65210223	275029.0780211157
PA2290	PA14_34970	0.7272247345667077	0.0	gcd			916.4208241272388	808.4728105045593	0.321713381935468	412.62457753420404	661.844656762867	1141.4959005538499	7429.30840006597	653628.2853251412	7428.986686684035
PA0792	PA14_54000	0.6935587082558861	0.0	prpD			388.01878377455165	551.8328681884075	10.3792414774586	141.811689490689	228.157252852434	396.275490560402	6861.4531304085485	304519.5144130443	6851.07388893109
PA1951	PA14_39270	0.8050691894901084	0.0	fapF			231.73236683277818	222.74857625499942	0.209768480626356	87.34173924535652	169.028150257494	288.53950719516797	1938.74164059251	49616.92822362929	1938.5318721118838
PA1308	PA14_47320	0.6026276898146261	0.0				205.5436524687668	126.14809660061647	24.9101834722644	127.151882241027	191.185440994534	256.59647424556	1920.1511771189998	15913.342275958465	1895.2409936467354
PA3756	PA14_15840	0.6321202188245123	0.0				465.52045450533916	566.9797950750868	10.9606521861752	210.013827105108	316.84323179522005	486.90109531411696	7331.622482711179	321466.0880233875	7320.661830525004
PA4053	PA14_11430	0.7848827994491381	0.0	ribE			508.368813868042	368.73599255976404	33.3335398403417	257.846331832814	410.37725925161203	649.8101715998099	2745.48348444283	135966.23220903435	2712.149944602488
PA2989	PA14_25420	0.3684547936931334	1.159753320698441e-171				183.58964282063445	123.38241072126495	29.3646418327839	117.707616841083	156.743229243697	216.61319368038502	1414.5976195646801	15223.219275390915	1385.2329777318962
PA4865	PA14_64350	0.5526539036997453	0.0	ureA			44.274515485740466	47.77809015534709	0.999369832568285	19.498907791162697	32.645399513579996	53.1424064694195	730.454403867959	2282.745898892474	729.4550340353907
PA3328	PA14_21010	0.5686017461743758	0.0				294.167357133704	490.96678068463285	0.320720089714215	21.1228821196814	107.562196690182	324.388173067569	4121.56603487756	241048.37973583236	4121.245314787846
PA0179	PA14_02260	0.7602665344515385	0.0				1149.762395228318	3586.4622762065665	9.78821394426131	108.800637733025	342.702901734859	940.920510763439	63468.9997239542	12862711.658652786	63459.21151000994
PA1275	PA14_47730	0.7398028663675752	0.0	cobD			75.88352169333969	77.88821269786064	1.7973593494242501	26.421159789860106	51.943241912303705	99.1328253979685	623.184543922019	6066.573677267179	621.3871845725947
PA4838	PA14_63970	0.4310983145206757	4.75631826672258e-241				122.9079566078775	176.99656502142784	3.52414527362472	44.824195792070206	73.2955859115892	133.868002764853	2420.64523285099	31327.784029384533	2417.1210875773654
PA1703	PA14_42500	0.4311789248605308	3.784929847182399e-241	pcrD		most stable in SPELL	204.05962649425334	390.1914829035541	3.9665946270390697	73.980801160187	121.810655629149	208.990135950061	5423.8870484698	152249.39333047456	5419.920453842761
PA1093	PA14_50280	0.5324787749046935	0.0				999.9545968298609	1367.3912954682046	0.0576251826115012	280.48341852086	722.971733849913	1317.6616799789501	22264.320777236	1869758.9549222148	22264.263152053387
PA0377	PA14_04940	0.6428866455088529	0.0				122.21465523912943	97.27483021944869	2.01875693355055	70.1324688187494	103.125011990385	147.02793875875201	1478.0203055834604	9462.392594222567	1476.0015486499099
PA0299	PA14_03900	0.663956009770146	0.0	spuC			1626.0165033765195	1662.7574462710409	101.07302694144501	697.776212581541	1123.9423142805	1980.0945373731602	20553.344431372	2764762.3251297935	20452.271404430554
PA4755	PA14_62900	0.8018705326590533	0.0	greA			725.2050587218915	629.3001132824498	31.140936852938598	310.06279140458196	573.235027018862	915.7061086630472	4890.70965959803	396018.6325773042	4859.568722745092
PA1043	PA14_50860	0.5362414064716922	0.0				142.6295986470724	72.72034328643767	0.770311806520402	93.1902678531864	132.04647830209998	178.59824029310002	684.520556273474	5288.24832769734	683.7502444669535
PA3781	PA14_15180	0.6856088793376259	0.0				82.62058996448512	80.22083322645362	0.770311806520402	31.458366808238	53.6378340523464	101.578654523664	529.208666614113	6435.382083546485	528.4383548075925
PA3053	PA14_24610	0.4659426946826057	1.5458460157187253e-286				149.13479981710245	84.60831070629861	16.0107340006076	93.9489517175433	124.79924921606899	183.291179906445	658.68541841087	7158.566240573564	642.6746844102624
PA1488	PA14_45180	0.4255758875935869	2.571695408306314e-234				62.98967500141441	48.121507241067704	0.958743936873866	33.0906670782791	51.0454772059099	81.3174585655888	583.167387224546	2315.6794591521316	582.2086432876722
PA1739	PA14_42050	0.7433324632080347	0.0				47.12015957356294	37.71120856997796	0.692848612027999	22.3860622317036	34.9404545604737	59.3402704945243	337.268189759719	1422.1352518083793	336.575341147691
PA2200	PA14_36260	0.2394102543889685	1.3295265377958712e-70				129.58172808503022	101.64045357720254	0.209768480626356	80.1310222006349	109.660929361099	155.466477230739	1286.72624136269	10330.781803379463	1286.5164728820637
PA2109	PA14_37320	0.0307320417264384	0.024598483146615155		least stable	least stable in counts	75.31979720045952	129.9008438924719	0.0621964880526312	11.8238051307407	35.5571145501785	75.6573833686254	1053.7661100053099	16874.229243976355	1053.7039135172572
PA0764	PA14_54410	0.5856663254112311	0.0	mucB		most stable in SPELL	1143.3080214020379	892.4047650980397	36.9904005800935	546.219918453568	942.154214760827	1484.3439989730402	10219.2179169408	796386.2647696873	10182.227516360706
PA4648	PA14_61500	0.7662189399921546	0.0	cupE1			281.2240048790572	812.3780047706506	0.665395593112025	22.3022995532407	62.0770515679743	231.65644595514092	14156.207266758302	659958.0226351433	14155.54187116519
PA1709	PA14_42440	0.4886775514643555	3.3636e-319	popD		most stable in SPELL	427.97372629190494	1130.410129178003	0.8310151068512209	53.3233946829002	107.165229904601	251.237801516164	9982.40853908763	1277827.0601482294	9981.577523980779
PA3306	PA14_21250	0.3733846029128225	1.3643496909615029e-176				260.70874045149776	304.7792541641698	36.7272837263888	115.052925531674	170.963839850178	275.026513950505	3783.3441343672202	92890.39376886761	3746.6168506408317
PA1164	PA14_49350	0.6112935519085322	0.0				239.52056367072666	272.18391035112757	12.2934082537306	105.420126063134	153.516194553092	259.869464050433	2268.8034738415304	74084.08105403064	2256.5100655878
PA2180	PA14_36375	0.5682823903302651	0.0			most stable in SPELL	83.73015056187637	250.4314449594276	0.209768480626356	8.80119560616235	26.5248083590586	86.04241988865749	4653.9057830784795	62715.90862446682	4653.696014597853
PA0768	PA14_54350	0.8222660604630672	0.0	lepB	most stable	most stable in counts	617.8441505866123	580.2642543671881	40.4686924277269	299.830708892882	481.551693030651	722.9746329347861	10836.1696711742	336706.60489630874	10795.700978746474
PA1747	PA14_41960	0.5000155318125313	0.0				115.98094899918866	251.28349645186415	0.303798624264019	12.4159584312368	35.1159988848211	98.64586967557699	2400.7258214379503	63143.395589074025	2400.4220228136865
PA1209	PA14_48660	0.5478461221876216	0.0				85.52818670303975	85.59785639838582	9.01088885615301	38.3004208910599	66.45197793730411	110.060553077979	1413.2056644728698	7326.993019998679	1404.1947756167167
PA4835	PA14_63920	0.4737278854898738	1.912513137322454e-297				178.8975253283153	524.1019102350865	0.770311806520402	28.587644640387502	44.623625203859795	86.6122372389135	5380.11362163127	274682.8123120667	5379.34330982475
PA1659	PA14_43020	0.4532929876990304	2.0865822177713065e-269	hsiF2			105.0708202520656	174.33939495013834	0.665395593112025	21.2229127670657	47.236460527094096	103.242666010142	1427.9137836017999	30394.224631580324	1427.248388008688
PA3743	PA14_15990	0.8575903229396196	0.0	trmD	most stable	most stable in both	2787.0510305198904	3330.3478315758143	53.6896604649365	657.8909425840139	1731.56098131015	3627.23818408132	41134.714628531205	11091216.679281728	41081.02496806627
PA4260	PA14_08880	0.8065779767554486	0.0	rplB		most stable in SPELL	7826.668729945339	13473.476363132408	107.44548952319401	1407.3373882632502	3984.70394270529	8937.24921826293	115544.829506777	181534565.3078877	115437.3840172538
PA0570	PA14_07410	0.5930267203679299	0.0				38.94670688440442	27.456568837529204	0.958743936873866	20.271833370986702	32.4991445164378	51.0388167962032	212.732198897673	753.8631723299798	211.7734549607991
PA4433	PA14_57590	0.8331082323356318	0.0	rplM	most stable	most stable in both	4014.112796194211	4846.672332728265	40.9057665813782	817.846571711205	2305.69208558473	5043.61957902316	41275.371642430095	23490232.700833645	41234.46587584871
PA0871	PA14_53000	0.6545791326280062	0.0	phhB			800.4543471530808	832.7926929809594	21.701307288566106	196.66650327500702	510.623912611322	1107.39232582138	4794.56711314357	693543.6694824784	4772.8658058550045
PA0942	PA14_52070	0.7324283240260728	0.0				245.49289508313356	328.14631177442743	10.4544484517936	96.38977042492209	154.050107773178	277.96712746043596	5818.78653260026	107680.00193115973	5808.3320841484665
PA0858	PA14_53180	0.713007759861147	0.0				456.0491080198867	331.10900716965335	90.90599422995192	270.244444422298	372.501578081482	522.714545971539	4260.445671763629	109633.17462887356	4169.539677533678
PA3976	PA14_12400	0.7015248217662149	0.0	thiE			219.55840265681687	340.09112111505186	9.594087604941867	91.08004224418707	155.3687571954	256.28881810578497	8646.79614156876	115661.97066129287	8637.202053963818
PA0134	PA14_01660	0.3468040381820335	5.144014195569584e-151				267.37469496159304	257.3247616141504	26.3597165755951	143.881729196166	203.529993981021	288.857552318263	2311.69332599167	66216.03293977934	2285.333609416075
PA4075	PA14_11170	0.16513713092171908	5.179491643419049e-34		least stable	least stable in counts	117.0106189891271	79.92879533370528	0.692848612027999	61.153727385543604	105.23064826063299	144.572537648694	543.548962999885	6388.6123234973475	542.856114387857
PA3008	PA14_25150	0.30233244545532817	1.818886068870366e-113				303.4275617242085	634.6566868661274	27.960333214403402	117.104991368696	210.601091301586	321.372953612353	13202.473767867701	402789.1101838897	13174.513434653298
PA2141	PA14_36880	0.5652487217977961	0.0				24.023855898574393	43.65049982102648	0.209768480626356	3.16594204449086	8.76270640226565	26.6845566676793	796.173485840874	1905.3661346254326	795.9637173602476
PA3721	PA14_16280	0.4388803435113369	9.418746155975636e-251	nalC			226.46873551938626	296.1528185742712	8.07502773420221	84.9493868322503	148.488252160676	243.306204429657	3897.7391488705603	87706.49194948518	3889.664121136358
PA0801	PA14_53880	0.6528296520547066	0.0				179.28892732648202	210.49696389358132	3.3060523255747403	72.3345437348021	129.008586929905	209.75712502192505	3243.9703178254804	44308.97180841568	3240.6642654999055
PA0559	PA14_07280	0.6955795396705097	0.0				161.7946487523685	93.82315781759421	17.399792862593998	101.64470623481199	149.388013082741	199.06984756949402	1113.65419087022	8802.78494286519	1096.254398007626
PA3233	PA14_22370	0.6672185219089222	0.0				260.4032869487618	363.05128120416094	4.88803826624922	93.9173488942003	168.858482941887	270.966424596097	5257.00547738642	131806.23278398273	5252.117439120171
PA2645	PA14_29900	0.7749684279306168	0.0	nuoJ			257.78431225928205	210.0992223594187	6.75804709347671	108.301695266635	201.46713136095505	327.374107357739	1453.26261908444	44141.683236032455	1446.5045719909633
PA4804	PA14_63480	0.4297717986618248	2.023210216959628e-239				177.2374133329202	182.05171111193727	1.7937026236975602	79.3967181643927	126.43537206187	204.01621048080898	1935.12665068804	33142.825518784266	1933.3329480643424
PA2479	PA14_32580	0.4629791099973585	1.851623424594821e-282			least stable in SPELL	65.21426028444829	54.86040350556702	5.92079552594877	35.251176684374705	51.2664243626472	82.28448701693279	610.3696920040402	3009.66387279363	604.4488964780915
PA2245	PA14_35550	0.6965271016081716	0.0	pslO			42.66067819809167	74.95465071968869	0.11679649230703501	8.69541785835282	20.9861595167661	45.9522794508405	888.7781770962662	5618.199664510527	888.6613806039592
PA2691	PA14_29320	0.2310640650644879	9.233572568893806e-66				133.72749431865608	456.62672790006235	0.753019791447303	43.9390973906752	72.1769960545678	117.664308783076	7174.72626060484	208507.9686327176	7173.973240813392
PA2876	PA14_26890	0.8488799646108748	0.0	pyrF	most stable	most stable in counts	122.9025599693449	101.93209249712079	7.34545674527777	57.0424337228144	89.9670968220117	156.435782051806	685.2836049208703	10390.151480841589	677.9381481755926
PA4297	PA14_55820	0.7569096029260326	0.0	tadG			322.7941946316069	469.0712422277124	8.665211185609861	83.6019535737782	155.421818298705	349.04802638394796	3457.29260272472	220027.83028504922	3448.6273915391102
PA1246	PA14_48115	0.7189115153579093	0.0	aprD			428.1303095045301	1092.451398116541	1.9021762029901101	64.3050288689402	148.839162763399	345.46296975595	13364.9538870061	1193450.0572467851	13363.05171080311
PA2195	PA14_36310	0.6792272601305284	0.0	hcnC		most stable in SPELL	546.6699331748546	801.718861968402	0.209768480626356	82.99218152326559	258.41886258557	676.135338027293	9355.05768244849	642753.1336359096	9354.847913967864
PA2874	PA14_26920	0.7842412564209468	0.0				72.75492730007511	51.391616328922524	0.958743936873866	36.673135108596	59.6450009431574	98.4700840091838	456.00988585957396	2641.0982288991763	455.0511419227001
PA4071	PA14_11230	0.8412122519587658	0.0		most stable	most stable in counts	20.07252455757677	24.43350080636205	0.277128581705733	5.2272242258968085	10.0526588919603	24.462328626603107	222.874731536258	596.995961654495	222.59760295455226
PA0477	PA14_06240	0.7032119948447553	0.0				74.61532994132267	47.21529365776563	5.92079552594877	43.40072624088121	61.73018715383579	92.8253295083016	433.442933495902	2229.283955189043	427.52213796995323
PA0333	PA14_04340	0.1950551441828584	5.1061960629848075e-47		least stable	least stable in counts	206.00236409613325	124.90679005996323	24.2250832026066	120.213258309819	182.066956943695	263.74668591979196	1075.37266660943	15601.706203083728	1051.1475834068235
PA4340	PA14_56420	0.6843066712806093	0.0				201.93445279589338	165.91008597254606	12.2934082537306	107.99148188334999	142.71000348764	216.71046607064602	1312.8530871734	27526.156627417622	1300.5596789196693
PA5408	PA14_71380	0.526010921459549	0.0				72.14097439391581	75.43103658630785	0.665395593112025	26.3317105011324	49.8224555440708	89.44184482758409	869.131685300072	5689.841280484914	868.46628970696
PA0615	PA14_08000	0.6535215378423497	0.0				415.0474710036741	952.788014482973	0.25309884033130103	91.5565554802126	195.702080352638	378.0265585816269	15958.423321170902	907805.000542406	15958.170222330571
PA4768	PA14_63060	0.7895721993479663	0.0	smpB			479.6101042742999	584.8372253424454	24.2368689650748	162.431288782911	303.91337903216703	523.788277888296	4368.47592082052	342034.5801462503	4344.239051855445
PA3714	PA14_16350	0.5967687880774604	0.0				32.863278216789695	27.00375292529391	0.7480392175401899	15.493013549001805	23.49251057338	39.647131695478286	224.16184616590198	729.2026720503194	223.41380694836178
PA2759	PA14_28410	0.5706448214717686	0.0				555.4643571713386	2019.2921788701503	0.665395593112025	30.3912959702623	67.4061454961398	235.862345012513	22644.4078983108	4077540.9036461595	22643.74250271769
PA2778	PA14_28150	0.7779227868355166	0.0				218.30532325845846	342.66549745311227	0.692848612027999	67.46506960348121	124.33670604492399	226.87397999569401	3539.5650188610402	117419.64314478889	3538.8721702490125
PA4822	PA14_63750	0.4109519969428537	4.390450519233007e-217				135.44412767919806	442.9032658472345	0.770311806520402	28.52843472731989	51.900961939446105	103.90141865500401	6181.833139990121	196163.30289814607	6181.062828183601
